pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad]
0.401878, 5.14917e-06, 1.8026e-05, 0.295103, -1.04088e-05, -0.00489733, -1.04088e-05, 0.00258637, 4.91077e-06, 1.81179e-05, 0.399292, 2.38392e-07, -9.18569e-08, 0.3, 0, -0.00489733, -1.04088e-05, -0.00442903, -9.9161e-06, -0.00400502, -9.4316e-06, -0.00362106, -8.95555e-06, -0.00327331, -8.48814e-06, -0.00295829, -8.02957e-06, -0.00267285, -7.58002e-06, -0.00241415, -7.13968e-06, -0.00217958, -6.70876e-06, -0.00196682, -6.28743e-06, -0.00177372, -5.8759e-06, -0.00159835, -5.47434e-06, -0.00143897, -5.08295e-06, -0.00129399, -4.70192e-06, -0.00116194, -4.33145e-06, -0.00104151, -3.97172e-06, -0.00093149, -3.62292e-06, -0.00083079, -3.28526e-06, -0.000738398, -2.95893e-06, -0.000653389, -2.64412e-06, -0.000574915, -2.34104e-06, -0.000502189, -2.04988e-06, -0.000434486, -1.77084e-06, -0.000371127, -1.50414e-06, -0.00031148, -1.24996e-06, -0.000254947, -1.00853e-06, -0.000200964, -7.80059e-07, -0.00014899, -5.64751e-07, -9.85069e-05, -3.62826e-07, -4.90084e-05, -1.74516e-07
0.413578, 5.33828e-06, 1.75431e-05, 0.301352, -1.02783e-05, 0.00135191, -1.02783e-05, -0.000713968, 5.10127e-06, 1.7635e-05, 0.414292, 2.37017e-07, -9.18569e-08, 0.3, 0, 0.00135191, -1.02783e-05, 0.00122263, -9.78837e-06, 0.00110559, -9.30687e-06, 0.000999594, -8.83398e-06, 0.000903597, -8.36989e-06, 0.000816636, -7.91478e-06, 0.000737842, -7.46884e-06, 0.000666426, -7.03225e-06, 0.000601675, -6.60519e-06, 0.00054294, -6.18786e-06, 0.000489635, -5.78042e-06, 0.000441226, -5.38307e-06, 0.000397229, -4.99599e-06, 0.000357205, -4.61936e-06, 0.000320753, -4.25337e-06, 0.000287508, -3.89821e-06, 0.000257138, -3.55405e-06, 0.00022934, -3.2211e-06, 0.000203835, -2.89953e-06, 0.000180368, -2.58953e-06, 0.000158705, -2.29131e-06, 0.000138629, -2.00505e-06, 0.00011994, -1.73095e-06, 0.00010245, -1.4692e-06, 8.5984e-05, -1.22001e-06, 7.03782e-05, -9.83576e-07, 5.54761e-05, -7.60104e-07, 4.11289e-05, -5.49799e-07, 2.71929e-05, -3.52872e-07, 1.35288e-05, -1.69548e-07
0.427039, 5.77086e-06, 1.69402e-05, 0.304266, -1.02051e-05, 0.00426624, -1.02051e-05, -0.00225308, 5.53521e-06, 1.7032e-05, 0.429292, 2.35643e-07, -9.18569e-08, 0.3, 0, 0.00426624, -1.02051e-05, 0.00385828, -9.71241e-06, 0.00348891, -9.22859e-06, 0.00315443, -8.75382e-06, 0.00285149, -8.28828e-06, 0.00257707, -7.83214e-06, 0.00232842, -7.38558e-06, 0.00210305, -6.94878e-06, 0.00189871, -6.52189e-06, 0.00171336, -6.10511e-06, 0.00154515, -5.69859e-06, 0.00139238, -5.30253e-06, 0.00125354, -4.91708e-06, 0.00112724, -4.54243e-06, 0.0010122, -4.17874e-06, 0.000907292, -3.82621e-06, 0.000811454, -3.48499e-06, 0.000723731, -3.15528e-06, 0.000643244, -2.83725e-06, 0.00056919, -2.53108e-06, 0.000500829, -2.23696e-06, 0.000437475, -1.95507e-06, 0.000378496, -1.6856e-06, 0.000323302, -1.42874e-06, 0.000271341, -1.18467e-06, 0.000222093, -9.5359e-07, 0.000175067, -7.35698e-07, 0.000129791, -5.31191e-07, 8.58129e-05, -3.4027e-07, 4.2693e-05, -1.63151e-07
0.44214, 5.9016e-06, 1.70013e-05, 0.304076, -1.02931e-05, 0.00407567, -1.02931e-05, -0.00215244, 5.66733e-06, 1.70932e-05, 0.444292, 2.34269e-07, -9.18569e-08, 0.3, 0, 0.00407567, -1.02931e-05, 0.00368594, -9.79502e-06, 0.00333307, -9.306e-06, 0.00301353, -8.8262e-06, 0.00272412, -8.35579e-06, 0.00246196, -7.89495e-06, 0.00222441, -7.44386e-06, 0.00200911, -7.00269e-06, 0.0018139, -6.57161e-06, 0.00163683, -6.1508e-06, 0.00147613, -5.74043e-06, 0.00133019, -5.34067e-06, 0.00119755, -4.95169e-06, 0.00107688, -4.57368e-06, 0.00096699, -4.20681e-06, 0.000866765, -3.85125e-06, 0.000775208, -3.50718e-06, 0.000691402, -3.17479e-06, 0.000614511, -2.85424e-06, 0.000543765, -2.54572e-06, 0.000478457, -2.24942e-06, 0.000417933, -1.96552e-06, 0.000361589, -1.69421e-06, 0.00030886, -1.43567e-06, 0.00025922, -1.1901e-06, 0.000212173, -9.57685e-07, 0.000167247, -7.38632e-07, 0.000123993, -5.33133e-07, 8.19797e-05, -3.41392e-07, 4.07859e-05, -1.63626e-07
0.454309, 5.64564e-06, 1.72169e-05, 0.309436, -1.02736e-05, 0.0094355, -1.02736e-05, -0.00498306, 5.41275e-06, 1.73088e-05, 0.459292, 2.32895e-07, -9.18569e-08, 0.3, 0, 0.0094355, -1.02736e-05, 0.00853324, -9.77977e-06, 0.00771631, -9.29466e-06, 0.00697655, -8.81849e-06, 0.00630655, -8.35144e-06, 0.00569962, -7.89369e-06, 0.00514969, -7.44542e-06, 0.00465125, -7.00681e-06, 0.00419932, -6.57803e-06, 0.00378939, -6.15927e-06, 0.00341735, -5.7507e-06, 0.00307949, -5.3525e-06, 0.00277242, -4.96485e-06, 0.00249307, -4.58792e-06, 0.00223866, -4.22189e-06, 0.00200663, -3.86695e-06, 0.00179467, -3.52328e-06, 0.00160065, -3.19106e-06, 0.00142264, -2.87047e-06, 0.00125886, -2.56169e-06, 0.00110767, -2.26492e-06, 0.000967549, -1.98035e-06, 0.000837107, -1.70815e-06, 0.000715036, -1.44854e-06, 0.000600116, -1.20169e-06, 0.000491197, -9.67811e-07, 0.00038719, -7.471e-07, 0.000287054, -5.39756e-07, 0.000189789, -3.45987e-07, 9.44226e-05, -1.66012e-07
0.481895, 5.50299e-06, 1.61332e-05, 0.285604, -9.72131e-06, -0.0143962, -9.72131e-06, 0.00760291, 5.27147e-06, 1.62251e-05, 0.474292, 2.31521e-07, -9.18569e-08, 0.3, 0, -0.0143962, -9.72131e-06, -0.0130196, -9.25199e-06, -0.0117732, -8.79111e-06, -0.0106445, -8.33886e-06, -0.00962222, -7.89539e-06, -0.0086962, -7.46088e-06, -0.00785713, -7.03549e-06, -0.00709664, -6.6194e-06, -0.00640712, -6.21275e-06, -0.00578166, -5.81573e-06, -0.00521402, -5.42849e-06, -0.00469853, -5.0512e-06, -0.00423002, -4.68402e-06, -0.0038038, -4.32713e-06, -0.00341563, -3.98069e-06, -0.00306161, -3.64486e-06, -0.00273821, -3.31982e-06, -0.00244219, -3.00574e-06, -0.0021706, -2.70279e-06, -0.00192071, -2.41113e-06, -0.00169002, -2.13095e-06, -0.00147624, -1.86243e-06, -0.00127722, -1.60573e-06, -0.00109097, -1.36103e-06, -0.000915627, -1.12853e-06, -0.000749443, -9.08406e-07, -0.000590754, -7.0084e-07, -0.000437973, -5.06024e-07, -0.000289571, -3.24148e-07, -0.000144065, -1.55422e-07
0.494885, 4.7839e-06, 1.77295e-05, 0.28941, -1.01121e-05, -0.0105903, -1.01121e-05, 0.00559292, 4.55375e-06, 1.78213e-05, 0.489292, 2.30147e-07, -9.18569e-08, 0.3, 0, -0.0105903, -1.01121e-05, -0.00957759, -9.63625e-06, -0.00866068, -9.16822e-06, -0.00783038, -8.70816e-06, -0.00707839, -8.25627e-06, -0.00639718, -7.81274e-06, -0.00577994, -7.37775e-06, -0.00522049, -6.95151e-06, -0.00471326, -6.53419e-06, -0.00425316, -6.126e-06, -0.00383559, -5.72711e-06, -0.00345637, -5.33771e-06, -0.00311172, -4.958e-06, -0.00279819, -4.58816e-06, -0.00251264, -4.22839e-06, -0.00225221, -3.87887e-06, -0.00201431, -3.5398e-06, -0.00179655, -3.21136e-06, -0.00159675, -2.89376e-06, -0.00141293, -2.58718e-06, -0.00124323, -2.29182e-06, -0.00108596, -2.00789e-06, -0.000939557, -1.73557e-06, -0.000802547, -1.47508e-06, -0.000673562, -1.22661e-06, -0.000551312, -9.90373e-07, -0.000434576, -7.66573e-07, -0.000322186, -5.55422e-07, -0.000213017, -3.57132e-07, -0.000105979, -1.71933e-07
0.507853, 4.50815e-06, 1.8278e-05, 0.293257, -1.02336e-05, -0.00674291, -1.02336e-05, 0.00356106, 4.27938e-06, 1.83699e-05, 0.504292, 2.28772e-07, -9.18569e-08, 0.3, 0, -0.00674291, -1.02336e-05, -0.00609813, -9.75646e-06, -0.00551433, -9.28683e-06, -0.00498567, -8.82492e-06, -0.00450687, -8.37092e-06, -0.00407313, -7.92505e-06, -0.00368013, -7.48749e-06, -0.00332393, -7.05845e-06, -0.00300097, -6.63813e-06, -0.00270802, -6.22672e-06, -0.00244215, -5.82442e-06, -0.0022007, -5.43143e-06, -0.00198126, -5.04794e-06, -0.00178163, -4.67416e-06, -0.00159982, -4.31027e-06, -0.001434, -3.95648e-06, -0.00128253, -3.61299e-06, -0.00114388, -3.27999e-06, -0.00101667, -2.95769e-06, -0.000899622, -2.6463e-06, -0.000791574, -2.34601e-06, -0.000691441, -2.05703e-06, -0.000598223, -1.77956e-06, -0.000510988, -1.51382e-06, -0.000428862, -1.26002e-06, -0.000351025, -1.01837e-06, -0.000276698, -7.8909e-07, -0.000205138, -5.72389e-07, -0.00013563, -3.68492e-07, -6.74774e-05, -1.77634e-07
0.522432, 5.6883e-06, 1.56554e-05, 0.294054, -9.5925e-06, -0.00594644, -9.5925e-06, 0.00314043, 5.4609e-06, 1.57473e-05, 0.519292, 2.27398e-07, -9.18569e-08, 0.3, 0, -0.00594644, -9.5925e-06, -0.00537782, -9.12595e-06, -0.00486298, -8.66802e-06, -0.00439676, -8.21886e-06, -0.00397452, -7.77866e-06, -0.00359202, -7.34755e-06, -0.00324544, -6.92572e-06, -0.00293131, -6.5133e-06, -0.0026465, -6.11046e-06, -0.00238815, -5.71737e-06, -0.00215368, -5.33417e-06, -0.00194075, -4.96103e-06, -0.00174723, -4.5981e-06, -0.00157118, -4.24554e-06, -0.00141085, -3.90353e-06, -0.00126462, -3.57221e-06, -0.00113104, -3.25175e-06, -0.00100876, -2.94231e-06, -0.000896578, -2.64405e-06, -0.000793359, -2.35716e-06, -0.000698073, -2.08178e-06, -0.000609769, -1.81809e-06, -0.000527562, -1.56627e-06, -0.00045063, -1.32648e-06, -0.000378205, -1.0989e-06, -0.000309562, -8.83715e-07, -0.000244015, -6.81096e-07, -0.000180907, -4.91229e-07, -0.000119609, -3.14298e-07, -5.9507e-05, -1.50505e-07
0.534186, 5.64469e-06, 1.5968e-05, 0.300201, -9.71387e-06, 0.000201391, -9.71387e-06, -0.000106358, 5.41866e-06, 1.60598e-05, 0.534292, 2.26024e-07, -9.18569e-08, 0.3, 0, 0.000201391, -9.71387e-06, 0.000182134, -9.2429e-06, 0.000164697, -8.78054e-06, 0.000148908, -8.32695e-06, 0.000134607, -7.8823e-06, 0.000121653, -7.44676e-06, 0.000109915, -7.02048e-06, 9.92762e-05, -6.60364e-06, 8.96303e-05, -6.19638e-06, 8.08807e-05, -5.79889e-06, 7.294e-05, -5.41131e-06, 6.57286e-05, -5.03382e-06, 5.91745e-05, -4.66656e-06, 5.32121e-05, -4.30972e-06, 4.77819e-05, -3.96344e-06, 4.28295e-05, -3.62791e-06, 3.83054e-05, -3.30328e-06, 3.41643e-05, -2.98971e-06, 3.03649e-05, -2.68739e-06, 2.68691e-05, -2.39648e-06, 2.3642e-05, -2.11715e-06, 2.06514e-05, -1.84957e-06, 1.78672e-05, -1.59392e-06, 1.52617e-05, -1.35039e-06, 1.28089e-05, -1.11913e-06, 1.04841e-05, -9.00352e-07, 8.26417e-06, -6.94223e-07, 6.12689e-06, -5.00932e-07, 4.05087e-06, -3.2067e-07, 2.01536e-06, -1.53642e-07
0.547695, 5.40389e-06, 1.64723e-05, 0.303025, -9.83149e-06, 0.00302464, -9.83149e-06, -0.00159737, 5.17924e-06, 1.65641e-05, 0.549292, 2.2465e-07, -9.18569e-08, 0.3, 0, 0.00302464, -9.83149e-06, 0.00273541, -9.35888e-06, 0.00247354, -8.89465e-06, 0.0022364, -8.43897e-06, 0.00202163, -7.99203e-06, 0.00182707, -7.55398e-06, 0.00165078, -7.12501e-06, 0.001491, -6.70527e-06, 0.00134613, -6.29495e-06, 0.00121473, -5.89422e-06, 0.00109547, -5.50323e-06, 0.000987159, -5.12217e-06, 0.000888725, -4.7512e-06, 0.000799178, -4.39049e-06, 0.000717623, -4.04022e-06, 0.000643244, -3.70055e-06, 0.000575298, -3.37167e-06, 0.000513104, -3.05375e-06, 0.000456042, -2.74695e-06, 0.00040354, -2.45147e-06, 0.000355073, -2.16747e-06, 0.000310157, -1.89514e-06, 0.000268343, -1.63466e-06, 0.000229212, -1.38621e-06, 0.000192373, -1.14999e-06, 0.000157458, -9.26173e-07, 0.000124117, -7.14957e-07, 9.2018e-05, -5.16535e-07, 6.08389e-05, -3.31102e-07, 3.02681e-05, -1.58871e-07
0.5628, 5.64646e-06, 1.64686e-05, 0.302825, -9.94144e-06, 0.0028251, -9.94144e-06, -0.00149199, 5.42318e-06, 1.65605e-05, 0.564292, 2.23276e-07, -9.18569e-08, 0.3, 0, 0.0028251, -9.94144e-06, 0.00255495, -9.46107e-06, 0.00231036, -8.98937e-06, 0.00208886, -8.52652e-06, 0.00188826, -8.0727e-06, 0.00170653, -7.62806e-06, 0.00154188, -7.19279e-06, 0.00139264, -6.76705e-06, 0.00125733, -6.351e-06, 0.00113459, -5.94483e-06, 0.0010232, -5.54869e-06, 0.000922035, -5.16275e-06, 0.000830095, -4.78718e-06, 0.000746455, -4.42216e-06, 0.00067028, -4.06786e-06, 0.000600808, -3.72443e-06, 0.000537344, -3.39207e-06, 0.000479254, -3.07093e-06, 0.000425956, -2.7612e-06, 0.000376918, -2.46305e-06, 0.000331648, -2.17666e-06, 0.000289696, -1.90221e-06, 0.00025064, -1.63987e-06, 0.00021409, -1.38984e-06, 0.000179682, -1.1523e-06, 0.00014707, -9.27436e-07, 0.000115929, -7.15438e-07, 8.59474e-05, -5.16498e-07, 5.68252e-05, -3.30813e-07, 2.82713e-05, -1.58594e-07
0.574921, 5.75205e-06, 1.67051e-05, 0.308276, -1.00968e-05, 0.00827601, -1.00968e-05, -0.00437071, 5.53015e-06, 1.6797e-05, 0.579292, 2.21902e-07, -9.18569e-08, 0.3, 0, 0.00827601, -1.00968e-05, 0.00748462, -9.60863e-06, 0.00676809, -9.12929e-06, 0.00611923, -8.65896e-06, 0.00553157, -8.19782e-06, 0.00499922, -7.74604e-06, 0.00451686, -7.30379e-06, 0.00407967, -6.87124e-06, 0.00368328, -6.44856e-06, 0.00332373, -6.03592e-06, 0.00299741, -5.6335e-06, 0.00270106, -5.24145e-06, 0.00243173, -4.85997e-06, 0.00218671, -4.48921e-06, 0.00196356, -4.12935e-06, 0.00176004, -3.78057e-06, 0.00157413, -3.44303e-06, 0.00140395, -3.11692e-06, 0.00124782, -2.80241e-06, 0.00110416, -2.49967e-06, 0.000971549, -2.2089e-06, 0.000848651, -1.93027e-06, 0.000734238, -1.66396e-06, 0.000627168, -1.41016e-06, 0.00052637, -1.16906e-06, 0.000430836, -9.40856e-07, 0.000339609, -7.25731e-07, 0.000251779, -5.23883e-07, 0.000166467, -3.35511e-07, 8.28194e-05, -1.6083e-07
0.587033, 5.92434e-06, 1.66634e-05, 0.313745, -1.01573e-05, 0.0137452, -1.01573e-05, -0.00725909, 5.70381e-06, 1.67553e-05, 0.594292, 2.20527e-07, -9.18569e-08, 0.3, 0, 0.0137452, -1.01573e-05, 0.0124308, -9.66435e-06, 0.0112408, -9.18042e-06, 0.0101631, -8.70571e-06, 0.0091871, -8.24039e-06, 0.00830295, -7.78463e-06, 0.00750183, -7.33859e-06, 0.00677572, -6.90246e-06, 0.00611738, -6.47639e-06, 0.00552021, -6.06055e-06, 0.00497824, -5.65513e-06, 0.00448606, -5.26028e-06, 0.00403873, -4.87617e-06, 0.00363179, -4.50298e-06, 0.00326117, -4.14087e-06, 0.00292316, -3.79003e-06, 0.00261439, -3.45061e-06, 0.00233176, -3.12281e-06, 0.00207244, -2.80678e-06, 0.00183385, -2.50272e-06, 0.0016136, -2.21079e-06, 0.00140948, -1.93118e-06, 0.00121946, -1.66408e-06, 0.00104163, -1.40966e-06, 0.000874221, -1.16812e-06, 0.000715553, -9.39639e-07, 0.00056404, -7.24414e-07, 0.000418167, -5.2264e-07, 0.000276477, -3.34512e-07, 0.000137551, -1.60246e-07
0.616589, 6.30439e-06, 1.61834e-05, 0.286184, -1.01161e-05, -0.0138162, -1.01161e-05, 0.0072966, 6.08524e-06, 1.62753e-05, 0.609292, 2.19153e-07, -9.18569e-08, 0.3, 0, -0.0138162, -1.01161e-05, -0.0124951, -9.61977e-06, -0.0112988, -9.13284e-06, -0.0102156, -8.65553e-06, -0.00923456, -8.18799e-06, -0.00834584, -7.73039e-06, -0.00754058, -7.28289e-06, -0.00681073, -6.84565e-06, -0.00614898, -6.41883e-06, -0.00554873, -6.00259e-06, -0.00500396, -5.5971e-06, -0.00450923, -5.20251e-06, -0.0040596, -4.81899e-06, -0.00365056, -4.44671e-06, -0.00327802, -4.08581e-06, -0.00293827, -3.73647e-06, -0.00262789, -3.39886e-06, -0.0023438, -3.07313e-06, -0.00208315, -2.75947e-06, -0.00184332, -2.45803e-06, -0.00162193, -2.169e-06, -0.00141676, -1.89254e-06, -0.00122576, -1.62883e-06, -0.00104701, -1.37805e-06, -0.000878738, -1.14037e-06, -0.00071925, -9.15989e-07, -0.000566954, -7.05081e-07, -0.000420328, -5.07837e-07, -0.000277905, -3.24446e-07, -0.000138261, -1.55116e-07
0.62806, 4.09253e-06, 2.28138e-05, 0.292865, -1.2092e-05, -0.00713454, -1.2092e-05, 0.00376788, 3.87476e-06, 2.29057e-05, 0.624292, 2.17779e-07, -9.18569e-08, 0.3, 0, -0.00713454, -1.2092e-05, -0.00645231, -1.1544e-05, -0.0058346, -1.10035e-05, -0.00527524, -1.04709e-05, -0.00476863, -9.94639e-06, -0.0043097, -9.43027e-06, -0.00389387, -8.92279e-06, -0.00351699, -8.4242e-06, -0.00317527, -7.93476e-06, -0.0028653, -7.45473e-06, -0.00258399, -6.98435e-06, -0.00232852, -6.52388e-06, -0.00209633, -6.07357e-06, -0.00188511, -5.63368e-06, -0.00169273, -5.20447e-06, -0.00151729, -4.78618e-06, -0.00135702, -4.37908e-06, -0.00121031, -3.98342e-06, -0.00107571, -3.59945e-06, -0.000951872, -3.22743e-06, -0.000837549, -2.86764e-06, -0.000731601, -2.52031e-06, -0.000632969, -2.18573e-06, -0.000540666, -1.86415e-06, -0.000453771, -1.55585e-06, -0.000371413, -1.26108e-06, -0.000292769, -9.8013e-07, -0.000217053, -7.13268e-07, -0.000143507, -4.60771e-07, -7.13966e-05, -2.22937e-07
0.639709, 4.11861e-06, 2.35508e-05, 0.299211, -1.24364e-05, -0.000788749, -1.24364e-05, 0.000416553, 3.9022e-06, 2.36427e-05, 0.639292, 2.16405e-07, -9.18569e-08, 0.3, 0, -0.000788749, -1.24364e-05, -0.000713326, -1.18739e-05, -0.000645036, -1.1319e-05, -0.000583197, -1.07722e-05, -0.000527189, -1.02336e-05, -0.000476453, -9.70354e-06, -0.000430482, -9.18228e-06, -0.000388816, -8.67007e-06, -0.000351037, -8.1672e-06, -0.00031677, -7.67392e-06, -0.000285669, -7.19049e-06, -0.000257426, -6.71718e-06, -0.000231757, -6.25424e-06, -0.000208405, -5.80195e-06, -0.000187138, -5.36057e-06, -0.000167742, -4.93035e-06, -0.000150023, -4.51156e-06, -0.000133805, -4.10447e-06, -0.000118924, -3.70935e-06, -0.000105233, -3.32645e-06, -9.2594e-05, -2.95605e-06, -8.08811e-05, -2.59842e-06, -6.9977e-05, -2.25384e-06, -5.97726e-05, -1.92256e-06, -5.0166e-05, -1.60488e-06, -4.1061e-05, -1.30107e-06, -3.23667e-05, -1.01141e-06, -2.3996e-05, -7.36186e-07, -1.58652e-05, -4.75682e-07, -7.89315e-06, -2.30206e-07
0.653162, 5.224e-06, 2.19582e-05, 0.30214, -1.22252e-05, 0.00213969, -1.22252e-05, -0.00113001, 5.00897e-06, 2.20501e-05, 0.654292, 2.15031e-07, -9.18569e-08, 0.3, 0, 0.00213969, -1.22252e-05, 0.00193508, -1.16565e-05, 0.00174983, -1.10968e-05, 0.00158207, -1.05461e-05, 0.00143014, -1.00048e-05, 0.0012925, -9.47313e-06, 0.00116779, -8.95126e-06, 0.00105476, -8.43946e-06, 0.00095228, -7.93797e-06, 0.00085932, -7.44703e-06, 0.000774953, -6.96688e-06, 0.000698335, -6.49775e-06, 0.000628701, -6.03988e-06, 0.000565354, -5.59351e-06, 0.00050766, -5.15887e-06, 0.000455043, -4.73621e-06, 0.000406976, -4.32576e-06, 0.00036298, -3.92777e-06, 0.000322613, -3.54247e-06, 0.000285472, -3.17012e-06, 0.000251185, -2.81095e-06, 0.000219411, -2.46522e-06, 0.000189831, -2.13316e-06, 0.000162149, -1.81505e-06, 0.000136088, -1.51112e-06, 0.000111389, -1.22163e-06, 8.78029e-05, -9.46844e-07, 6.50953e-05, -6.87023e-07, 4.30386e-05, -4.42429e-07, 2.14122e-05, -2.13348e-07
0.666718, 5.49087e-06, 2.21666e-05, 0.304875, -1.24417e-05, 0.00487479, -1.24417e-05, -0.00257447, 5.27721e-06, 2.22585e-05, 0.669292, 2.13657e-07, -9.18569e-08, 0.3, 0, 0.00487479, -1.24417e-05, 0.00440865, -1.18606e-05, 0.00398659, -1.12887e-05, 0.00360439, -1.07263e-05, 0.00325824, -1.01736e-05, 0.00294467, -9.63088e-06, 0.00266055, -9.09832e-06, 0.00240304, -8.57619e-06, 0.00216955, -8.06472e-06, 0.00195776, -7.56417e-06, 0.00176555, -7.07475e-06, 0.001591, -6.59672e-06, 0.00143235, -6.13032e-06, 0.00128803, -5.67577e-06, 0.00115659, -5.23332e-06, 0.00103671, -4.80321e-06, 0.000927203, -4.38568e-06, 0.000826966, -3.98097e-06, 0.000734999, -3.58933e-06, 0.000650382, -3.211e-06, 0.000572269, -2.84622e-06, 0.000499878, -2.49526e-06, 0.000432486, -2.15835e-06, 0.000369419, -1.83574e-06, 0.000310046, -1.52771e-06, 0.000253774, -1.2345e-06, 0.000200039, -9.56366e-07, 0.000148305, -6.93584e-07, 9.80536e-05, -4.46415e-07, 4.87829e-05, -2.15146e-07
0.681846, 5.94341e-06, 2.18128e-05, 0.304632, -1.24899e-05, 0.00463168, -1.24899e-05, -0.00244608, 5.73113e-06, 2.19046e-05, 0.684292, 2.12283e-07, -9.18569e-08, 0.3, 0, 0.00463168, -1.24899e-05, 0.00418879, -1.19008e-05, 0.00378778, -1.13214e-05, 0.00342464, -1.0752e-05, 0.00309575, -1.01928e-05, 0.00279782, -9.64398e-06, 0.00252787, -9.10586e-06, 0.0022832, -8.57864e-06, 0.00206136, -8.06255e-06, 0.00186013, -7.55782e-06, 0.00167751, -7.06468e-06, 0.00151165, -6.58337e-06, 0.00136092, -6.11412e-06, 0.0012238, -5.65716e-06, 0.00109891, -5.21272e-06, 0.000985012, -4.78103e-06, 0.000880964, -4.36234e-06, 0.000785726, -3.95687e-06, 0.000698345, -3.56486e-06, 0.000617948, -3.18655e-06, 0.00054373, -2.82219e-06, 0.000474949, -2.47201e-06, 0.000410918, -2.13627e-06, 0.000350996, -1.8152e-06, 0.000294584, -1.50905e-06, 0.000241118, -1.21809e-06, 0.000190063, -9.42561e-07, 0.000140909, -6.82725e-07, 9.31636e-05, -4.38842e-07, 4.63501e-05, -2.11196e-07
0.692519, 6.14869e-06, 2.19847e-05, 0.312826, -1.26617e-05, 0.0128257, -1.26617e-05, -0.0067735, 5.93778e-06, 2.20766e-05, 0.699292, 2.10908e-07, -9.18569e-08, 0.3, 0, 0.0128257, -1.26617e-05, 0.0115993, -1.20628e-05, 0.0104888, -1.14739e-05, 0.00948325, -1.08952e-05, 0.00857252, -1.0327e-05, 0.00774752, -9.76952e-06, 0.00699999, -9.22297e-06, 0.00632246, -8.6876e-06, 0.00570816, -8.16363e-06, 0.00515093, -7.6513e-06, 0.00464522, -7.15084e-06, 0.00418596, -6.6625e-06, 0.00376856, -6.18648e-06, 0.00338884, -5.72304e-06, 0.00304302, -5.27241e-06, 0.00272762, -4.83481e-06, 0.0024395, -4.41049e-06, 0.00217577, -3.99967e-06, 0.0019338, -3.60261e-06, 0.00171117, -3.21954e-06, 0.00150565, -2.8507e-06, 0.00131519, -2.49634e-06, 0.00113788, -2.1567e-06, 0.000971952, -1.83203e-06, 0.00081574, -1.52259e-06, 0.000667686, -1.22862e-06, 0.000526308, -9.5038e-07, 0.000390194, -6.88135e-07, 0.000257982, -4.42145e-07, 0.000128349, -2.12694e-07
0.720309, 5.99202e-06, 2.29255e-05, 0.288606, -1.3015e-05, -0.0113937, -1.3015e-05, 0.00601724, 5.78249e-06, 2.30173e-05, 0.714292, 2.09534e-07, -9.18569e-08, 0.3, 0, -0.0113937, -1.3015e-05, -0.0103042, -1.24037e-05, -0.00931776, -1.18022e-05, -0.00842446, -1.1211e-05, -0.00761541, -1.06302e-05, -0.00688252, -1.006e-05, -0.00621845, -9.5008e-06, -0.00561657, -8.95274e-06, -0.00507085, -8.4161e-06, -0.00457584, -7.89112e-06, -0.00412659, -7.37805e-06, -0.0037186, -6.87713e-06, -0.0033478, -6.3886e-06, -0.00301048, -5.9127e-06, -0.00270327, -5.4497e-06, -0.00242308, -4.99982e-06, -0.00216713, -4.56332e-06, -0.00193285, -4.14045e-06, -0.0017179, -3.73146e-06, -0.00152012, -3.3366e-06, -0.00133755, -2.95612e-06, -0.00116835, -2.59029e-06, -0.00101084, -2.23935e-06, -0.000863435, -1.90357e-06, -0.000724664, -1.58321e-06, -0.000593139, -1.27854e-06, -0.000467547, -9.8982e-07, -0.000346629, -7.17331e-07, -0.000229178, -4.61346e-07, -0.000114019, -2.2216e-07
