pose_x_rot [m], pose_y_rot [m], pose_theta_rot [rad], pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.400095, 8.50269e-06, -2.41438e-05, -0.400096, 9.66161e-06, -2.41438e-05, 0.706261, -4.83897e-13, 0.706261, -4.83897e-13, -0.400095, 8.50269e-06, -2.41438e-05, 0, 0, 0, 1e-10, 0, 0.706261, -4.83897e-13, 0.693477, 6.82969e-07, 0.627437, 2.61383e-06, 0.567687, 5.61865e-06, 0.513615, 9.52934e-06, 0.464681, 1.41856e-05, 0.420394, 1.94363e-05, 0.38031, 2.51421e-05, 0.34403, 3.11769e-05, 0.311189, 3.73556e-05, 0.28146, 4.23538e-05, 0.254546, 4.58635e-05, 0.230177, 4.80612e-05, 0.20811, 4.91119e-05, 0.188124, 4.91683e-05, 0.17002, 4.83698e-05, 0.153615, 4.68421e-05, 0.138747, 4.46979e-05, 0.125266, 4.21301e-05, 0.113038, 3.96074e-05, 0.10194, 3.71775e-05, 0.0918613, 3.48343e-05, 0.0827014, 3.25722e-05, 0.0743686, 3.03856e-05, 0.0667794, 2.82691e-05, 0.0598579, 2.62175e-05, 0.0535351, 2.42256e-05, 0.0477476, 2.22886e-05, 0.0424376, 2.04016e-05, 0.037552, 1.85598e-05, 0.0330418, 1.67585e-05, 0.0288621, 1.49933e-05, 0.024971, 1.32595e-05, 0.0213297, 1.15528e-05, 0.0179016, 9.86878e-06, 0.0146525, 8.20311e-06, 0.0115499, 6.55149e-06, 0.00856288, 4.90964e-06, 0.00566146, 3.27328e-06, 0.00281664, 1.63816e-06
-0.38605, 7.39279e-06, -2.17597e-05, -0.386051, 8.51103e-06, -2.17597e-05, -0.0244947, 7.36897e-07, -0.0264705, 7.36897e-07, 0.0139224, -2.45737e-06, -1.88625e-05, -0.399972, 8.69139e-06, -2.89712e-06, 0.00197572, 0, -0.0264705, 7.36897e-07, -0.0239507, 2.85276e-06, -0.0216704, 6.20196e-06, -0.0196068, 1.0631e-05, -0.0177393, 1.59762e-05, -0.0160492, 2.20615e-05, -0.0145196, 2.86982e-05, -0.0131352, 3.56854e-05, -0.0118821, 4.27271e-05, -0.0107478, 4.82419e-05, -0.00972105, 5.18545e-05, -0.00879149, 5.378e-05, -0.00794984, 5.42455e-05, -0.00718769, 5.34799e-05, -0.00649742, 5.17062e-05, -0.00587212, 4.91337e-05, -0.00530554, 4.59544e-05, -0.00479202, 4.24275e-05, -0.00432641, 3.90468e-05, -0.00390408, 3.58571e-05, -0.00352078, 3.28489e-05, -0.00317269, 3.00131e-05, -0.00285632, 2.73411e-05, -0.00256852, 2.48247e-05, -0.00230641, 2.24564e-05, -0.00206736, 2.0229e-05, -0.00184898, 1.81356e-05, -0.00164909, 1.61699e-05, -0.0014657, 1.4326e-05, -0.00129696, 1.25982e-05, -0.00114119, 1.09814e-05, -0.000996831, 9.47056e-06, -0.000862442, 8.06124e-06, -0.000736677, 6.74921e-06, -0.000618278, 5.53058e-06, -0.000506063, 4.40176e-06, -0.000398908, 3.35947e-06, -0.000295742, 2.40072e-06, -0.000195533, 1.5228e-06, -9.72803e-05, 7.23267e-07
-0.357987, 3.01917e-06, -1.84218e-05, -0.357989, 4.05615e-06, -1.84218e-05, -0.0714833, 2.85648e-06, -0.0793862, 2.85648e-06, 0.0417541, -6.83032e-06, -1.55247e-05, -0.399741, 8.69139e-06, -2.89712e-06, 0.0079029, 0, -0.0793862, 2.85648e-06, -0.0718293, 6.24139e-06, -0.0649906, 1.07493e-05, -0.0588018, 1.6222e-05, -0.0532011, 2.24795e-05, -0.0481323, 2.93179e-05, -0.0435449, 3.65093e-05, -0.039393, 4.37172e-05, -0.0356349, 4.92957e-05, -0.0322332, 5.28495e-05, -0.0291539, 5.46022e-05, -0.0263661, 5.47997e-05, -0.023842, 5.36975e-05, -0.0215562, 5.15482e-05, -0.0194861, 4.85924e-05, -0.0176108, 4.50516e-05, -0.0159116, 4.12074e-05, -0.0143715, 3.75487e-05, -0.0129751, 3.41179e-05, -0.0117085, 3.09039e-05, -0.010559, 2.78963e-05, -0.00951504, 2.50855e-05, -0.00856625, 2.24622e-05, -0.00770313, 2.0018e-05, -0.00691703, 1.77447e-05, -0.00620011, 1.5635e-05, -0.00554518, 1.36818e-05, -0.00494571, 1.18788e-05, -0.0043957, 1.022e-05, -0.00388964, 8.69987e-06, -0.00342248, 7.31344e-06, -0.00298954, 6.05611e-06, -0.0025865, 4.92372e-06, -0.00220933, 3.91255e-06, -0.00185425, 3.01929e-06, -0.00151771, 2.24101e-06, -0.00119634, 1.57521e-06, -0.000886944, 1.01976e-06, -0.000586414, 5.72925e-07, -0.000291748, 2.33298e-07
-0.362221, -1.37509e-05, 2.18156e-05, -0.362219, -1.27013e-05, 2.18156e-05, -0.0523661, -2.06098e-06, -0.0701476, -2.06098e-06, 0.036895, -2.35986e-05, 2.47127e-05, -0.399116, 8.69139e-06, -2.89712e-06, 0.0177815, 0, -0.0701476, -2.06098e-06, -0.0634701, -3.26711e-06, -0.0574273, -4.55703e-06, -0.0519588, -5.89519e-06, -0.0470098, -7.30231e-06, -0.0425309, -8.86057e-06, -0.0384774, -1.06916e-05, -0.0348086, -1.2557e-05, -0.0314879, -1.44177e-05, -0.0284821, -1.62999e-05, -0.0257611, -1.81741e-05, -0.0232977, -1.99727e-05, -0.0210674, -2.16056e-05, -0.0190476, -2.29723e-05, -0.0172184, -2.39729e-05, -0.0155613, -2.45801e-05, -0.0140599, -2.50197e-05, -0.012699, -2.53258e-05, -0.0114651, -2.5503e-05, -0.0103459, -2.55555e-05, -0.00933018, -2.54869e-05, -0.00840773, -2.53002e-05, -0.00756936, -2.49982e-05, -0.00680668, -2.4583e-05, -0.00611206, -2.40562e-05, -0.00547857, -2.34189e-05, -0.00489986, -2.2672e-05, -0.00437016, -2.18156e-05, -0.00388415, -2.08495e-05, -0.00343699, -1.97731e-05, -0.00302419, -1.85853e-05, -0.00264164, -1.72845e-05, -0.0022855, -1.58686e-05, -0.00195222, -1.43351e-05, -0.00163846, -1.26811e-05, -0.00134108, -1.09032e-05, -0.00105712, -8.99741e-06, -0.000783726, -6.95934e-06, -0.00051817, -4.78409e-06, -0.000257796, -2.46635e-06
-0.367258, -1.8269e-05, 3.13652e-05, -0.367255, -1.72047e-05, 3.13652e-05, -0.0266419, -6.17339e-06, -0.0582535, -6.17339e-06, 0.0306391, -2.81131e-05, 3.42623e-05, -0.397897, 8.69139e-06, -2.89712e-06, 0.0316116, 0, -0.0582535, -6.17339e-06, -0.0527082, -8.84249e-06, -0.04769, -1.17196e-05, -0.0431487, -1.47922e-05, -0.0390389, -1.81211e-05, -0.0353194, -2.17968e-05, -0.0319532, -2.52075e-05, -0.0289065, -2.82307e-05, -0.0261489, -3.09434e-05, -0.0236527, -3.33562e-05, -0.0213931, -3.5433e-05, -0.0193474, -3.71079e-05, -0.0174952, -3.82994e-05, -0.0158179, -3.89222e-05, -0.0142988, -3.89943e-05, -0.0129228, -3.88942e-05, -0.0116759, -3.86733e-05, -0.0105458, -3.83355e-05, -0.00952113, -3.78842e-05, -0.00859169, -3.73224e-05, -0.00774817, -3.66525e-05, -0.00698212, -3.58764e-05, -0.0062859, -3.49955e-05, -0.00565254, -3.40108e-05, -0.00507571, -3.29227e-05, -0.00454963, -3.17312e-05, -0.00406905, -3.04358e-05, -0.00362916, -2.90357e-05, -0.00322556, -2.75293e-05, -0.00285421, -2.59148e-05, -0.00251141, -2.41898e-05, -0.00219372, -2.23515e-05, -0.00189797, -2.03966e-05, -0.0016212, -1.83214e-05, -0.00136064, -1.61214e-05, -0.00111369, -1.3792e-05, -0.000877875, -1.13279e-05, -0.000650838, -8.72326e-06, -0.00043031, -5.97174e-06, -0.000214084, -3.06655e-06
-0.368317, -1.85077e-05, 3.19582e-05, -0.368313, -1.74404e-05, 3.19582e-05, -0.00302915, -8.78033e-06, -0.0524223, -8.78033e-06, 0.0275721, -2.8346e-05, 3.48553e-05, -0.395889, 8.69139e-06, -2.89712e-06, 0.0493931, 0, -0.0524223, -8.78033e-06, -0.0474321, -1.16174e-05, -0.0429162, -1.46414e-05, -0.0388295, -1.79181e-05, -0.035131, -2.15455e-05, -0.0317839, -2.49268e-05, -0.0287546, -2.79455e-05, -0.0260129, -3.06787e-05, -0.0235313, -3.3135e-05, -0.0212851, -3.52746e-05, -0.0192516, -3.7027e-05, -0.0174107, -3.83051e-05, -0.0157439, -3.90179e-05, -0.0142345, -3.91781e-05, -0.0128675, -3.91644e-05, -0.0116292, -3.90285e-05, -0.0105071, -3.87748e-05, -0.00949013, -3.8407e-05, -0.00856805, -3.79286e-05, -0.00773165, -3.73424e-05, -0.00697257, -3.66506e-05, -0.00628321, -3.5855e-05, -0.00565668, -3.49571e-05, -0.00508672, -3.39576e-05, -0.00456762, -3.28569e-05, -0.00409421, -3.16549e-05, -0.00366173, -3.03512e-05, -0.00326587, -2.89447e-05, -0.00290268, -2.74339e-05, -0.0025685, -2.5817e-05, -0.00226002, -2.40915e-05, -0.00197413, -2.22546e-05, -0.00170798, -2.03029e-05, -0.00145892, -1.82327e-05, -0.00122444, -1.60398e-05, -0.00100221, -1.37192e-05, -0.000789999, -1.12658e-05, -0.000585689, -8.67375e-06, -0.000387235, -5.93676e-06, -0.000192654, -3.04807e-06
-0.368431, -1.96058e-05, 3.4689e-05, -0.368426, -1.85381e-05, 3.4689e-05, 0.0246188, -1.30424e-05, -0.0465073, -1.30424e-05, 0.024461, -2.94354e-05, 3.75861e-05, -0.392892, 8.69139e-06, -2.89712e-06, 0.0711261, 0, -0.0465073, -1.30424e-05, -0.0420802, -1.64627e-05, -0.0380738, -2.01592e-05, -0.0344482, -2.42265e-05, -0.0311671, -2.79811e-05, -0.0281977, -3.12893e-05, -0.0255102, -3.42416e-05, -0.0230778, -3.68561e-05, -0.0208762, -3.90995e-05, -0.0188834, -4.09051e-05, -0.0170794, -4.21878e-05, -0.0154462, -4.28573e-05, -0.0139675, -4.29348e-05, -0.0126284, -4.28376e-05, -0.0114156, -4.2622e-05, -0.010317, -4.22926e-05, -0.00932157, -4.18532e-05, -0.00841934, -4.13073e-05, -0.0076013, -4.06576e-05, -0.00685927, -3.99067e-05, -0.00618583, -3.90564e-05, -0.00557425, -3.81081e-05, -0.00501842, -3.70628e-05, -0.00451277, -3.5921e-05, -0.00405225, -3.46826e-05, -0.00363225, -3.33474e-05, -0.00324857, -3.19143e-05, -0.00289738, -3.03821e-05, -0.00257516, -2.8749e-05, -0.00227869, -2.70127e-05, -0.00200501, -2.51707e-05, -0.00175138, -2.32196e-05, -0.00151527, -2.11559e-05, -0.0012943, -1.89756e-05, -0.00108628, -1.66741e-05, -0.000889127, -1.42462e-05, -0.000700861, -1.16865e-05, -0.000519604, -8.98886e-06, -0.000343543, -6.14675e-06, -0.000170917, -3.15312e-06
-0.367989, -2.15011e-05, 3.94685e-05, -0.367983, -2.04346e-05, 3.94685e-05, 0.0574131, -2.01902e-05, -0.0393974, -2.01902e-05, 0.0207215, -3.13186e-05, 4.23656e-05, -0.38871, 8.69139e-06, -2.89712e-06, 0.0968105, 0, -0.0393974, -2.01902e-05, -0.0356471, -2.47638e-05, -0.0322532, -2.97439e-05, -0.0291819, -3.42632e-05, -0.0264024, -3.81478e-05, -0.0238869, -4.15147e-05, -0.0216103, -4.44027e-05, -0.0195497, -4.67944e-05, -0.0176847, -4.86353e-05, -0.0159966, -4.98492e-05, -0.0144684, -5.03522e-05, -0.0130848, -5.01873e-05, -0.0118322, -4.9848e-05, -0.0106978, -4.93995e-05, -0.00967045, -4.8846e-05, -0.00873979, -4.81912e-05, -0.00789652, -4.74383e-05, -0.00713221, -4.659e-05, -0.00643923, -4.56484e-05, -0.00581064, -4.46153e-05, -0.00524016, -4.34919e-05, -0.00472208, -4.22791e-05, -0.00425122, -4.09771e-05, -0.00382287, -3.95858e-05, -0.00343275, -3.81047e-05, -0.00307696, -3.65329e-05, -0.00275194, -3.48687e-05, -0.00245443, -3.31104e-05, -0.00218148, -3.12557e-05, -0.00193033, -2.93017e-05, -0.00169849, -2.72453e-05, -0.00148364, -2.50826e-05, -0.00128362, -2.28098e-05, -0.00109643, -2.0422e-05, -0.000920216, -1.79142e-05, -0.0007532, -1.52809e-05, -0.000593716, -1.25159e-05, -0.000440168, -9.61276e-06, -0.000291023, -6.56424e-06, -0.000144787, -3.36284e-06
-0.366997, -2.1456e-05, 3.94756e-05, -0.36699, -2.03924e-05, 3.94756e-05, 0.0957436, -2.38727e-05, -0.0307027, -2.38727e-05, 0.0161485, -3.12574e-05, 4.23727e-05, -0.383145, 8.69139e-06, -2.89712e-06, 0.126446, 0, -0.0307027, -2.38727e-05, -0.0277801, -2.8665e-05, -0.0251352, -3.30397e-05, -0.0227417, -3.68366e-05, -0.0205756, -4.01689e-05, -0.0186152, -4.307e-05, -0.0168411, -4.55158e-05, -0.0152353, -4.74439e-05, -0.0137819, -4.87702e-05, -0.0124663, -4.94026e-05, -0.0112753, -4.93747e-05, -0.0101971, -4.91693e-05, -0.00922091, -4.88509e-05, -0.0083369, -4.84242e-05, -0.00753626, -4.78934e-05, -0.00681099, -4.72621e-05, -0.00615382, -4.65336e-05, -0.00555819, -4.57104e-05, -0.00501815, -4.47949e-05, -0.00452828, -4.37887e-05, -0.0040837, -4.26931e-05, -0.00367996, -4.15088e-05, -0.00331301, -4.02363e-05, -0.0029792, -3.88755e-05, -0.00267517, -3.74258e-05, -0.0023979, -3.58862e-05, -0.00214461, -3.42554e-05, -0.00191276, -3.25316e-05, -0.00170004, -3.07124e-05, -0.00150432, -2.87952e-05, -0.00132365, -2.67767e-05, -0.00115621, -2.46534e-05, -0.00100033, -2.24213e-05, -0.000854461, -2.00758e-05, -0.000717132, -1.76118e-05, -0.000586975, -1.5024e-05, -0.000462688, -1.23064e-05, -0.000343027, -9.45241e-06, -0.000226797, -6.45514e-06, -0.000112834, -3.30714e-06
-0.3609, -1.55358e-05, 2.58706e-05, -0.360895, -1.449e-05, 2.58706e-05, 0.130996, -9.6452e-06, -0.0287125, -9.6452e-06, 0.0151017, -2.53165e-05, 2.87677e-05, -0.376001, 8.69139e-06, -2.89712e-06, 0.159709, 0, -0.0287125, -9.6452e-06, -0.0259793, -1.13821e-05, -0.0235059, -1.32415e-05, -0.0212675, -1.52525e-05, -0.0192418, -1.73751e-05, -0.0174086, -1.95215e-05, -0.0157494, -2.15744e-05, -0.0142477, -2.34022e-05, -0.0128885, -2.4872e-05, -0.0116582, -2.59289e-05, -0.0105444, -2.68023e-05, -0.00953613, -2.75294e-05, -0.00862319, -2.81172e-05, -0.00779649, -2.85718e-05, -0.00704775, -2.8899e-05, -0.00636949, -2.91039e-05, -0.00575492, -2.91913e-05, -0.0051979, -2.91652e-05, -0.00469286, -2.90294e-05, -0.00423475, -2.8787e-05, -0.00381899, -2.84407e-05, -0.00344141, -2.79928e-05, -0.00309825, -2.74451e-05, -0.00278608, -2.67989e-05, -0.00250176, -2.60551e-05, -0.00224246, -2.52143e-05, -0.00200559, -2.42766e-05, -0.00178877, -2.32415e-05, -0.00158984, -2.21084e-05, -0.00140681, -2.0876e-05, -0.00123785, -1.95427e-05, -0.00108126, -1.81065e-05, -0.00093549, -1.6565e-05, -0.000799073, -1.49152e-05, -0.000670646, -1.31538e-05, -0.000548926, -1.12771e-05, -0.000432695, -9.28083e-06, -0.000320791, -7.16038e-06, -0.000212095, -4.91057e-06, -0.00010552, -2.52591e-06
