pose_x_rot [m], pose_y_rot [m], pose_theta_rot [rad], pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
0.390579, 0.000150818, -0.000259225, 0.390328, 0.000150629, -0.000259225, 0.288059, 0.000396964, -0.0119414, 0.000396964, 0.00628071, 0.000149551, -0.00025874, 0.384298, 1.26711e-06, -4.8423e-07, 0.3, 0, -0.0119414, 0.000396964, -0.0108047, 0.000390583, -0.00977598, 0.000383978, -0.00884506, 0.000377167, -0.00800258, 0.000370166, -0.00724014, 0.00036299, -0.00655009, 0.000355651, -0.00592555, 0.000348159, -0.00536026, 0.000340524, -0.00484857, 0.000332754, -0.00438537, 0.000324854, -0.00396603, 0.000316829, -0.00358634, 0.000308682, -0.00324252, 0.000300414, -0.00293112, 0.000292025, -0.00264904, 0.000283515, -0.00239344, 0.000274881, -0.00216178, 0.000266118, -0.00195174, 0.000257222, -0.00176121, 0.000248186, -0.0015883, 0.000239002, -0.00143127, 0.000229661, -0.00128855, 0.000220153, -0.00115872, 0.000210465, -0.00104047, 0.000200584, -0.000932629, 0.000190496, -0.000834115, 0.000180186, -0.000743942, 0.000169635, -0.000661208, 0.000158825, -0.000585086, 0.000147736, -0.000514815, 0.000136347, -0.000449692, 0.000124634, -0.000389066, 0.000112572, -0.00033233, 0.000100136, -0.000278918, 8.7296e-05, -0.000228296, 7.40238e-05, -0.000179956, 6.02873e-05, -0.000133415, 4.60531e-05, -8.82093e-05, 3.12858e-05, -4.38852e-05, 1.59484e-05
0.402116, 0.000153048, -0.000265423, 0.401855, 0.000152853, -0.000265423, 0.294643, 0.000411704, -0.00535699, 0.000411704, 0.00281757, 0.000151788, -0.000264939, 0.399298, 1.25985e-06, -4.8423e-07, 0.3, 0, -0.00535699, 0.000411704, -0.00484705, 0.000404672, -0.00438557, 0.000397443, -0.00396795, 0.000390033, -0.00359001, 0.000382457, -0.00324797, 0.000374729, -0.00293842, 0.000366859, -0.00265824, 0.000358857, -0.00240465, 0.000350732, -0.0021751, 0.000342491, -0.00196731, 0.000334137, -0.00177919, 0.000325675, -0.00160886, 0.000317106, -0.00145462, 0.000308432, -0.00131492, 0.000299651, -0.00118838, 0.000290762, -0.00107371, 0.000281762, -0.000969789, 0.000272644, -0.000875563, 0.000263405, -0.000790091, 0.000254035, -0.000712521, 0.000244527, -0.000642076, 0.000234871, -0.000578052, 0.000225055, -0.000519808, 0.000215067, -0.000466762, 0.000204894, -0.000418384, 0.000194519, -0.00037419, 0.000183927, -0.000333737, 0.000173099, -0.000296622, 0.000162016, -0.000262473, 0.000150658, -0.000230949, 0.000139002, -0.000201735, 0.000127025, -0.000174538, 0.0001147, -0.000149086, 0.000102001, -0.000125125, 8.89001e-05, -0.000102415, 7.53655e-05, -8.07294e-05, 6.13656e-05, -5.98511e-05, 4.68662e-05, -3.95713e-05, 3.18312e-05, -1.96872e-05, 1.6223e-05
0.419668, 0.000153101, -0.000269715, 0.419399, 0.000152898, -0.000269715, 0.28979, 0.000427673, -0.0102097, 0.000427673, 0.00536989, 0.000151849, -0.000269231, 0.414298, 1.25258e-06, -4.8423e-07, 0.3, 0, -0.0102097, 0.000427673, -0.00923778, 0.000419642, -0.00835827, 0.000411467, -0.00756235, 0.000403162, -0.00684205, 0.000394739, -0.00619017, 0.000386209, -0.0056002, 0.000377581, -0.00506623, 0.000368862, -0.00458292, 0.000360059, -0.00414544, 0.000351176, -0.00374941, 0.000342217, -0.00339088, 0.000333182, -0.00306625, 0.000324073, -0.00277229, 0.000314888, -0.00250605, 0.000305625, -0.00226488, 0.000296281, -0.00204635, 0.000286851, -0.00184828, 0.000277328, -0.0016687, 0.000267707, -0.0015058, 0.000257977, -0.00135796, 0.00024813, -0.00122371, 0.000238155, -0.00110168, 0.000228039, -0.000990679, 0.000217769, -0.000889582, 0.000207331, -0.00079738, 0.000196707, -0.000713152, 0.000185882, -0.000636055, 0.000174836, -0.000565319, 0.000163549, -0.000500237, 0.000152001, -0.000440156, 0.000140167, -0.000384478, 0.000128024, -0.000332644, 0.000115546, -0.000284136, 0.000102706, -0.00023847, 8.94734e-05, -0.000195188, 7.58186e-05, -0.000153859, 6.17087e-05, -0.000114068, 4.71093e-05, -7.54172e-05, 3.1984e-05, -3.7521e-05, 1.62948e-05
0.431267, 0.000153799, -0.000271145, 0.430992, 0.00015359, -0.000271145, 0.296257, 0.000430348, -0.00374329, 0.000430348, 0.00196883, 0.000152554, -0.000270661, 0.429298, 1.24531e-06, -4.8423e-07, 0.3, 0, -0.00374329, 0.000430348, -0.00338696, 0.000422236, -0.0030645, 0.000413982, -0.00277268, 0.000405599, -0.00250859, 0.0003971, -0.00226958, 0.000388495, -0.00205327, 0.000379794, -0.00185749, 0.000371004, -0.00168029, 0.00036213, -0.00151989, 0.000353178, -0.00137469, 0.000344151, -0.00124324, 0.000335049, -0.00112422, 0.000325874, -0.00101644, 0.000316624, -0.000918825, 0.000307297, -0.000830399, 0.00029789, -0.000750277, 0.000288397, -0.000677658, 0.000278813, -0.000611815, 0.000269131, -0.000552091, 0.000259341, -0.000497887, 0.000249433, -0.000448662, 0.000239398, -0.000403924, 0.000229222, -0.000363225, 0.000218893, -0.000326158, 0.000208394, -0.000292353, 0.000197711, -0.000261472, 0.000186825, -0.000233205, 0.000175719, -0.00020727, 0.000164371, -0.000183408, 0.000152761, -0.00016138, 0.000140865, -0.000140966, 0.000128659, -0.000121961, 0.000116116, -0.000104176, 0.00010321, -8.74332e-05, 8.99113e-05, -7.15643e-05, 7.61882e-05, -5.64111e-05, 6.20084e-05, -4.1822e-05, 4.73373e-05, -2.76511e-05, 3.21382e-05, -1.37568e-05, 1.63731e-05
0.443004, 0.00015468, -0.000273053, 0.442723, 0.000154465, -0.000273053, 0.302461, 0.000434113, 0.00246078, 0.000434113, -0.00129428, 0.000153442, -0.000272569, 0.444298, 1.23805e-06, -4.8423e-07, 0.3, 0, 0.00246078, 0.000434113, 0.00222654, 0.000425874, 0.00201455, 0.000417496, 0.00182272, 0.000408993, 0.00164911, 0.000400377, 0.00149199, 0.000391659, 0.00134979, 0.000382847, 0.00122109, 0.000373948, 0.0011046, 0.000364969, 0.000999154, 0.000355914, 0.000903702, 0.000346786, 0.000817286, 0.000337586, 0.000739044, 0.000328314, 0.000668192, 0.00031897, 0.000604022, 0.000309551, 0.000545892, 0.000300053, 0.000493221, 0.000290471, 0.000445482, 0.000280799, 0.000402198, 0.00027103, 0.000362936, 0.000261155, 0.000327303, 0.000251163, 0.000294944, 0.000241044, 0.000265533, 0.000230786, 0.000238779, 0.000220374, 0.000214412, 0.000209793, 0.000192189, 0.000199028, 0.000171887, 0.000188061, 0.000153305, 0.000176873, 0.000136256, 0.000165443, 0.00012057, 0.000153751, 0.000106089, 0.000141772, 9.26688e-05, 0.000129482, 8.01755e-05, 0.000116855, 6.84839e-05, 0.000103863, 5.74772e-05, 9.04766e-05, 4.70453e-05, 7.66647e-05, 3.70838e-05, 6.23942e-05, 2.74932e-05, 4.76302e-05, 1.81774e-05, 3.23361e-05, 9.0435e-06, 1.64734e-05
0.461041, 0.000154908, -0.000273053, 0.460756, 0.000154685, -0.000273053, 0.296687, 0.000433192, -0.0033127, 0.000433192, 0.00174235, 0.000153677, -0.000272569, 0.459298, 1.23078e-06, -4.8423e-07, 0.3, 0, -0.0033127, 0.000433192, -0.00299736, 0.00042504, -0.00271199, 0.000416745, -0.00245374, 0.000408319, -0.00222002, 0.000399775, -0.00200851, 0.000391123, -0.00181708, 0.000382373, -0.00164383, 0.000373533, -0.00148701, 0.000364608, -0.00134506, 0.000355603, -0.00121656, 0.000346522, -0.00110023, 0.000337365, -0.0009949, 0.000328133, -0.000899519, 0.000318826, -0.000813133, 0.00030944, -0.000734879, 0.000299973, -0.000663973, 0.000290419, -0.000599707, 0.000280773, -0.000541438, 0.000271027, -0.000488584, 0.000261172, -0.000440615, 0.000251198, -0.000397053, 0.000241096, -0.000357461, 0.000230851, -0.000321443, 0.000220451, -0.00028864, 0.000209881, -0.000258724, 0.000199124, -0.000231395, 0.000188163, -0.000206379, 0.000176979, -0.000183428, 0.000165552, -0.000162311, 0.000153859, -0.000142816, 0.000141879, -0.000124751, 0.000129587, -0.000107932, 0.000116955, -9.21929e-05, 0.000103957, -7.73757e-05, 9.05625e-05, -6.33323e-05, 7.67407e-05, -4.99221e-05, 6.24586e-05, -3.70112e-05, 4.76813e-05, -2.44704e-05, 3.2372e-05, -1.21743e-05, 1.64923e-05
0.478958, 0.000154191, -0.000270192, 0.478672, 0.000153959, -0.000270192, 0.291141, 0.000425136, -0.00885904, 0.000425136, 0.00465952, 0.000152967, -0.000269708, 0.474298, 1.22351e-06, -4.8423e-07, 0.3, 0, -0.00885904, 0.000425136, -0.00801573, 0.000417404, -0.00725258, 0.000409508, -0.00656195, 0.000401463, -0.00593693, 0.000393282, -0.00537129, 0.000384976, -0.00485936, 0.000376556, -0.00439603, 0.00036803, -0.00397665, 0.000359405, -0.00359705, 0.000350687, -0.00325341, 0.000341878, -0.00294231, 0.000332981, -0.00266063, 0.000323998, -0.00240555, 0.000314928, -0.00217453, 0.00030577, -0.00196526, 0.000296519, -0.00177564, 0.000287173, -0.00160378, 0.000277725, -0.00144795, 0.000268168, -0.0013066, 0.000258495, -0.00117832, 0.000248697, -0.00106182, 0.000238761, -0.000955945, 0.000228677, -0.000859625, 0.000218432, -0.000771901, 0.00020801, -0.000691896, 0.000197397, -0.000618811, 0.000186574, -0.000551913, 0.000175524, -0.000490535, 0.000164226, -0.000434062, 0.000152659, -0.000381929, 0.0001408, -0.000333616, 0.000128626, -0.000288639, 0.000116109, -0.000246548, 0.000103223, -0.000206923, 8.99389e-05, -0.000169367, 7.62249e-05, -0.000133505, 6.20486e-05, -9.89779e-05, 4.73756e-05, -6.54404e-05, 3.21692e-05, -3.25574e-05, 1.63913e-05
0.490614, 0.000154444, -0.000270669, 0.490324, 0.000154206, -0.000270669, 0.297498, 0.000425931, -0.0025022, 0.000425931, 0.00131606, 0.000153228, -0.000270184, 0.489298, 1.21624e-06, -4.8423e-07, 0.3, 0, -0.0025022, 0.000425931, -0.00226401, 0.000418182, -0.00204846, 0.000410268, -0.00185339, 0.000402205, -0.00167686, 0.000394006, -0.0015171, 0.000385682, -0.0013725, 0.000377245, -0.00124164, 0.000368701, -0.00112319, 0.000360058, -0.00101597, 0.000351321, -0.00091891, 0.000342495, -0.00083104, 0.000333581, -0.000751481, 0.00032458, -0.000679437, 0.000315492, -0.000614187, 0.000306315, -0.000555079, 0.000297047, -0.000501521, 0.000287683, -0.000452979, 0.000278217, -0.000408967, 0.000268643, -0.000369044, 0.000258952, -0.000332811, 0.000249135, -0.000299907, 0.000239181, -0.000270002, 0.000229079, -0.000242797, 0.000218814, -0.00021802, 0.000208374, -0.000195423, 0.000197741, -0.00017478, 0.000186899, -0.000155885, 0.000175829, -0.000138549, 0.000164511, -0.000122599, 0.000152924, -0.000107874, 0.000141044, -9.42283e-05, 0.000128848, -8.15247e-05, 0.00011631, -6.96364e-05, 0.000103401, -5.84445e-05, 9.00938e-05, -4.7837e-05, 7.6356e-05, -3.77079e-05, 6.21553e-05, -2.79558e-05, 4.74569e-05, -1.84834e-05, 3.22243e-05, -9.1957e-06, 1.64194e-05
0.508342, 0.000158134, -0.000279252, 0.508038, 0.000157887, -0.000279252, 0.292312, 0.000444001, -0.00768778, 0.000444001, 0.00404348, 0.000156925, -0.000278767, 0.504298, 1.20898e-06, -4.8423e-07, 0.3, 0, -0.00768778, 0.000444001, -0.00695597, 0.000435573, -0.00629371, 0.000427004, -0.00569438, 0.000418306, -0.00515201, 0.000409493, -0.00466115, 0.000400575, -0.0042169, 0.000391561, -0.00381482, 0.00038246, -0.0034509, 0.000373275, -0.00312148, 0.000364014, -0.00282327, 0.000354677, -0.0025533, 0.000345267, -0.00230886, 0.000335784, -0.00208751, 0.000326227, -0.00188704, 0.000316593, -0.00170543, 0.000306878, -0.00154088, 0.000297078, -0.00139174, 0.000287186, -0.00125651, 0.000277194, -0.00113386, 0.000267094, -0.00102253, 0.000256874, -0.000921439, 0.000246525, -0.000829558, 0.000236033, -0.000745973, 0.000225384, -0.000669847, 0.000214563, -0.00060042, 0.000203553, -0.000536997, 0.000192336, -0.000478944, 0.000180894, -0.000425681, 0.000169204, -0.000376674, 0.000157246, -0.000331434, 0.000144994, -0.000289508, 0.000132425, -0.000250478, 0.000119511, -0.000213952, 0.000106224, -0.000179566, 9.25329e-05, -0.000146975, 7.8407e-05, -0.000115854, 6.38121e-05, -8.58919e-05, 4.87126e-05, -5.67885e-05, 3.30709e-05, -2.8253e-05, 1.68478e-05
0.520035, 0.000161776, -0.000290219, 0.519715, 0.000161523, -0.000290219, 0.298599, 0.000471272, -0.00140101, 0.000471272, 0.000736879, 0.000160574, -0.000289735, 0.519298, 1.20171e-06, -4.8423e-07, 0.3, 0, -0.00140101, 0.000471272, -0.00126765, 0.00046158, -0.00114696, 0.0004518, -0.00103774, 0.000441943, -0.000938896, 0.000432019, -0.000849443, 0.000422037, -0.000768484, 0.000412004, -0.00069521, 0.000401925, -0.000628888, 0.000391804, -0.000568855, 0.000381643, -0.00051451, 0.000371443, -0.000465311, 0.000361203, -0.000420765, 0.000350924, -0.000380426, 0.0003406, -0.000343892, 0.000330229, -0.000310796, 0.000319804, -0.000280809, 0.000309319, -0.000253629, 0.000298766, -0.000228986, 0.000288137, -0.000206633, 0.000277419, -0.000186346, 0.000266603, -0.000167922, 0.000255676, -0.000151178, 0.000244622, -0.000135945, 0.000233427, -0.000122072, 0.000222075, -0.00010942, 0.000210547, -9.78618e-05, 0.000198824, -8.72823e-05, 0.000186886, -7.75756e-05, 0.00017471, -6.86447e-05, 0.000162274, -6.04002e-05, 0.000149553, -5.27597e-05, 0.000136519, -4.56468e-05, 0.000123146, -3.89904e-05, 0.000109403, -3.27239e-05, 9.52597e-05, -2.67846e-05, 8.06824e-05, -2.11132e-05, 6.56364e-05, -1.56529e-05, 5.0085e-05, -1.03491e-05, 3.39894e-05, -5.1488e-06, 1.73092e-05
0.531844, 0.000157297, -0.000280682, 0.53153, 0.000157039, -0.000280682, 0.304666, 0.000452608, 0.00466563, 0.000452608, -0.00245394, 0.000156102, -0.000280198, 0.534298, 1.19444e-06, -4.8423e-07, 0.3, 0, 0.00466563, 0.000452608, 0.0042215, 0.000443535, 0.00381958, 0.000434357, 0.00345586, 0.000425088, 0.00312669, 0.000415736, 0.0028288, 0.000406312, 0.00255919, 0.000396823, 0.00231517, 0.000387275, 0.00209431, 0.000377672, 0.00189439, 0.000368017, 0.00171341, 0.000358312, 0.00154957, 0.000348558, 0.00140122, 0.000338753, 0.00126689, 0.000328894, 0.00114522, 0.000318979, 0.00103501, 0.000309003, 0.000935143, 0.00029896, 0.000844631, 0.000288842, 0.000762564, 0.00027864, 0.000688124, 0.000268347, 0.000620565, 0.000257949, 0.000559211, 0.000247436, 0.000503449, 0.000236794, 0.000452722, 0.000226009, 0.000406523, 0.000215064, 0.000364388, 0.000203943, 0.000325897, 0.000192627, 0.000290666, 0.000181096, 0.000258341, 0.00016933, 0.000228599, 0.000157305, 0.000201143, 0.000144999, 0.000175699, 0.000132384, 0.000152012, 0.000119435, 0.000129845, 0.000106123, 0.000108976, 9.24179e-05, 8.91975e-05, 7.82868e-05, 7.03106e-05, 6.36966e-05, 5.21268e-05, 4.86114e-05, 3.44643e-05, 3.29936e-05, 1.71464e-05, 1.68042e-05
0.550138, 0.000157979, -0.000284497, 0.549816, 0.000157712, -0.000284497, 0.298403, 0.000464336, -0.0015972, 0.000464336, 0.000840065, 0.000156792, -0.000284013, 0.549298, 1.18718e-06, -4.8423e-07, 0.3, 0, -0.0015972, 0.000464336, -0.00144516, 0.000454609, -0.00130757, 0.00044481, -0.00118305, 0.000434951, -0.00107037, 0.000425038, -0.000968391, 0.000415082, -0.000876095, 0.000405086, -0.00079256, 0.000395056, -0.000716951, 0.000384995, -0.000648512, 0.000374905, -0.000586557, 0.000364787, -0.000530469, 0.000354639, -0.000479685, 0.00034446, -0.000433697, 0.000334246, -0.000392047, 0.000323992, -0.000354317, 0.000313694, -0.00032013, 0.000303344, -0.000289145, 0.000292934, -0.000261051, 0.000282455, -0.000235568, 0.000271897, -0.00021244, 0.000261247, -0.000191436, 0.000250494, -0.000172347, 0.000239622, -0.000154982, 0.000228618, -0.000139166, 0.000217464, -0.000124742, 0.000206143, -0.000111565, 0.000194636, -9.95045e-05, 0.000182923, -8.84386e-05, 0.000170982, -7.8257e-05, 0.00015879, -6.88581e-05, 0.000146322, -6.01477e-05, 0.000133553, -5.20388e-05, 0.000120456, -4.44502e-05, 0.000107001, -3.73062e-05, 9.31574e-05, -3.05353e-05, 7.88933e-05, -2.40696e-05, 6.41742e-05, -1.78447e-05, 4.89643e-05, -1.17983e-05, 3.32256e-05, -5.86978e-06, 1.69187e-05
0.562201, 0.000157938, -0.000284974, 0.561873, 0.000157666, -0.000284974, 0.303988, 0.000466272, 0.00398828, 0.000466272, -0.00209768, 0.000156758, -0.00028449, 0.564298, 1.17991e-06, -4.8423e-07, 0.3, 0, 0.00398828, 0.000466272, 0.00360863, 0.000456418, 0.00326506, 0.000446501, 0.00295414, 0.000436528, 0.00267277, 0.000426509, 0.00241812, 0.000416451, 0.00218765, 0.00040636, 0.00197906, 0.000396241, 0.00179026, 0.000386095, 0.00161936, 0.000375925, 0.00146466, 0.000365731, 0.00132461, 0.000355512, 0.00119779, 0.000345266, 0.00108296, 0.000334988, 0.00097896, 0.000324675, 0.000884746, 0.000314321, 0.000799381, 0.000303919, 0.000722009, 0.000293459, 0.000651857, 0.000282934, 0.000588223, 0.000272332, 0.000530472, 0.000261641, 0.000478026, 0.000250849, 0.00043036, 0.000239942, 0.000386997, 0.000228905, 0.000347504, 0.00021772, 0.000311487, 0.00020637, 0.000278584, 0.000194836, 0.000248467, 0.000183097, 0.000220835, 0.000171133, 0.000195412, 0.00015892, 0.000171942, 0.000146433, 0.000150192, 0.000133646, 0.000129943, 0.000120532, 0.000110994, 0.000107063, 9.31554e-05, 9.32061e-05, 7.6248e-05, 7.89302e-05, 6.0103e-05, 6.4201e-05, 4.45591e-05, 4.89824e-05, 2.94608e-05, 3.32363e-05, 1.46571e-05, 1.69233e-05
0.574247, 0.00015711, -0.000283066, 0.573917, 0.000156832, -0.000283066, 0.309604, 0.000462258, 0.00960424, 0.000462258, -0.00505146, 0.000155937, -0.000282582, 0.579298, 1.17264e-06, -4.8423e-07, 0.3, 0, 0.00960424, 0.000462258, 0.00868999, 0.000452555, 0.00786264, 0.000442783, 0.00711392, 0.000432951, 0.00643633, 0.000423069, 0.00582311, 0.000413143, 0.00526812, 0.00040318, 0.00476581, 0.000393184, 0.00431116, 0.000383159, 0.00389962, 0.000373105, 0.00352708, 0.000363024, 0.0031898, 0.000352915, 0.00288443, 0.000342776, 0.0026079, 0.000332603, 0.00235745, 0.000322392, 0.00213057, 0.000312137, 0.001925, 0.000301831, 0.00173868, 0.000291466, 0.00156975, 0.000281033, 0.00141651, 0.000270522, 0.00127744, 0.000259921, 0.00115114, 0.000249217, 0.00103636, 0.000238397, 0.000931934, 0.000227444, 0.000836831, 0.000216344, 0.000750097, 0.000205078, 0.000670863, 0.000193627, 0.000598338, 0.000181972, 0.000531797, 0.00017009, 0.000470574, 0.000157959, 0.000414056, 0.000145555, 0.000361679, 0.000132851, 0.000312918, 0.000119821, 0.000267287, 0.000106435, 0.000224329, 9.26639e-05, 0.000183614, 7.84743e-05, 0.000144735, 6.38327e-05, 0.000107304, 4.87032e-05, 7.09451e-05, 3.30481e-05, 3.52961e-05, 1.68281e-05
0.59879, 0.000155081, -0.000277344, 0.598463, 0.000154791, -0.000277344, 0.291459, 0.000448473, -0.00854077, 0.000448473, 0.00449212, 0.000153916, -0.00027686, 0.594298, 1.16537e-06, -4.8423e-07, 0.3, 0, -0.00854077, 0.000448473, -0.00772776, 0.000439388, -0.00699202, 0.000430208, -0.0063262, 0.000420944, -0.00572364, 0.000411606, -0.00517832, 0.000402203, -0.00468478, 0.000392742, -0.00423809, 0.000383228, -0.00383379, 0.000373665, -0.00346782, 0.000364057, -0.00313652, 0.000354404, -0.0028366, 0.000344707, -0.00256504, 0.000334964, -0.00231913, 0.000325174, -0.00209641, 0.000315331, -0.00189466, 0.000305431, -0.00171185, 0.000295469, -0.00154616, 0.000285437, -0.00139593, 0.000275326, -0.00125966, 0.000265127, -0.00113599, 0.000254828, -0.00102368, 0.000244418, -0.000921601, 0.000233884, -0.000828741, 0.000223211, -0.000744169, 0.000212383, -0.000667039, 0.000201383, -0.000596579, 0.000190194, -0.000532085, 0.000178795, -0.000472912, 0.000167165, -0.000418467, 0.000155283, -0.000368208, 0.000143124, -0.00032163, 0.000130664, -0.000278269, 0.000117876, -0.000237691, 0.000104731, -0.000199489, 9.11999e-05, -0.000163283, 7.72506e-05, -0.000128709, 6.28499e-05, -9.54219e-05, 4.79626e-05, -6.30894e-05, 3.25516e-05, -3.13878e-05, 1.65782e-05
0.610462, 0.000154881, -0.000273053, 0.610136, 0.000154585, -0.000273053, 0.297787, 0.000433016, -0.00221301, 0.000433016, 0.00116396, 0.000153723, -0.000272569, 0.609298, 1.15811e-06, -4.8423e-07, 0.3, 0, -0.00221301, 0.000433016, -0.00200235, 0.000424881, -0.00181171, 0.000416602, -0.00163919, 0.00040819, -0.00148306, 0.000399659, -0.00134176, 0.000391021, -0.00121388, 0.000382283, -0.00109814, 0.000373454, -0.000993379, 0.000364539, -0.000898552, 0.000355544, -0.00081271, 0.000346471, -0.000734996, 0.000337323, -0.000664631, 0.000328098, -0.000600913, 0.000318798, -0.000543204, 0.000309419, -0.000490927, 0.000299958, -0.00044356, 0.000290409, -0.000400628, 0.000280768, -0.000361702, 0.000271026, -0.000326393, 0.000261175, -0.000294348, 0.000251205, -0.000265247, 0.000241105, -0.000238798, 0.000230864, -0.000214737, 0.000220466, -0.000192823, 0.000209897, -0.000172838, 0.000199142, -0.000154581, 0.000188182, -0.000137869, 0.000176999, -0.000122537, 0.000165572, -0.00010843, 0.00015388, -9.5407e-05, 0.0001419, -8.33382e-05, 0.000129607, -7.21028e-05, 0.000116974, -6.15885e-05, 0.000103975, -5.169e-05, 9.05789e-05, -4.23084e-05, 7.67552e-05, -3.33499e-05, 6.24709e-05, -2.47249e-05, 4.76911e-05, -1.63472e-05, 3.23789e-05, -8.13294e-06, 1.6496e-05
0.628194, 0.000158906, -0.000280682, 0.627854, 0.000158601, -0.000280682, 0.292594, 0.000446183, -0.00740608, 0.000446183, 0.00389531, 0.000157755, -0.000280198, 0.624298, 1.15084e-06, -4.8423e-07, 0.3, 0, -0.00740608, 0.000446183, -0.00670108, 0.000437721, -0.00606309, 0.000429116, -0.00548573, 0.000420382, -0.00496322, 0.000411531, -0.00449035, 0.000402574, -0.00406238, 0.000393521, -0.00367504, 0.000384379, -0.00332445, 0.000375153, -0.0030071, 0.000365849, -0.00271982, 0.000356469, -0.00245974, 0.000347016, -0.00222426, 0.000337488, -0.00201102, 0.000327886, -0.00181789, 0.000318206, -0.00164294, 0.000308445, -0.00148442, 0.000298597, -0.00134074, 0.000288657, -0.00121047, 0.000278616, -0.00109231, 0.000268466, -0.000985066, 0.000258196, -0.000887675, 0.000247796, -0.000799161, 0.000237251, -0.000718639, 0.000226549, -0.000645302, 0.000215673, -0.000578419, 0.000204608, -0.00051732, 0.000193334, -0.000461394, 0.000181833, -0.000410083, 0.000170084, -0.000362872, 0.000158064, -0.000319289, 0.00014575, -0.0002789, 0.000133115, -0.0002413, 0.000120135, -0.000206112, 0.000106778, -0.000172986, 9.30167e-05, -0.00014159, 7.88173e-05, -0.000111609, 6.41463e-05, -8.27446e-05, 4.89679e-05, -5.47076e-05, 3.32444e-05, -2.72177e-05, 1.69362e-05
0.640004, 0.000158532, -0.000279252, 0.639662, 0.000158222, -0.000279252, 0.298658, 0.000442209, -0.00134197, 0.000442209, 0.000705825, 0.000157388, -0.000278767, 0.639298, 1.14357e-06, -4.8423e-07, 0.3, 0, -0.00134197, 0.000442209, -0.00121423, 0.000433951, -0.00109862, 0.000425542, -0.000994006, 0.000416993, -0.000899329, 0.00040832, -0.000813645, 0.000399532, -0.000736098, 0.00039064, -0.000665912, 0.000381652, -0.000602385, 0.000372573, -0.000544882, 0.000363409, -0.000492827, 0.000354163, -0.000445701, 0.000344837, -0.000403032, 0.000335431, -0.000364394, 0.000325945, -0.000329399, 0.000316377, -0.000297698, 0.000306722, -0.000268974, 0.000296977, -0.00024294, 0.000287134, -0.000219336, 0.000277187, -0.000197925, 0.000267127, -0.000178493, 0.000256943, -0.000160845, 0.000246625, -0.000144807, 0.000236161, -0.000130216, 0.000225535, -0.000116928, 0.000214733, -0.000104809, 0.000203739, -9.37376e-05, 0.000192534, -8.3604e-05, 0.000181099, -7.43064e-05, 0.000169415, -6.57518e-05, 0.000157457, -5.78547e-05, 0.000145204, -5.05363e-05, 0.000132629, -4.37231e-05, 0.000119706, -3.73472e-05, 0.000106406, -3.13448e-05, 9.26999e-05, -2.56558e-05, 7.85549e-05, -2.02234e-05, 6.39375e-05, -1.49932e-05, 4.88121e-05, -9.91294e-06, 3.31408e-05, -4.93181e-06, 1.68846e-05
