pose_x_rot [m], pose_y_rot [m], pose_theta_rot [rad], pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
1.48748, 0.000419914, -0.000220124, 1.48702, 0.000419193, -0.000220124, 0.312961, -0.00079703, 0.0129611, -0.00079703, -0.00681706, 0.000419184, -0.00021964, 1.4943, 7.29342e-07, -4.8423e-07, 0.3, 0, 0.0129611, -0.00079703, 0.0117273, -0.000694505, 0.0106108, -0.000599062, 0.00960039, -0.000510324, 0.00868597, -0.000427938, 0.00785841, -0.000351566, 0.00710944, -0.000280892, 0.00643156, -0.000215621, 0.005818, -0.000155472, 0.00526262, -0.000100185, 0.00475987, -4.95154e-05, 0.00430471, -3.23343e-06, 0.0038926, 3.88743e-05, 0.00351942, 7.70065e-05, 0.00318143, 0.000111348, 0.00287525, 0.000142071, 0.00259783, 0.000169332, 0.00234639, 0.000193277, 0.00211841, 0.00021404, 0.00191161, 0.000231742, 0.00172393, 0.000246493, 0.00155349, 0.000258392, 0.00139859, 0.000267527, 0.00125767, 0.000273976, 0.00112932, 0.000277805, 0.00101227, 0.000279071, 0.000905345, 0.000277823, 0.000807471, 0.000274097, 0.000717672, 0.000267921, 0.000635049, 0.000259314, 0.000558778, 0.000248284, 0.000488093, 0.000234831, 0.00042229, 0.000218945, 0.00036071, 0.000200607, 0.000302737, 0.000179788, 0.000247791, 0.000156451, 0.000195323, 0.000130549, 0.000144809, 0.000102024, 9.5742e-05, 7.08098e-05, 4.76328e-05, 3.68324e-05
1.49979, 0.000426637, -0.000227753, 1.49932, 0.000425911, -0.000227753, 0.31807, -0.000794325, 0.0180703, -0.000794325, -0.0095043, 0.000425915, -0.000227269, 1.5093, 7.22074e-07, -4.8423e-07, 0.3, 0, 0.0180703, -0.000794325, 0.0163502, -0.000691132, 0.0147935, -0.000595081, 0.0133848, -0.000505795, 0.0121099, -0.000422913, 0.0109562, -0.000346098, 0.00991194, -0.000275031, 0.00896685, -0.000209412, 0.00811143, -0.000148959, 0.00733712, -9.34107e-05, 0.00663618, -4.25183e-05, 0.0060016, 3.94851e-06, 0.00542704, 4.62051e-05, 0.00490675, 8.44519e-05, 0.00443553, 0.000118875, 0.00400866, 0.000149648, 0.00362188, 0.000176929, 0.00327132, 0.000200865, 0.00295347, 0.000221591, 0.00266516, 0.000239227, 0.0024035, 0.000253887, 0.00216587, 0.000265668, 0.0019499, 0.000274659, 0.00175343, 0.000280938, 0.00157449, 0.000284573, 0.0014113, 0.00028562, 0.00126223, 0.000284127, 0.00112577, 0.000280132, 0.00100057, 0.000273661, 0.000885382, 0.000264733, 0.000779045, 0.000253356, 0.000680497, 0.00023953, 0.000588755, 0.000223244, 0.0005029, 0.000204477, 0.000422074, 0.000183201, 0.000345469, 0.000159377, 0.000272319, 0.000132956, 0.000201891, 0.000103881, 0.000133483, 7.20835e-05, 6.64094e-05, 3.74876e-05
1.53134, 0.000440555, -0.000242058, 1.53083, 0.000439814, -0.000242058, 0.28661, -0.000794362, -0.0133905, -0.000794362, 0.00704287, 0.000439841, -0.000241574, 1.5243, 7.14807e-07, -4.8423e-07, 0.3, 0, -0.0133905, -0.000794362, -0.0121158, -0.000689429, -0.0109623, -0.000591784, -0.0099184, -0.000501042, -0.00897369, -0.000416835, -0.00811872, -0.000338818, -0.00734494, -0.000266666, -0.00664461, -0.000200072, -0.00601072, -0.000138751, -0.00543694, -8.24317e-05, -0.00491754, -3.08637e-05, -0.0044473, 1.61886e-05, -0.00402154, 5.89451e-05, -0.003636, 9.76101e-05, -0.00328681, 0.000132374, -0.0029705, 0.000163411, -0.00268388, 0.000190886, -0.00242411, 0.000214946, -0.00218858, 0.000235728, -0.00197493, 0.000253357, -0.00178104, 0.000267946, -0.00160495, 0.000279595, -0.00144491, 0.000288394, -0.00129933, 0.000294422, -0.00116673, 0.000297747, -0.0010458, 0.000298427, -0.000935334, 0.00029651, -0.000834218, 0.000292033, -0.000741445, 0.000285022, -0.000656085, 0.000275497, -0.000577287, 0.000263464, -0.000504262, 0.000248922, -0.000436279, 0.000231859, -0.000372659, 0.000212254, -0.000312765, 0.000190076, -0.000255999, 0.000165284, -0.000201793, 0.000137828, -0.000149605, 0.000107647, -9.89134e-05, 7.46711e-05, -4.92107e-05, 3.88209e-05
1.54283, 0.000441261, -0.000236336, 1.54233, 0.000440514, -0.000236336, 0.293283, -0.000818736, -0.00671709, -0.000818736, 0.00353293, 0.000440554, -0.000235852, 1.5393, 7.0754e-07, -4.8423e-07, 0.3, 0, -0.00671709, -0.000818736, -0.00607768, -0.000712178, -0.00549904, -0.000612997, -0.00497539, -0.000520804, -0.00450149, -0.000435228, -0.00407261, -0.000355918, -0.00368446, -0.000282546, -0.00333315, -0.000214802, -0.00301517, -0.000152395, -0.00272735, -9.50529e-05, -0.00246679, -4.25212e-05, -0.00223091, 5.43879e-06, -0.00201734, 4.90496e-05, -0.00182393, 8.85184e-05, -0.00164877, 0.000124038, -0.0014901, 0.000155785, -0.00134632, 0.000183926, -0.00121601, 0.000208612, -0.00109786, 0.00022998, -0.00099069, 0.000248158, -0.000893425, 0.00026326, -0.000805095, 0.000275388, -0.000724815, 0.000284634, -0.000651783, 0.000291078, -0.00058527, 0.00029479, -0.000524609, 0.000295828, -0.000469194, 0.000294242, -0.000418471, 0.00029007, -0.000371933, 0.00028334, -0.000329114, 0.000274071, -0.000289586, 0.000262272, -0.000252954, 0.00024794, -0.000218851, 0.000231067, -0.000186938, 0.00021163, -0.000156893, 0.000189599, -0.000128417, 0.000164935, -0.000101226, 0.000137587, -7.50469e-05, 0.000107494, -4.96182e-05, 7.45878e-05, -2.46857e-05, 3.87886e-05
1.54857, 0.000442584, -0.000237767, 1.54806, 0.000441834, -0.000237767, 0.310887, -0.000818477, 0.0108872, -0.000818477, -0.00572624, 0.000441884, -0.000237283, 1.5543, 7.00273e-07, -4.8423e-07, 0.3, 0, 0.0108872, -0.000818477, 0.00985081, -0.000711769, 0.00891295, -0.000612453, 0.00806421, -0.000520136, 0.00729611, -0.000434448, 0.00660097, -0.000355037, 0.00597184, -0.000281574, 0.00540243, -0.000213749, 0.00488705, -0.000151271, 0.00442054, -9.38663e-05, 0.00399823, -4.12804e-05, 0.0036159, 6.72592e-06, 0.00326974, 5.03754e-05, 0.00295627, 8.98755e-05, 0.00267236, 0.000125419, 0.00241518, 0.000157185, 0.00218215, 0.000185337, 0.00197094, 0.000210027, 0.00177944, 0.000231395, 0.00160573, 0.000249566, 0.00144808, 0.000264656, 0.00130491, 0.000276766, 0.00117479, 0.000285989, 0.00105642, 0.000292405, 0.000948616, 0.000296082, 0.000850296, 0.000297082, 0.000760478, 0.000295452, 0.000678265, 0.00029123, 0.000602835, 0.000284446, 0.000533434, 0.000275117, 0.000469366, 0.000263252, 0.000409992, 0.00024885, 0.000354719, 0.0002319, 0.000302992, 0.000212381, 0.000254295, 0.000190262, 0.000208141, 0.000165504, 0.000164069, 0.000138055, 0.000121637, 0.000107856, 8.04221e-05, 7.48363e-05, 4.0011e-05, 3.89165e-05
1.56653, 0.00045092, -0.000252549, 1.56599, 0.000450161, -0.000252549, 0.305263, -0.000795023, 0.00526308, -0.000795023, -0.00276818, 0.000450227, -0.000252065, 1.5693, 6.93006e-07, -4.8423e-07, 0.3, 0, 0.00526308, -0.000795023, 0.00476207, -0.000688754, 0.00430869, -0.000589884, 0.00389839, -0.000498021, 0.00352708, -0.000412793, 0.00319104, -0.000333849, 0.0028869, -0.000260858, 0.00261164, -0.000193509, 0.00236249, -0.000131513, 0.00213697, -7.45945e-05, 0.00193282, -2.24991e-05, 0.001748, 2.50124e-05, 0.00158065, 6.8163e-05, 0.00142912, 0.00010716, 0.00129187, 0.000142196, 0.00116754, 0.000173449, 0.00105489, 0.000201085, 0.000952788, 0.000225253, 0.000860213, 0.000246093, 0.000776241, 0.000263731, 0.00070003, 0.00027828, 0.00063082, 0.000289844, 0.000567918, 0.000298511, 0.000510695, 0.000304363, 0.000458579, 0.000307468, 0.000411049, 0.000307885, 0.00036763, 0.00030566, 0.000327887, 0.000300833, 0.000291422, 0.000293428, 0.000257872, 0.000283465, 0.000226901, 0.000270951, 0.000198198, 0.000255882, 0.000171478, 0.000238247, 0.000146472, 0.000218023, 0.000122931, 0.000195177, 0.00010062, 0.000169669, 7.93141e-05, 0.000141445, 5.88018e-05, 0.000110444, 3.88776e-05, 7.65934e-05, 1.93421e-05, 3.98117e-05
1.59122, 0.000460646, -0.000270669, 1.59063, 0.000459876, -0.000270669, 0.286847, -0.000764371, -0.0131526, -0.000764371, 0.00691776, 0.00045996, -0.000270184, 1.5843, 6.85738e-07, -4.8423e-07, 0.3, 0, -0.0131526, -0.000764371, -0.0119006, -0.000658821, -0.0107676, -0.000560667, -0.00974221, -0.000469519, -0.00881428, -0.000385004, -0.0079745, -0.000306769, -0.00721446, -0.000234485, -0.00652657, -0.000167842, -0.00590395, -0.000106547, -0.00534036, -5.0329e-05, -0.00483018, 1.06886e-06, -0.0043683, 4.78848e-05, -0.0039501, 9.03415e-05, -0.00357141, 0.000128646, -0.00322843, 0.00016299, -0.00291773, 0.000193552, -0.00263621, 0.000220496, -0.00238105, 0.000243972, -0.0021497, 0.000264118, -0.00193985, 0.000281059, -0.0017494, 0.000294908, -0.00157644, 0.000305767, -0.00141925, 0.000313726, -0.00127624, 0.000318863, -0.001146, 0.000321245, -0.00102723, 0.00032093, -0.000918719, 0.000317965, -0.000819399, 0.000312385, -0.000728273, 0.000304216, -0.000644431, 0.000293475, -0.000567032, 0.000280166, -0.000495304, 0.000264286, -0.000428528, 0.00024582, -0.000366039, 0.000224744, -0.000307209, 0.000201025, -0.000251452, 0.000174617, -0.000198209, 0.000145468, -0.000146948, 0.000113511, -9.71563e-05, 7.86731e-05, -4.83365e-05, 4.087e-05
1.60271, 0.000463929, -0.000278298, 1.60211, 0.000463152, -0.000278298, 0.293508, -0.000748313, -0.00649245, -0.000748313, 0.00341478, 0.00046325, -0.000277814, 1.5993, 6.78471e-07, -4.8423e-07, 0.3, 0, -0.00649245, -0.000748313, -0.00587442, -0.000643365, -0.00531513, -0.000545794, -0.004809, -0.00045521, -0.00435095, -0.000371239, -0.00393641, -0.000293533, -0.00356124, -0.000221761, -0.00322168, -0.000155613, -0.00291433, -9.47999e-05, -0.00263614, -3.90482e-05, -0.0023843, 1.18964e-05, -0.0021563, 5.8272e-05, -0.00194987, 0.0001003, -0.00176294, 0.000138187, -0.00159363, 0.000172125, -0.00144026, 0.000202291, -0.0013013, 0.000228847, -0.00117535, 0.000251944, -0.00106115, 0.000271719, -0.000957558, 0.000288296, -0.000863546, 0.000301788, -0.00077817, 0.000312296, -0.000700575, 0.000319908, -0.000629986, 0.000324703, -0.000565696, 0.000326747, -0.000507064, 0.000326097, -0.000453502, 0.000322799, -0.000404476, 0.000316888, -0.000359494, 0.000308389, -0.000318107, 0.000297317, -0.000279901, 0.000283677, -0.000244494, 0.000267465, -0.000211532, 0.000248666, -0.000180686, 0.000227253, -0.000151646, 0.000203193, -0.000124123, 0.000176441, -9.78407e-05, 0.000146941, -7.2537e-05, 0.000114628, -4.79588e-05, 7.94257e-05, -2.38601e-05, 4.12508e-05
1.61446, 0.000466232, -0.000279252, 1.61384, 0.00046545, -0.000279252, 0.299695, -0.00075367, -0.000304812, -0.00075367, 0.00016032, 0.000465561, -0.000278767, 1.6143, 6.71204e-07, -4.8423e-07, 0.3, 0, -0.000304812, -0.00075367, -0.000275796, -0.000648096, -0.000249539, -0.000549942, -0.000225776, -0.000458814, -0.000204271, -0.000374339, -0.000184809, -0.000296163, -0.000167195, -0.000223955, -0.000151254, -0.000157405, -0.000136824, -9.62184e-05, -0.000123763, -4.01232e-05, -0.00011194, 1.11374e-05, -0.000101236, 5.78027e-05, -9.15438e-05, 0.000100096, -8.27675e-05, 0.000138224, -7.48189e-05, 0.00017238, -6.76185e-05, 0.000202743, -6.10942e-05, 0.000229475, -5.51809e-05, 0.000252729, -4.98194e-05, 0.000272641, -4.49561e-05, 0.000289338, -4.05424e-05, 0.000302931, -3.6534e-05, 0.000313524, -3.28911e-05, 0.000321204, -2.9577e-05, 0.000326052, -2.65587e-05, 0.000328133, -2.3806e-05, 0.000327505, -2.12913e-05, 0.000324214, -1.89896e-05, 0.000318295, -1.68778e-05, 0.000309774, -1.49347e-05, 0.000298667, -1.3141e-05, 0.000284977, -1.14787e-05, 0.000268701, -9.93117e-06, 0.000249823, -8.48296e-06, 0.000228318, -7.11958e-06, 0.000204151, -5.8274e-06, 0.000177277, -4.59349e-06, 0.00014764, -3.40552e-06, 0.000115176, -2.2516e-06, 7.98072e-05, -1.1202e-06, 4.14497e-05
1.62625, 0.000469143, -0.000285451, 1.62562, 0.000468356, -0.000285451, 0.305797, -0.000741576, 0.00579723, -0.000741576, -0.00304912, 0.000468479, -0.000284966, 1.6293, 6.63937e-07, -4.8423e-07, 0.3, 0, 0.00579723, -0.000741576, 0.00524538, -0.000636401, 0.00474598, -0.000538636, 0.00429404, -0.000447886, 0.00388504, -0.00036378, 0.00351489, -0.000285964, 0.00317989, -0.000214107, 0.00287669, -0.000147899, 0.00260226, -8.70476e-05, 0.00235385, -3.12795e-05, 0.00212898, 1.96612e-05, 0.0019254, 6.60133e-05, 0.00174107, 0.000107999, 0.00157416, 0.000145827, 0.00142298, 0.000179688, 0.00128604, 0.00020976, 0.00116195, 0.000236206, 0.00104949, 0.000259179, 0.000947516, 0.000278813, 0.000855021, 0.000295236, 0.000771076, 0.000308558, 0.000694842, 0.000318882, 0.000625556, 0.000326295, 0.000562526, 0.000330877, 0.000505121, 0.000332694, 0.000452767, 0.000331802, 0.000404941, 0.000328246, 0.000361164, 0.000322063, 0.000320999, 0.000313276, 0.000284043, 0.000301901, 0.000249929, 0.000287942, 0.000218313, 0.000271393, 0.000188881, 0.000252239, 0.000161338, 0.000230453, 0.000135407, 0.000206001, 0.000110831, 0.000178837, 8.73637e-05, 0.000148904, 6.47696e-05, 0.000116136, 4.28233e-05, 8.04559e-05, 2.13051e-05, 4.17788e-05
1.65048, 0.000470469, -0.000291649, 1.64983, 0.00046967, -0.000291649, 0.288238, -0.000723353, -0.0117616, -0.000723353, 0.00618613, 0.000469813, -0.000291165, 1.6443, 6.5667e-07, -4.8423e-07, 0.3, 0, -0.0117616, -0.000723353, -0.0106419, -0.00061916, -0.00962876, -0.000522329, -0.00871185, -0.000432469, -0.00788207, -0.000349209, -0.0071311, -0.000272198, -0.00645145, -0.000201108, -0.00583631, -0.00013563, -0.00527953, -7.54737e-05, -0.00477556, -2.03672e-05, -0.00431933, 2.99434e-05, -0.0039063, 7.56952e-05, -0.00353233, 0.00011711, -0.00319369, 0.000154392, -0.00288698, 0.000187733, -0.00260914, 0.00021731, -0.0023574, 0.000243284, -0.00212923, 0.000265805, -0.00192234, 0.000285009, -0.00173469, 0.00030102, -0.00156438, 0.000313949, -0.00140971, 0.000323896, -0.00126914, 0.00033095, -0.00114127, 0.000335187, -0.0010248, 0.000336673, -0.000918584, 0.000335464, -0.000821553, 0.000331604, -0.000732738, 0.000325127, -0.00065125, 0.000316059, -0.000576274, 0.000304412, -0.000507062, 0.00029019, -0.00044292, 0.000273387, -0.000383207, 0.000253987, -0.000327326, 0.000231964, -0.000274718, 0.000207281, -0.000224858, 0.000179891, -0.000177246, 0.000149738, -0.000131406, 0.000116756, -8.68809e-05, 8.08654e-05, -4.32243e-05, 4.19819e-05
1.66203, 0.000471035, -0.00029308, 1.66137, 0.00047023, -0.00029308, 0.294811, -0.000720166, -0.00518884, -0.000720166, 0.00272913, 0.000470385, -0.000292596, 1.6593, 6.49402e-07, -4.8423e-07, 0.3, 0, -0.00518884, -0.000720166, -0.00469491, -0.000616103, -0.00424792, -0.000519397, -0.00384341, -0.000429657, -0.00347733, -0.000346513, -0.00314603, -0.000269614, -0.00284618, -0.000198632, -0.0025748, -0.000133258, -0.00232917, -7.32021e-05, -0.00210683, -1.81927e-05, -0.00190556, 3.20239e-05, -0.00172334, 7.7685e-05, -0.00155836, 0.000119011, -0.00140896, 0.000156209, -0.00127365, 0.000189467, -0.00115108, 0.000218963, -0.00104001, 0.00024486, -0.00093935, 0.000267305, -0.000848081, 0.000286435, -0.000765292, 0.000302374, -0.000690157, 0.000315232, -0.000621923, 0.000325111, -0.000559908, 0.000332096, -0.000503492, 0.000336267, -0.000452111, 0.000337688, -0.000405252, 0.000336414, -0.000362445, 0.000332491, -0.000323262, 0.000325952, -0.000287312, 0.000316821, -0.000254235, 0.000305111, -0.0002237, 0.000290828, -0.000195403, 0.000273964, -0.000169059, 0.000254502, -0.000144406, 0.000232417, -0.000121197, 0.000207671, -9.92004e-05, 0.000180218, -7.81954e-05, 0.000150002, -5.79725e-05, 0.000116955, -3.83292e-05, 8.09997e-05, -1.90693e-05, 4.20497e-05
1.67383, 0.000471505, -0.000294511, 1.67316, 0.000470695, -0.000294511, 0.300895, -0.00071661, 0.000894676, -0.00071661, -0.000470565, 0.000470863, -0.000294026, 1.6743, 6.42135e-07, -4.8423e-07, 0.3, 0, 0.000894676, -0.00071661, 0.00080951, -0.000612711, 0.000732439, -0.000516163, 0.000662692, -0.000426575, 0.000599572, -0.000343575, 0.000542447, -0.000266815, 0.000490748, -0.000195966, 0.000443955, -0.00013072, 0.000401603, -7.07857e-05, 0.000363266, -1.58936e-05, 0.000328562, 3.42105e-05, 0.000297144, 7.97634e-05, 0.000268697, 0.000120986, 0.000242937, 0.000158083, 0.000219606, 0.000191246, 0.000198472, 0.000220649, 0.000179322, 0.000246456, 0.000161966, 0.000268815, 0.000146229, 0.000287862, 0.000131954, 0.00030372, 0.000118999, 0.000316501, 0.000107234, 0.000326304, 9.6541e-05, 0.000333217, 8.68136e-05, 0.000337316, 7.79544e-05, 0.000338668, 6.98747e-05, 0.000337326, 6.24938e-05, 0.000333337, 5.57378e-05, 0.000326733, 4.95392e-05, 0.000317539, 4.38359e-05, 0.000305767, 3.85711e-05, 0.000291423, 3.36919e-05, 0.000274498, 2.91497e-05, 0.000254976, 2.48989e-05, 0.000232831, 2.08972e-05, 0.000208027, 1.71044e-05, 0.000180515, 1.34827e-05, 0.00015024, 9.99579e-06, 0.000117134, 6.60884e-06, 8.11195e-05, 3.28798e-06, 4.21099e-05
1.68586, 0.000474838, -0.000297372, 1.68518, 0.000474021, -0.000297372, 0.306543, -0.000718757, 0.00654265, -0.000718757, -0.00344118, 0.000474203, -0.000296887, 1.6893, 6.34868e-07, -4.8423e-07, 0.3, 0, 0.00654265, -0.000718757, 0.00591984, -0.000614307, 0.00535623, -0.000517249, 0.00484618, -0.000427192, 0.00438459, -0.000343761, 0.00396685, -0.000266604, 0.00358878, -0.000195393, 0.00324659, -0.000129816, 0.00293687, -6.95829e-05, 0.00265652, -1.442e-05, 0.00240273, 3.59275e-05, 0.00217298, 8.16978e-05, 0.00196495, 0.000123113, 0.00177657, 0.000160379, 0.00160595, 0.000193688, 0.0014514, 0.000223216, 0.00131136, 0.000249127, 0.00118443, 0.00027157, 0.00106935, 0.000290682, 0.000964963, 0.000306586, 0.000870224, 0.000319395, 0.000784187, 0.000329209, 0.000705992, 0.000336116, 0.000634857, 0.000340193, 0.000570071, 0.000341505, 0.000510985, 0.000340109, 0.000457009, 0.000336049, 0.000407603, 0.000329359, 0.000362274, 0.000320062, 0.000320567, 0.000308173, 0.000282065, 0.000293694, 0.000246385, 0.00027662, 0.000213168, 0.000256932, 0.000182083, 0.000234605, 0.000152819, 0.000209601, 0.000125083, 0.000181873, 9.85972e-05, 0.000151364, 7.30979e-05, 0.000118006, 4.83296e-05, 8.17206e-05, 2.40446e-05, 4.24205e-05
1.71015, 0.000477233, -0.000297848, 1.70947, 0.000476405, -0.000297848, 0.288865, -0.000726298, -0.0111346, -0.000726298, 0.00585638, 0.000476605, -0.000297364, 1.7043, 6.27601e-07, -4.8423e-07, 0.3, 0, -0.0111346, -0.000726298, -0.0100747, -0.000621072, -0.0091155, -0.000523289, -0.00824747, -0.000432555, -0.00746191, -0.000348492, -0.00675098, -0.000270748, -0.00610755, -0.000198989, -0.00552521, -0.000132904, -0.00499811, -7.21981e-05, -0.00452099, -1.6598e-05, -0.00408909, 3.41534e-05, -0.00369808, 8.02962e-05, -0.00334404, 0.000122054, -0.00302345, 0.000159634, -0.00273309, 0.00019323, -0.00247006, 0.000223019, -0.00223174, 0.000249166, -0.00201573, 0.000271822, -0.00181987, 0.000291124, -0.00164222, 0.000307197, -0.00148099, 0.000320154, -0.00133457, 0.000330095, -0.00120149, 0.00033711, -0.00108043, 0.000341276, -0.000970174, 0.00034266, -0.000869619, 0.000341317, -0.00077776, 0.000337292, -0.000693679, 0.000330621, -0.000616535, 0.000321326, -0.000545556, 0.000309422, -0.000480033, 0.000294912, -0.00041931, 0.000277791, -0.00036278, 0.00025804, -0.000309878, 0.000235633, -0.000260074, 0.000210533, -0.000212872, 0.000182693, -0.000167798, 0.000152054, -0.000124402, 0.00011855, -8.22497e-05, 8.2101e-05, -4.09202e-05, 4.26198e-05
1.71596, 0.000480489, -0.000304047, 1.71526, 0.000479658, -0.000304047, 0.306339, -0.000715528, 0.00633892, -0.000715528, -0.00333403, 0.000479868, -0.000303563, 1.7193, 6.20333e-07, -4.8423e-07, 0.3, 0, 0.00633892, -0.000715528, 0.00573551, -0.000610575, 0.00518944, -0.000513063, 0.00469528, -0.000422596, 0.00424806, -0.000338799, 0.00384333, -0.000261319, 0.00347702, -0.000189821, 0.00314549, -0.000123995, 0.00284542, -6.35461e-05, 0.0025738, -8.20098e-06, 0.00232791, 4.22975e-05, 0.00210531, 8.8189e-05, 0.00190376, 0.000129697, 0.00172125, 0.000167029, 0.00155595, 0.000200378, 0.0014062, 0.000229921, 0.00127053, 0.000255823, 0.00114755, 0.000278234, 0.00103605, 0.000297291, 0.000934915, 0.00031312, 0.000843126, 0.000325832, 0.000759768, 0.000335527, 0.000684008, 0.000342295, 0.000615088, 0.000346212, 0.000552319, 0.000347346, 0.000495073, 0.00034575, 0.000442778, 0.00034147, 0.000394911, 0.00033454, 0.000350993, 0.000324983, 0.000310585, 0.000312813, 0.000273282, 0.000298032, 0.000238713, 0.000280633, 0.00020653, 0.0002606, 0.000176413, 0.000237904, 0.00014806, 0.000212507, 0.000121188, 0.000184362, 9.5527e-05, 0.000153411, 7.08217e-05, 0.000119584, 4.68247e-05, 8.28014e-05, 2.32959e-05, 4.2976e-05
1.734, 0.000485022, -0.000314061, 1.73328, 0.000484182, -0.000314061, 0.30056, -0.000695329, 0.000560227, -0.000695329, -0.000294658, 0.000484409, -0.000313577, 1.7343, 6.13066e-07, -4.8423e-07, 0.3, 0, 0.000560227, -0.000695329, 0.000506898, -0.000591084, 0.000458638, -0.000494258, 0.000414964, -0.000404458, 0.000375439, -0.000321309, 0.000339669, -0.000244457, 0.000307296, -0.000173572, 0.000277995, -0.000108341, 0.000251475, -4.84718e-05, 0.00022747, 6.30874e-06, 0.000205739, 5.62568e-05, 0.000186065, 0.000101611, 0.000168252, 0.000142595, 0.000152122, 0.000179414, 0.000137513, 0.000212262, 0.000124279, 0.000241314, 0.000112288, 0.000266734, 0.000101419, 0.000288672, 9.15652e-05, 0.000307265, 8.26268e-05, 0.000322635, 7.45146e-05, 0.000334895, 6.71475e-05, 0.000344145, 6.04519e-05, 0.000350471, 5.43608e-05, 0.000353951, 4.88134e-05, 0.00035465, 4.37541e-05, 0.000352622, 3.91323e-05, 0.000347911, 3.49018e-05, 0.00034055, 3.10204e-05, 0.000330562, 2.74491e-05, 0.000317959, 2.41524e-05, 0.000302743, 2.10972e-05, 0.000284907, 1.82529e-05, 0.00026443, 1.55912e-05, 0.000241286, 1.30854e-05, 0.000215435, 1.07104e-05, 0.000186828, 8.44258e-06, 0.000155405, 6.25915e-06, 0.000121098, 4.13831e-06, 8.38235e-05, 2.05886e-06, 4.34939e-05
1.74606, 0.000486502, -0.000311677, 1.74533, 0.000485656, -0.000311677, 0.30616, -0.0007101, 0.00615989, -0.0007101, -0.00323986, 0.000485896, -0.000311192, 1.7493, 6.05799e-07, -4.8423e-07, 0.3, 0, 0.00615989, -0.0007101, 0.00557351, -0.000604738, 0.00504287, -0.000506861, 0.00456266, -0.000416072, 0.00412808, -0.000331993, 0.00373478, -0.000254267, 0.00337882, -0.00018256, 0.00305665, -0.000116558, 0.00276505, -5.59659e-05, 0.0025011, -5.07302e-07, 0.00226217, 5.00758e-05, 0.00204585, 9.60246e-05, 0.00184999, 0.000137564, 0.00167263, 0.000174902, 0.001512, 0.000208233, 0.00136649, 0.000237735, 0.00123464, 0.000263574, 0.00111514, 0.0002859, 0.00100679, 0.000304852, 0.000908509, 0.000320555, 0.000819313, 0.00033312, 0.000738309, 0.00034265, 0.000664689, 0.000349233, 0.000597716, 0.000352946, 0.00053672, 0.000353855, 0.000481091, 0.000352017, 0.000430273, 0.000347475, 0.000383757, 0.000340262, 0.000341079, 0.000330403, 0.000301812, 0.00031791, 0.000265564, 0.000302786, 0.00023197, 0.000285023, 0.000200697, 0.000264602, 0.00017143, 0.000241496, 0.000143878, 0.000215666, 0.000117765, 0.000187063, 9.2829e-05, 0.000155628, 6.88215e-05, 0.00012129, 4.55022e-05, 8.39689e-05, 2.26379e-05, 4.35752e-05
