pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399992, 3.65285e-06, -9.3619e-06, 0.70688, 4.72627e-14, 0.70688, 4.72627e-14, -0.399992, 3.65285e-06, -9.3619e-06, 0, 0, 0, 0.70688, 4.72627e-14, 0.675269, 1.55433e-07, 0.580421, 5.94634e-07, 0.46506, 1.27863e-06, 0.410906, 2.1716e-06, 0.406856, 3.24176e-06, 0.406905, 4.46205e-06, 0.406827, 5.81062e-06, 0.406908, 7.27117e-06, 0.406864, 8.81502e-06, 0.813727, 1.01366e-05, 0.624743, 1.11542e-05, 0.456202, 1.18955e-05, 0.332916, 1.23833e-05, 0.242962, 1.26373e-05, 0.177322, 1.26751e-05, 0.12942, 1.25129e-05, 0.0944585, 1.21662e-05, 0.0689406, 1.16764e-05, 0.0503161, 1.11698e-05, 0.036723, 1.0661e-05, 0.0268021, 1.01501e-05, 0.0195613, 9.63728e-06, 0.0142766, 9.12259e-06, 0.0104196, 8.60604e-06, 0.00760442, 8.08763e-06, 0.00554968, 7.56732e-06, 0.00404989, 7.04504e-06, 0.00295507, 6.5207e-06, 0.00215576, 5.99416e-06, 0.00157202, 5.46529e-06, 0.00114547, 4.93391e-06, 0.000833475, 4.39982e-06, 0.000604825, 3.86282e-06, 0.000436657, 3.32266e-06, 0.000312154, 2.77909e-06, 0.000218866, 2.23184e-06, 0.000147474, 1.68062e-06, 9.08071e-05, 1.12512e-06, 4.32467e-05, 5.65022e-07
-0.399992, 3.65285e-06, -9.3619e-06, 0.00211124, 1.56217e-07, 0.00013552, 1.56217e-07, -2.50817e-05, 3.65285e-06, -9.3619e-06, -0.399967, 0, 0, 0.00013552, 1.56217e-07, 9.89083e-05, 5.97801e-07, 7.21877e-05, 1.28579e-06, 5.26857e-05, 2.18439e-06, 3.84523e-05, 3.26194e-06, 2.80641e-05, 4.49149e-06, 2.04824e-05, 5.85142e-06, 1.4949e-05, 7.32571e-06, 1.09104e-05, 8.88595e-06, 7.96288e-06, 1.02244e-05, 5.81166e-06, 1.12586e-05, 4.24161e-06, 1.20159e-05, 3.09572e-06, 1.25194e-05, 2.2594e-06, 1.27884e-05, 1.64901e-06, 1.28403e-05, 1.20353e-06, 1.26909e-05, 8.78395e-07, 1.23553e-05, 6.41096e-07, 1.18753e-05, 4.67904e-07, 1.13784e-05, 3.41501e-07, 1.08799e-05, 2.49245e-07, 1.03797e-05, 1.81912e-07, 9.87813e-06, 1.32769e-07, 9.37514e-06, 9.6901e-08, 8.87079e-06, 7.07225e-08, 8.36512e-06, 5.16155e-08, 7.85809e-06, 3.76694e-08, 7.34966e-06, 2.74898e-08, 6.83976e-06, 2.00588e-08, 6.32828e-06, 1.46334e-08, 5.8151e-06, 1.06711e-08, 5.30006e-06, 7.77584e-09, 4.78299e-06, 5.65802e-09, 4.2637e-06, 4.10592e-09, 3.74197e-06, 2.96435e-09, 3.21758e-06, 2.11917e-09, 2.69026e-06, 1.48589e-09, 2.15975e-06, 1.00119e-09, 1.62578e-06, 6.16646e-10, 1.08803e-06, 2.93871e-10, 5.46213e-07
-0.399992, 3.65285e-06, -9.3619e-06, 0.00928379, 6.00097e-07, 0.00138089, 6.00097e-07, -0.000255573, 3.65285e-06, -9.3619e-06, -0.399737, 0, 0, 0.00138089, 6.00097e-07, 0.00100784, 1.291e-06, 0.000735564, 2.19375e-06, 0.000536846, 3.27678e-06, 0.000391814, 4.51332e-06, 0.000285963, 5.88197e-06, 0.000208708, 7.36705e-06, 0.000152324, 8.94045e-06, 0.000111173, 1.02929e-05, 8.11386e-05, 1.13412e-05, 5.92185e-05, 1.21129e-05, 4.32203e-05, 1.26306e-05, 3.15441e-05, 1.29136e-05, 2.30224e-05, 1.29789e-05, 1.68028e-05, 1.2842e-05, 1.22635e-05, 1.25177e-05, 8.95049e-06, 1.20476e-05, 6.53251e-06, 1.15608e-05, 4.76776e-06, 1.10727e-05, 3.47976e-06, 1.05833e-05, 2.53971e-06, 1.00929e-05, 1.85361e-06, 9.60149e-06, 1.35286e-06, 9.10917e-06, 9.87383e-07, 8.61597e-06, 7.20634e-07, 8.1219e-06, 5.25941e-07, 7.62691e-06, 3.83836e-07, 7.13095e-06, 2.8011e-07, 6.63394e-06, 2.04391e-07, 6.13577e-06, 1.49108e-07, 5.63632e-06, 1.08735e-07, 5.13542e-06, 7.92328e-08, 4.63291e-06, 5.7653e-08, 4.12859e-06, 4.18377e-08, 3.62225e-06, 3.02055e-08, 3.11365e-06, 2.15935e-08, 2.60256e-06, 1.51406e-08, 2.0887e-06, 1.02018e-08, 1.57181e-06, 6.28337e-09, 1.0516e-06, 2.99443e-09, 5.27767e-07
-0.399976, 1.09475e-05, -2.84354e-05, 0.0224582, 3.97082e-06, 0.00467671, 3.97082e-06, -0.000865557, 1.09475e-05, -2.84354e-05, -0.399111, 0, 0, 0.00467671, 3.97082e-06, 0.00341327, 6.75107e-06, 0.00249116, 1.00892e-05, 0.00181815, 1.39033e-05, 0.00132697, 1.81277e-05, 0.000968478, 2.2714e-05, 0.000706837, 2.75748e-05, 0.00051588, 3.17558e-05, 0.000376512, 3.49998e-05, 0.000274795, 3.73913e-05, 0.000200557, 3.90003e-05, 0.000146376, 3.98867e-05, 0.000106832, 4.01032e-05, 7.79706e-05, 3.96981e-05, 5.69066e-05, 3.87169e-05, 4.15331e-05, 3.7288e-05, 3.03129e-05, 3.58106e-05, 2.21239e-05, 3.4332e-05, 1.61471e-05, 3.28527e-05, 1.1785e-05, 3.13729e-05, 8.60131e-06, 2.98931e-05, 6.27768e-06, 2.84134e-05, 4.58177e-06, 2.69339e-05, 3.344e-06, 2.54546e-05, 2.4406e-06, 2.39754e-05, 1.78122e-06, 2.24962e-05, 1.29995e-06, 2.10168e-05, 9.48657e-07, 1.95368e-05, 6.92218e-07, 1.80559e-05, 5.0499e-07, 1.65736e-05, 3.68255e-07, 1.50894e-05, 2.6834e-07, 1.36028e-05, 1.95255e-07, 1.21133e-05, 1.41693e-07, 1.062e-05, 1.02298e-07, 9.12232e-06, 7.31315e-08, 7.61953e-06, 5.12773e-08, 6.11084e-06, 3.45506e-08, 4.59541e-06, 2.12801e-08, 3.07238e-06, 1.01413e-08, 1.54088e-06
-0.399396, 8.08956e-05, -0.000232522, 0.0397348, 5.93473e-05, 0.00812318, 5.93473e-05, -0.00150342, 8.08956e-05, -0.000232522, -0.397893, 0, 0, 0.00812318, 5.93473e-05, 0.00592865, 8.88856e-05, 0.00432699, 0.000122708, 0.00315803, 0.000160194, 0.00230486, 0.000200841, 0.00168219, 0.000243769, 0.00122773, 0.000280459, 0.000896053, 0.00030861, 0.000653978, 0.000328992, 0.000477302, 0.000342277, 0.000348356, 0.000349069, 0.000254246, 0.000349917, 0.00018556, 0.000345333, 0.00013543, 0.000335801, 9.88433e-05, 0.000322503, 7.21406e-05, 0.000308915, 5.26517e-05, 0.000295443, 3.84279e-05, 0.000282085, 2.80466e-05, 0.000268843, 2.04699e-05, 0.000255715, 1.494e-05, 0.0002427, 1.0904e-05, 0.000229796, 7.95827e-06, 0.000217001, 5.80833e-06, 0.000204311, 4.23917e-06, 0.000191722, 3.09388e-06, 0.000179232, 2.25794e-06, 0.000166836, 1.64776e-06, 0.000154529, 1.20234e-06, 0.000142305, 8.77139e-07, 0.00013016, 6.39637e-07, 0.000118089, 4.66091e-07, 0.000106084, 3.39147e-07, 9.41407e-05, 2.46112e-07, 8.22519e-05, 1.77686e-07, 7.04114e-05, 1.27025e-07, 5.86124e-05, 8.90656e-08, 4.68483e-05, 6.00124e-08, 3.51119e-05, 3.69623e-08, 2.33965e-05, 1.76149e-08, 1.16949e-05
-0.397623, 8.95884e-05, -0.000344102, 0.0587889, 0.000154315, 0.00939577, 0.000154315, -0.00173895, 8.95884e-05, -0.000344102, -0.395884, 0, 0, 0.00939577, 0.000154315, 0.00685744, 0.000213727, 0.00500486, 0.000279628, 0.00365277, 0.00035087, 0.00266595, 0.000425535, 0.00194572, 0.000488446, 0.00142007, 0.000535511, 0.00103643, 0.000568146, 0.000756432, 0.000587717, 0.000552077, 0.000595537, 0.00040293, 0.000592863, 0.000294076, 0.000580895, 0.00021463, 0.000560769, 0.000156647, 0.000534724, 0.000114328, 0.00050862, 8.34423e-05, 0.000483115, 6.09002e-05, 0.000458197, 4.4448e-05, 0.000433852, 3.24404e-05, 0.000410067, 2.36767e-05, 0.000386826, 1.72805e-05, 0.000364117, 1.26122e-05, 0.000341925, 9.20503e-06, 0.000320235, 6.71828e-06, 0.000299033, 4.90329e-06, 0.000278305, 3.57857e-06, 0.000258037, 2.61167e-06, 0.000238214, 1.9059e-06, 0.000218822, 1.3907e-06, 0.000199847, 1.01455e-06, 0.000181276, 7.39844e-07, 0.000163095, 5.39109e-07, 0.000145292, 3.92278e-07, 0.000127852, 2.84669e-07, 0.000110763, 2.05522e-07, 9.40138e-05, 1.46925e-07, 7.75915e-05, 1.03019e-07, 6.14849e-05, 6.9414e-08, 4.56828e-05, 4.27528e-08, 3.01747e-05, 2.03744e-08, 1.49503e-05
-0.395802, 7.72918e-05, -0.00041372, 0.0868732, 0.000291614, 0.0157471, 0.000291614, -0.00291444, 7.72918e-05, -0.00041372, -0.392887, 0, 0, 0.0157471, 0.000291614, 0.0114929, 0.000382112, 0.00838805, 0.000479788, 0.00612196, 0.000581673, 0.00446807, 0.000666761, 0.00326099, 0.000729374, 0.00238001, 0.000771509, 0.00173703, 0.00079519, 0.00126776, 0.000802434, 0.000925269, 0.000795218, 0.000675302, 0.000775448, 0.000492865, 0.000744932, 0.000359715, 0.000706885, 0.000262537, 0.000669139, 0.000191612, 0.000632555, 0.000139847, 0.000597102, 0.000102067, 0.000562751, 7.44939e-05, 0.000529471, 5.43695e-05, 0.000497232, 3.96816e-05, 0.000466006, 2.89617e-05, 0.000435763, 2.11378e-05, 0.000406476, 1.54274e-05, 0.000378118, 1.12597e-05, 0.000350661, 8.2178e-06, 0.00032408, 5.99761e-06, 0.00029835, 4.3771e-06, 0.000273446, 3.19425e-06, 0.000249345, 2.33079e-06, 0.000226024, 1.70037e-06, 0.000203461, 1.23996e-06, 0.000181636, 9.03536e-07, 0.000160527, 6.57449e-07, 0.000140116, 4.77099e-07, 0.000120386, 3.44451e-07, 0.000101318, 2.46243e-07, 8.28962e-05, 1.72657e-07, 6.51064e-05, 1.16336e-07, 4.79342e-05, 7.16528e-08, 3.13667e-05, 3.41471e-08, 1.53921e-05
-0.392484, -4.27966e-05, -0.000297848, 0.117224, 0.00042332, 0.0204139, 0.00042332, -0.00377816, -4.27966e-05, -0.000297848, -0.388705, 0, 0, 0.0204139, 0.00042332, 0.0148989, 0.000532188, 0.0108739, 0.000644205, 0.00793625, 0.00073529, 0.00579222, 0.000798927, 0.00422741, 0.000837525, 0.00308535, 0.000853814, 0.00225182, 0.000850713, 0.00164347, 0.000831195, 0.00119948, 0.000798187, 0.000875433, 0.00075448, 0.00063893, 0.000704115, 0.00046632, 0.000655182, 0.000340342, 0.000608512, 0.000248397, 0.000564031, 0.000181292, 0.00052167, 0.000132316, 0.00048136, 9.65708e-05, 0.000443036, 7.04823e-05, 0.000406637, 5.14416e-05, 0.000372103, 3.75447e-05, 0.000339377, 2.74021e-05, 0.000308404, 1.99995e-05, 0.000279134, 1.45966e-05, 0.000251516, 1.06532e-05, 0.000225505, 7.77504e-06, 0.000201057, 5.67429e-06, 0.00017813, 4.14089e-06, 0.000156686, 3.02153e-06, 0.00013669, 2.20429e-06, 0.000118107, 1.60744e-06, 0.000100907, 1.17131e-06, 8.50615e-05, 8.5229e-07, 7.05447e-05, 6.1849e-07, 5.73335e-05, 4.46531e-07, 4.54072e-05, 3.19219e-07, 3.47479e-05, 2.23826e-07, 2.53399e-05, 1.50814e-07, 1.71703e-05, 9.28877e-08, 1.02286e-05, 4.42669e-08, 4.50655e-06
-0.389377, -0.000168442, -0.00015432, 0.160141, 0.000563307, 0.0336952, 0.000563307, -0.00623623, -0.000168442, -0.00015432, -0.38314, 0, 0, 0.0336952, 0.000563307, 0.0245922, 0.000680922, 0.0179485, 0.000774143, 0.0130996, 0.000835823, 0.00956064, 0.000868691, 0.00697777, 0.000876108, 0.00509268, 0.000861822, 0.00371685, 0.000829749, 0.00271272, 0.000783787, 0.00197986, 0.000727664, 0.00144499, 0.000666132, 0.00105462, 0.000607169, 0.000769708, 0.000551527, 0.000561768, 0.00049909, 0.000410005, 0.000449747, 0.000299241, 0.000403393, 0.000218401, 0.000359925, 0.0001594, 0.000319249, 0.000116338, 0.000281272, 8.49095e-05, 0.000245907, 6.19714e-05, 0.000213073, 4.52299e-05, 0.000182691, 3.30111e-05, 0.00015469, 2.40931e-05, 0.000128999, 1.75842e-05, 0.000105556, 1.28335e-05, 8.42992e-05, 9.36599e-06, 6.51742e-05, 6.83496e-06, 4.81296e-05, 4.98735e-06, 3.31182e-05, 3.6384e-06, 2.0097e-05, 2.65323e-06, 9.02733e-06, 1.93336e-06, -1.25567e-07, 1.40679e-06, -7.39236e-06, 1.02088e-06, -1.27997e-05, 7.37045e-07, -1.63703e-05, 5.26904e-07, -1.81229e-05, 3.69447e-07, -1.80724e-05, 2.48933e-07, -1.62296e-05, 1.53321e-07, -1.26017e-05, 7.3067e-08, -7.19293e-06
-0.38616, -0.000308782, 2.47868e-05, 0.214621, 0.000700643, 0.0549123, 0.000700643, -0.0101631, -0.000308782, 2.47868e-05, -0.375997, 0, 0, 0.0549123, 0.000700643, 0.0400775, 0.000793074, 0.0292503, 0.000850199, 0.0213481, 0.000874998, 0.0155808, 0.000871459, 0.0113715, 0.000844188, 0.00829943, 0.000798088, 0.00605728, 0.000738084, 0.00442087, 0.000668897, 0.00322654, 0.00059597, 0.00235487, 0.000526852, 0.00171869, 0.000462177, 0.00125438, 0.00040178, 0.000915503, 0.000345506, 0.000668177, 0.000293206, 0.000487668, 0.000244737, 0.000355924, 0.000199966, 0.000259771, 0.000158766, 0.000189594, 0.000121016, 0.000138375, 8.66019e-05, 0.000100994, 5.54175e-05, 7.37104e-05, 2.73622e-05, 5.37976e-05, 2.34221e-06, 3.92641e-05, -1.97301e-05, 2.86566e-05, -3.89361e-05, 2.09145e-05, -5.53509e-05, 1.52636e-05, -6.90436e-05, 1.11388e-05, -8.00775e-05, 8.12778e-06, -8.85099e-05, 5.92942e-06, -9.43924e-05, 4.32392e-06, -9.77708e-05, 3.15076e-06, -9.86855e-05, 2.29262e-06, -9.7171e-05, 1.66371e-06, -9.32568e-05, 1.20115e-06, -8.69665e-05, 8.58684e-07, -7.83189e-05, 6.0208e-07, -6.73269e-05, 4.05681e-07, -5.39988e-05, 2.49863e-07, -3.83372e-05, 1.19076e-07, -2.03415e-05
-0.382818, -0.00042032, 0.000130478, 0.275356, 0.00091555, 0.0843256, 0.00091555, -0.0156068, -0.00042032, 0.000130478, -0.367212, 0, 0, 0.0843256, 0.00091555, 0.0615445, 0.000978643, 0.0449179, 0.00100304, 0.032783, 0.000993577, 0.0239265, 0.000955933, 0.0174626, 0.000896204, 0.0127449, 0.000820534, 0.00930181, 0.000734829, 0.00678886, 0.000645659, 0.00495481, 0.00056144, 0.00361624, 0.000482833, 0.00263929, 0.000409626, 0.00192627, 0.000341616, 0.00140588, 0.00027861, 0.00102608, 0.000220424, 0.000748882, 0.000166884, 0.00054657, 0.000117826, 0.000398914, 7.30925e-05, 0.000291148, 3.25366e-05, 0.000212495, -3.98066e-06, 0.00015509, -3.65895e-05, 0.000113193, -6.5412e-05, 8.26137e-05, -9.05621e-05, 6.02955e-05, -0.000112146, 4.40062e-05, -0.000130261, 3.21171e-05, -0.000144998, 2.34393e-05, -0.00015644, 1.71052e-05, -0.000164663, 1.24813e-05, -0.000169733, 9.10546e-06, -0.000171713, 6.63999e-06, -0.000170656, 4.83843e-06, -0.000166609, 3.52064e-06, -0.000159611, 2.55486e-06, -0.000149696, 1.84453e-06, -0.000136889, 1.31863e-06, -0.000121212, 9.24578e-07, -0.000102677, 6.2298e-07, -8.12911e-05, 3.837e-07, -5.70544e-05, 1.82858e-07, -2.99633e-05
