pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad]
0.636173, -0.00811891, 0.00929937, 0.463307, -0.0185093, -0.0366935, -0.0185093, 0.0173931, -0.00811891, 0.00929937, 0.61878, 0, 0, 0.5, 0, -0.0366935, -0.0185093, -0.0328039, -0.0172675, -0.0293243, -0.0161138, -0.0262113, -0.0150411, -0.023426, -0.0140428, -0.0209334, -0.0131128, -0.0187025, -0.0122454, -0.0167054, -0.0114353, -0.0149172, -0.0106775, -0.0133154, -0.00996742, -0.01188, -0.00930071, -0.0105931, -0.00867329, -0.00943869, -0.00808134, -0.00840223, -0.00752123, -0.00747079, -0.00698954, -0.00663273, -0.00648303, -0.00587759, -0.0059986, -0.00519592, -0.00553326, -0.00457919, -0.00508417, -0.0040197, -0.00464857, -0.00351047, -0.00422376, -0.00304511, -0.00380712, -0.00261781, -0.00339607, -0.00222324, -0.00298805, -0.00185646, -0.00258051, -0.00151288, -0.0021709, -0.00118822, -0.00175665, -0.000878406, -0.00133514, -0.000579575, -0.000903699, -0.000287987, -0.000459597
0.660609, -0.00796217, 0.00898406, 0.464495, -0.0177849, -0.0355049, -0.0177849, 0.0168297, -0.00796217, 0.00898406, 0.64378, 0, 0, 0.5, 0, -0.0355049, -0.0177849, -0.0317413, -0.0165974, -0.0283744, -0.015494, -0.0253623, -0.0144679, -0.0226671, -0.0135127, -0.0202553, -0.0126227, -0.0180967, -0.0117924, -0.0161643, -0.0110168, -0.014434, -0.010291, -0.0128841, -0.00961071, -0.0114952, -0.00897173, -0.01025, -0.00837015, -0.00913295, -0.00780233, -0.00813006, -0.00726479, -0.00722879, -0.00675425, -0.00641788, -0.0062676, -0.0056872, -0.00580186, -0.00502761, -0.00535418, -0.00443086, -0.00492182, -0.0038895, -0.0045021, -0.00339675, -0.00409246, -0.00294647, -0.00369036, -0.00253302, -0.00329331, -0.00215122, -0.00289883, -0.00179632, -0.00250448, -0.00146388, -0.00210777, -0.00114973, -0.00170622, -0.000849953, -0.00129729, -0.000560801, -0.000878401, -0.000278659, -0.000446887
0.684899, -0.00782701, 0.00872092, 0.465993, -0.017184, -0.0340066, -0.017184, 0.0161195, -0.00782701, 0.00872092, 0.66878, 0, 0, 0.5, 0, -0.0340066, -0.017184, -0.0304018, -0.0160414, -0.027177, -0.0149795, -0.024292, -0.0139918, -0.0217106, -0.0130724, -0.0194005, -0.0122154, -0.017333, -0.0114158, -0.0154822, -0.0106687, -0.0138248, -0.00996939, -0.0123403, -0.00931372, -0.0110101, -0.00869768, -0.00981744, -0.00811751, -0.00874753, -0.00756967, -0.00778696, -0.00705084, -0.00692373, -0.00655783, -0.00614704, -0.00608766, -0.0054472, -0.00563744, -0.00481544, -0.00520442, -0.00424387, -0.00478595, -0.00372536, -0.00437947, -0.00325341, -0.00398245, -0.00282213, -0.00359247, -0.00242612, -0.00320709, -0.00206044, -0.00282393, -0.00172052, -0.0024406, -0.0014021, -0.0020547, -0.00110121, -0.0016638, -0.000814084, -0.00126544, -0.000537134, -0.000857092, -0.000266899, -0.000436174
0.708987, -0.00767681, 0.00841804, 0.467918, -0.0164879, -0.0320816, -0.0164879, 0.015207, -0.00767681, 0.00841804, 0.69378, 0, 0, 0.5, 0, -0.0320816, -0.0164879, -0.0286809, -0.0153974, -0.0256387, -0.0143839, -0.0229169, -0.013441, -0.0204816, -0.012563, -0.0183024, -0.0117445, -0.0163519, -0.0109806, -0.0146058, -0.0102666, -0.0130423, -0.00959806, -0.0116418, -0.00897102, -0.0103868, -0.00838162, -0.00926172, -0.00782629, -0.00825237, -0.00730165, -0.00734618, -0.0068045, -0.00653181, -0.00633182, -0.00579909, -0.00588073, -0.00513885, -0.00544848, -0.00454286, -0.00503243, -0.00400365, -0.00463003, -0.00351448, -0.00423881, -0.00306925, -0.00385637, -0.00266238, -0.00348035, -0.00228879, -0.00310842, -0.00194381, -0.00273827, -0.00162313, -0.0023676, -0.00132273, -0.00199409, -0.00103887, -0.00161538, -0.000768002, -0.0012291, -0.00050673, -0.000832807, -0.000251791, -0.000423973
0.732949, -0.00753985, 0.00815262, 0.470108, -0.0158822, -0.029892, -0.0158822, 0.0141691, -0.00753985, 0.00815262, 0.71878, 0, 0, 0.5, 0, -0.029892, -0.0158822, -0.0267234, -0.014837, -0.0238888, -0.0138653, -0.0213528, -0.0129612, -0.0190837, -0.0121191, -0.0170532, -0.0113339, -0.0152359, -0.0106009, -0.0136089, -0.0099156, -0.0121521, -0.00927377, -0.0108472, -0.00867155, -0.00967794, -0.00810527, -0.00862961, -0.0075715, -0.00768915, -0.007067, -0.0068448, -0.0065887, -0.00608601, -0.00613369, -0.0054033, -0.0056992, -0.00478813, -0.00528259, -0.00423281, -0.00488132, -0.0037304, -0.00449293, -0.00327462, -0.00411505, -0.00285977, -0.00374534, -0.00248067, -0.00338154, -0.00213258, -0.00302139, -0.00181114, -0.00266266, -0.00151235, -0.00230311, -0.00123246, -0.0019405, -0.000967972, -0.00157255, -0.000715586, -0.00119693, -0.000472145, -0.000811284, -0.000234606, -0.000413152
0.756893, -0.00743136, 0.00796524, 0.472335, -0.0154642, -0.0276653, -0.0154642, 0.0131136, -0.00743136, 0.00796524, 0.74378, 0, 0, 0.5, 0, -0.0276653, -0.0154642, -0.0247327, -0.0144497, -0.0221093, -0.0135065, -0.0197622, -0.0126287, -0.0176622, -0.0118111, -0.0157829, -0.0110486, -0.0141009, -0.0103366, -0.0125952, -0.00967088, -0.0112469, -0.00904726, -0.0100392, -0.008462, -0.00895701, -0.00791153, -0.00798677, -0.00739253, -0.00711637, -0.00690184, -0.00633492, -0.00643649, -0.00563265, -0.00599364, -0.0050008, -0.00557061, -0.00443145, -0.00516482, -0.0039175, -0.00477379, -0.00345251, -0.00439515, -0.00303068, -0.00402656, -0.00264674, -0.00366577, -0.00229588, -0.00331056, -0.00197372, -0.00295872, -0.00167623, -0.00260808, -0.00139969, -0.00225644, -0.00114065, -0.00190163, -0.000895865, -0.0015414, -0.000662281, -0.00117348, -0.000436974, -0.000795559, -0.00021713, -0.000405227
0.780792, -0.00729007, 0.00770577, 0.474658, -0.0148782, -0.025342, -0.0148782, 0.0120124, -0.00729007, 0.00770577, 0.76878, 0, 0, 0.5, 0, -0.025342, -0.0148782, -0.0226556, -0.0139071, -0.0202525, -0.0130041, -0.0181026, -0.0121636, -0.0161789, -0.0113805, -0.0144574, -0.0106501, -0.0129167, -0.00996785, -0.0115374, -0.00932971, -0.0103024, -0.00873178, -0.00919611, -0.00817042, -0.00820479, -0.00764223, -0.00731604, -0.00714403, -0.00651873, -0.00667277, -0.00580291, -0.00622561, -0.00515962, -0.00579985, -0.00458083, -0.00539288, -0.00405929, -0.00500224, -0.0035885, -0.00462555, -0.00316257, -0.00426051, -0.00277617, -0.00390488, -0.00242446, -0.00355649, -0.00210307, -0.0032132, -0.00180796, -0.00287287, -0.00153546, -0.0025334, -0.00128214, -0.00219269, -0.00104486, -0.00184859, -0.00082063, -0.00149895, -0.000606662, -0.00114157, -0.000400277, -0.000774186, -0.000198895, -0.000394469
0.804592, -0.00715529, 0.00747241, 0.477189, -0.0143574, -0.0228107, -0.0143574, 0.0108125, -0.00715529, 0.00747241, 0.79378, 0, 0, 0.5, 0, -0.0228107, -0.0143574, -0.0203927, -0.0134246, -0.0182296, -0.012557, -0.0162944, -0.0117493, -0.0145629, -0.0109967, -0.0130134, -0.0102946, -0.0116265, -0.00963859, -0.010385, -0.00902485, -0.00927334, -0.00844961, -0.00827757, -0.00790939, -0.00738527, -0.00740091, -0.00658529, -0.00692111, -0.00586762, -0.00646707, -0.00522329, -0.00603605, -0.00464426, -0.00562543, -0.00412328, -0.00523274, -0.00365384, -0.00485558, -0.00323007, -0.00449166, -0.00284668, -0.00413876, -0.00249887, -0.00379472, -0.0021823, -0.00345743, -0.00189301, -0.00312483, -0.00162738, -0.00279485, -0.00138209, -0.00246546, -0.00115408, -0.0021346, -0.000940492, -0.0018002, -0.000738663, -0.00146018, -0.000546066, -0.00111238, -0.000360296, -0.000754616, -0.000179029, -0.000384607
0.828798, -0.00704095, 0.00729389, 0.478864, -0.0139682, -0.0211358, -0.0139682, 0.0100186, -0.00704095, 0.00729389, 0.81878, 0, 0, 0.5, 0, -0.0211358, -0.0139682, -0.0188954, -0.0130635, -0.0168911, -0.0122219, -0.015098, -0.0114385, -0.0134936, -0.0107083, -0.0120578, -0.0100269, -0.0107728, -0.0093903, -0.0096225, -0.00879455, -0.00859244, -0.00823607, -0.00766978, -0.00771148, -0.006843, -0.00721759, -0.00610175, -0.00675143, -0.00543678, -0.00631018, -0.00483976, -0.00589117, -0.00430325, -0.00549185, -0.00382052, -0.00510982, -0.00338555, -0.00474276, -0.0029929, -0.00438842, -0.00263766, -0.00404467, -0.00231539, -0.00370939, -0.00202206, -0.00338052, -0.00175401, -0.00305606, -0.00150789, -0.002734, -0.00128061, -0.00241234, -0.00106934, -0.00208908, -0.000871435, -0.0017622, -0.000684425, -0.00142966, -0.000505971, -0.00108935, -0.000333841, -0.000739139, -0.000165884, -0.000376791
0.852612, -0.00691399, 0.00709789, 0.481367, -0.013542, -0.018633, -0.013542, 0.00883225, -0.00691399, 0.00709789, 0.84378, 0, 0, 0.5, 0, -0.018633, -0.013542, -0.0166579, -0.012668, -0.014891, -0.011855, -0.0133102, -0.0110979, -0.0118958, -0.0103922, -0.01063, -0.0097336, -0.00949719, -0.00911814, -0.00848306, -0.00854208, -0.00757497, -0.00800192, -0.00676157, -0.00749441, -0.00603269, -0.00701649, -0.00537922, -0.00656525, -0.00479299, -0.00613799, -0.00426667, -0.00573211, -0.00379368, -0.00534517, -0.00336812, -0.00497481, -0.00298465, -0.00461881, -0.0026385, -0.00427498, -0.00232532, -0.00394124, -0.00204122, -0.00361556, -0.00178262, -0.00329594, -0.00154631, -0.00298041, -0.00132933, -0.00266703, -0.00112897, -0.00235386, -0.000942714, -0.00203896, -0.000768245, -0.00172035, -0.00060338, -0.00139603, -0.000446057, -0.00106398, -0.000294309, -0.000722082, -0.000146241, -0.000368174
0.876575, -0.00681471, 0.00697697, 0.483555, -0.0132963, -0.0164454, -0.0132963, 0.00779527, -0.00681471, 0.00697697, 0.86878, 0, 0, 0.5, 0, -0.0164454, -0.0132963, -0.0147021, -0.012439, -0.0131426, -0.0116416, -0.0117474, -0.010899, -0.0104991, -0.0102067, -0.00938197, -0.0095607, -0.00838214, -0.00895692, -0.00748708, -0.00839176, -0.00668561, -0.0078618, -0.00596771, -0.00736382, -0.0053244, -0.00689484, -0.00474765, -0.006452, -0.00423025, -0.00603265, -0.00376572, -0.00563425, -0.00334827, -0.00525438, -0.00297267, -0.00489075, -0.00263423, -0.00454116, -0.00232872, -0.00420349, -0.00205231, -0.00387567, -0.00180156, -0.00355571, -0.00157333, -0.00324165, -0.00136476, -0.00293156, -0.00117326, -0.00262353, -0.000996416, -0.00231565, -0.000832031, -0.00200601, -0.000678047, -0.00169267, -0.000532538, -0.00137368, -0.000393686, -0.00104701, -0.000259755, -0.000710615, -0.000129071, -0.000362351
0.90056, -0.00671081, 0.00685551, 0.485696, -0.0130528, -0.0143036, -0.0130528, 0.00678005, -0.00671081, 0.00685551, 0.89378, 0, 0, 0.5, 0, -0.0143036, -0.0130528, -0.0127874, -0.012212, -0.011431, -0.0114298, -0.0102175, -0.0107014, -0.00913173, -0.0100224, -0.0081601, -0.00938861, -0.00729048, -0.00879631, -0.00651199, -0.00824185, -0.0058149, -0.0077219, -0.0051905, -0.0072333, -0.00463097, -0.00677311, -0.00412934, -0.00633856, -0.00367932, -0.00592701, -0.00327529, -0.00553599, -0.00291221, -0.00516312, -0.00258552, -0.00480616, -0.00229116, -0.00446294, -0.00202543, -0.00413137, -0.00178503, -0.00380945, -0.00156693, -0.0034952, -0.00136842, -0.0031867, -0.00118702, -0.00288206, -0.00102046, -0.0025794, -0.000866647, -0.00227685, -0.000723671, -0.00197252, -0.000589741, -0.00166451, -0.000463182, -0.0013509, -0.000342414, -0.00102971, -0.000225925, -0.000698909, -0.000112261, -0.0003564
0.924564, -0.00661276, 0.00676096, 0.487796, -0.0128772, -0.0122038, -0.0128772, 0.00578475, -0.00661276, 0.00676096, 0.91878, 0, 0, 0.5, 0, -0.0122038, -0.0128772, -0.0109102, -0.0120475, -0.00975294, -0.0112755, -0.00871759, -0.0105567, -0.00779121, -0.00988662, -0.00696222, -0.00926122, -0.00622025, -0.00867673, -0.00555604, -0.0081296, -0.00496128, -0.00761652, -0.00442854, -0.0071344, -0.00395116, -0.00668033, -0.00352316, -0.00625155, -0.0031392, -0.00584549, -0.00279449, -0.00545969, -0.0024847, -0.00509183, -0.00220597, -0.00473966, -0.00195482, -0.00440107, -0.0017281, -0.00407399, -0.00152299, -0.00375644, -0.00133691, -0.00344647, -0.00116754, -0.0031422, -0.00101277, -0.00284174, -0.000870655, -0.00254325, -0.000739425, -0.00224488, -0.000617437, -0.00194478, -0.000503168, -0.00164107, -0.000395188, -0.00133184, -0.000292148, -0.00101516, -0.00019276, -0.000689021, -9.57813e-05, -0.000351351
0.948567, -0.00653044, 0.00670965, 0.489901, -0.0128057, -0.0100989, -0.0128057, 0.00478701, -0.00653044, 0.00670965, 0.94378, 0, 0, 0.5, 0, -0.0100989, -0.0128057, -0.00902844, -0.011979, -0.00807078, -0.0112099, -0.007214, -0.0104937, -0.0064474, -0.00982621, -0.00576139, -0.00920327, -0.0051474, -0.00862112, -0.00459775, -0.00807625, -0.00410557, -0.00756535, -0.00366472, -0.00708534, -0.00326967, -0.00663332, -0.00291549, -0.00620657, -0.00259776, -0.00580249, -0.0023125, -0.00541865, -0.00205614, -0.00505273, -0.00182549, -0.00470251, -0.00161766, -0.00436587, -0.00143004, -0.00404076, -0.00126031, -0.00372522, -0.00110632, -0.0034173, -0.000966166, -0.00311512, -0.000838088, -0.00281683, -0.000720486, -0.00252059, -0.00061189, -0.00222457, -0.000510943, -0.00192691, -0.000416383, -0.00162577, -0.000327027, -0.00131926, -0.000241759, -0.00100545, -0.000159513, -0.000682344, -7.92612e-05, -0.000347906
0.972592, -0.00641191, 0.0065708, 0.491958, -0.0125272, -0.00804198, -0.0125272, 0.00381198, -0.00641191, 0.0065708, 0.96878, 0, 0, 0.5, 0, -0.00804198, -0.0125272, -0.00718951, -0.0117192, -0.00642691, -0.0109676, -0.00574464, -0.0102677, -0.00513418, -0.00961531, -0.0045879, -0.00900645, -0.00409897, -0.00843743, -0.00366127, -0.00790481, -0.00326934, -0.00740537, -0.00291828, -0.00693609, -0.0026037, -0.00649415, -0.00232166, -0.00607686, -0.00206864, -0.00568171, -0.00184149, -0.00530632, -0.00163735, -0.00494841, -0.00145367, -0.00460581, -0.00128817, -0.00427646, -0.00113877, -0.00395834, -0.0010036, -0.00364953, -0.000880984, -0.00334814, -0.000769376, -0.00305233, -0.000667385, -0.00276027, -0.000573737, -0.00247017, -0.00048726, -0.00218023, -0.000406873, -0.00188864, -0.000331573, -0.0015936, -0.000260418, -0.00129324, -0.000192517, -0.00098568, -0.000127023, -0.000668973, -6.31172e-05, -0.000341109
0.996611, -0.00630239, 0.00645452, 0.494027, -0.0123022, -0.00597333, -0.0123022, 0.00283142, -0.00630239, 0.00645452, 0.99378, 0, 0, 0.5, 0, -0.00597333, -0.0123022, -0.00534015, -0.011509, -0.00477371, -0.010771, -0.00426694, -0.0100839, -0.00381351, -0.00944334, -0.00340775, -0.00884554, -0.00304459, -0.00828684, -0.00271948, -0.00776388, -0.00242837, -0.0072735, -0.00216761, -0.00681272, -0.00193395, -0.00637876, -0.00172446, -0.00596901, -0.00153652, -0.00558099, -0.0013678, -0.00521236, -0.00121617, -0.00486089, -0.00107974, -0.00452444, -0.000956813, -0.00420099, -0.000845843, -0.00388857, -0.000745446, -0.00358528, -0.000654368, -0.00328926, -0.000571469, -0.00299871, -0.000495713, -0.00271183, -0.000426154, -0.00242686, -0.000361921, -0.00214204, -0.000302213, -0.0018556, -0.000246282, -0.00156574, -0.00019343, -0.00127066, -0.000142996, -0.000968483, -9.43489e-05, -0.000657311, -4.68815e-05, -0.000335168
1.02103, -0.00619866, 0.00635061, 0.495246, -0.012106, -0.00475354, -0.012106, 0.00225323, -0.00619866, 0.00635061, 1.01878, 0, 0, 0.5, 0, -0.00475354, -0.012106, -0.00424966, -0.0113253, -0.00379889, -0.0105991, -0.00339561, -0.00992276, -0.00303477, -0.00929235, -0.00271187, -0.008704, -0.00242286, -0.00815416, -0.00216415, -0.00763948, -0.00193248, -0.00715687, -0.00172497, -0.0067034, -0.00153902, -0.00627633, -0.00137231, -0.00587309, -0.00122276, -0.00549124, -0.00108849, -0.00512847, -0.000967821, -0.0047826, -0.000859253, -0.00445152, -0.000761426, -0.00413324, -0.000673117, -0.00382581, -0.000593222, -0.00352737, -0.000520742, -0.00323609, -0.000454772, -0.0029502, -0.000394486, -0.00266794, -0.000339131, -0.00238756, -0.000288015, -0.00210733, -0.000240499, -0.00182551, -0.00019599, -0.00154034, -0.000153931, -0.00125003, -0.000113795, -0.00095275, -7.50823e-05, -0.000646627, -3.7308e-05, -0.000329717
1.04535, -0.00611533, 0.00630337, 0.496691, -0.0120464, -0.00330873, -0.0120464, 0.00156837, -0.00611533, 0.00630337, 1.04378, 0, 0, 0.5, 0, -0.00330873, -0.0120464, -0.002958, -0.0112677, -0.00264424, -0.0105433, -0.00236353, -0.00986881, -0.00211237, -0.00924017, -0.00188761, -0.00865354, -0.00168645, -0.00810536, -0.00150636, -0.00759232, -0.00134511, -0.00711131, -0.00120067, -0.00665942, -0.00107124, -0.00623393, -0.000955206, -0.00583225, -0.000851107, -0.00545197, -0.000757646, -0.00509077, -0.000673657, -0.00474649, -0.000598088, -0.00441703, -0.000529995, -0.0041004, -0.000468527, -0.00379467, -0.000412915, -0.00349798, -0.000362465, -0.00320852, -0.000316546, -0.00292452, -0.000274584, -0.00264422, -0.000236054, -0.00236591, -0.000200474, -0.00208786, -0.000167401, -0.00180833, -0.00013642, -0.00152559, -0.000107144, -0.00123786, -7.92077e-05, -0.000943332, -5.22615e-05, -0.00064014, -2.59684e-05, -0.000326363
1.07, -0.00605324, 0.00631936, 0.497423, -0.0121403, -0.00257698, -0.0121403, 0.00122151, -0.00605324, 0.00631936, 1.06878, 0, 0, 0.5, 0, -0.00257698, -0.0121403, -0.00230381, -0.0113516, -0.00205944, -0.0106181, -0.00184082, -0.00993523, -0.0016452, -0.00929891, -0.00147015, -0.00870524, -0.00131347, -0.00815063, -0.00117322, -0.00763172, -0.00104763, -0.00714535, -0.000935135, -0.00668859, -0.00083433, -0.00625866, -0.000743954, -0.00585297, -0.000662877, -0.00546907, -0.000590086, -0.00510462, -0.000524672, -0.00475742, -0.000465816, -0.00442537, -0.000412782, -0.00410645, -0.000364908, -0.00379871, -0.000321596, -0.00350029, -0.000282303, -0.00320936, -0.000246539, -0.00292413, -0.000213857, -0.00264286, -0.000183848, -0.0023638, -0.000156138, -0.00208523, -0.000130379, -0.00180541, -0.000106249, -0.0015226, -8.34483e-05, -0.00123502, -6.16903e-05, -0.000940864, -4.07034e-05, -0.000638267, -2.02253e-05, -0.00032531
1.09454, -0.00598271, 0.00632692, 0.498404, -0.0122183, -0.0015962, -0.0122183, 0.000756616, -0.00598271, 0.00632692, 1.09378, 0, 0, 0.5, 0, -0.0015962, -0.0122183, -0.001427, -0.0114207, -0.00127564, -0.0106789, -0.00114022, -0.00998859, -0.00101905, -0.0093454, -0.000910623, -0.00874547, -0.000813578, -0.00818514, -0.000726703, -0.00766102, -0.000648911, -0.00716993, -0.000579231, -0.00670888, -0.000516792, -0.00627508, -0.000460812, -0.00586591, -0.000410592, -0.00547888, -0.000365505, -0.00511165, -0.000324986, -0.00476199, -0.00028853, -0.00442778, -0.000255681, -0.00410699, -0.000226027, -0.00379765, -0.000199199, -0.0034979, -0.000174861, -0.00320588, -0.000152709, -0.00291981, -0.000132465, -0.00263794, -0.000113877, -0.0023585, -9.67131e-05, -0.00207979, -8.07577e-05, -0.00180005, -6.58119e-05, -0.00151755, -5.16886e-05, -0.00123051, -3.82115e-05, -0.000937118, -2.5212e-05, -0.000635525, -1.25277e-05, -0.000323814
1.11925, -0.00594018, 0.00641609, 0.499004, -0.0124941, -0.000995618, -0.0124941, 0.000471934, -0.00594018, 0.00641609, 1.11878, 0, 0, 0.5, 0, -0.000995618, -0.0124941, -0.00089008, -0.0116721, -0.000795668, -0.010908, -0.000711202, -0.010197, -0.000635625, -0.00953482, -0.000567994, -0.00891736, -0.000507463, -0.00834089, -0.000453275, -0.00780191, -0.000404753, -0.00729713, -0.000361291, -0.00682349, -0.000322345, -0.0063781, -0.000287428, -0.00595827, -0.000256104, -0.00556144, -0.000227981, -0.00518521, -0.000202708, -0.00482729, -0.000179968, -0.00448549, -0.000159479, -0.00415774, -0.000140983, -0.00384204, -0.000124249, -0.00353646, -0.000109068, -0.00323913, -9.52508e-05, -0.00294821, -8.2624e-05, -0.00266192, -7.10301e-05, -0.00237849, -6.0324e-05, -0.00209615, -5.0372e-05, -0.00181316, -4.10496e-05, -0.00152773, -3.22404e-05, -0.00123808, -2.38341e-05, -0.000942381, -1.57258e-05, -0.000638765, -7.81407e-06, -0.000325304
1.1439, -0.00585432, 0.00640193, 0.499743, -0.0125259, -0.000257165, -0.0125259, 0.000121899, -0.00585432, 0.00640193, 1.14378, 0, 0, 0.5, 0, -0.000257165, -0.0125259, -0.000229905, -0.0116983, -0.000205518, -0.010929, -0.000183701, -0.0102133, -0.00016418, -0.00954688, -0.000146711, -0.00892558, -0.000131076, -0.00834566, -0.000117079, -0.00780358, -0.000104546, -0.00729603, -9.33201e-05, -0.00681994, -8.32605e-05, -0.00637239, -7.42415e-05, -0.00595068, -6.61506e-05, -0.00555224, -5.88866e-05, -0.00517464, -5.23587e-05, -0.00481559, -4.64852e-05, -0.0044729, -4.11928e-05, -0.00414448, -3.64153e-05, -0.00382833, -3.20931e-05, -0.00352251, -2.81719e-05, -0.00322514, -2.46029e-05, -0.00293439, -2.13415e-05, -0.00264848, -1.83468e-05, -0.00236564, -1.55815e-05, -0.0020841, -1.30109e-05, -0.00180212, -1.0603e-05, -0.00151793, -8.32757e-06, -0.00122974, -6.15627e-06, -0.000935744, -4.06192e-06, -0.000634076, -2.01835e-06, -0.000322823
1.16864, -0.00576514, 0.00637886, 0.500301, -0.0125364, 0.000300766, -0.0125364, -0.000142566, -0.00576514, 0.00637886, 1.16878, 0, 0, 0.5, 0, 0.000300766, -0.0125364, 0.000268884, -0.0117047, 0.000240363, -0.0109318, 0.000214847, -0.0102128, 0.000192016, -0.00954344, 0.000171585, -0.00891952, 0.0001533, -0.00833726, 0.00013693, -0.00779312, 0.000122272, -0.00728377, 0.000109142, -0.00680612, 9.73771e-05, -0.00635725, 8.68291e-05, -0.00593444, 7.73664e-05, -0.0055351, 6.88707e-05, -0.00515681, 6.1236e-05, -0.00479726, 5.43667e-05, -0.00445426, 4.8177e-05, -0.00412572, 4.25895e-05, -0.00380963, 3.75344e-05, -0.00350405, 3.29484e-05, -0.00320711, 2.87743e-05, -0.00291697, 2.49599e-05, -0.00263186, 2.14575e-05, -0.00235, 1.82233e-05, -0.00206964, 1.52169e-05, -0.00178904, 1.24007e-05, -0.00150644, 9.7395e-06, -0.00122006, 7.20005e-06, -0.000928108, 4.75061e-06, -0.000628723, 2.36055e-06, -0.000320009
1.19334, -0.00569343, 0.00639973, 0.500922, -0.0126513, 0.000922088, -0.0126513, -0.000437079, -0.00569343, 0.00639973, 1.19378, 0, 0, 0.5, 0, 0.000922088, -0.0126513, 0.000824344, -0.0118076, 0.000736905, -0.0110236, 0.000658677, -0.0102945, 0.000588682, -0.00961585, 0.000526045, -0.00898342, 0.000469985, -0.00839337, 0.000419799, -0.00784211, 0.000374861, -0.00732627, 0.000334608, -0.0068427, 0.000298538, -0.00638846, 0.0002662, -0.00596076, 0.000237189, -0.00555702, 0.000211143, -0.00517476, 0.000187737, -0.00481165, 0.000166677, -0.00446548, 0.000147701, -0.00413413, 0.000130571, -0.00381557, 0.000115073, -0.00350785, 0.000101013, -0.00320908, 8.82161e-05, -0.00291741, 7.65219e-05, -0.00263105, 6.57842e-05, -0.00234822, 5.58688e-05, -0.00206717, 4.66518e-05, -0.00178614, 3.80179e-05, -0.00150337, 2.98593e-05, -0.00121708, 2.20739e-05, -0.000925471, 1.45644e-05, -0.000626697, 7.23697e-06, -0.000318861
1.21815, -0.0056183, 0.00640966, 0.50133, -0.0127395, 0.0013297, -0.0127395, -0.000630292, -0.0056183, 0.00640966, 1.21878, 0, 0, 0.5, 0, 0.0013297, -0.0127395, 0.00118875, -0.0118859, 0.00106266, -0.0110928, 0.000949847, -0.0103553, 0.000848911, -0.00966897, 0.000758586, -0.00902955, 0.000677743, -0.00843313, 0.000605373, -0.00787607, 0.000540569, -0.00735495, 0.000482523, -0.0068666, 0.000430508, -0.00640802, 0.000383875, -0.00597643, 0.00034204, -0.00556918, 0.00030448, -0.0051838, 0.000270727, -0.00481792, 0.000240357, -0.00446931, 0.000212992, -0.00413583, 0.00018829, -0.00381545, 0.000165941, -0.00350619, 0.000145666, -0.00320616, 0.000127212, -0.0029135, 0.000110349, -0.0026264, 9.48644e-05, -0.0023431, 8.05659e-05, -0.00206181, 6.72745e-05, -0.00178079, 5.48239e-05, -0.00149828, 4.30587e-05, -0.0012125, 3.18317e-05, -0.000921648, 2.10027e-05, -0.000623886, 1.04361e-05, -0.000317321
