pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399992, -4.21479e-06, 9.80322e-06, 0.70688, -1.07736e-13, 0.70688, -1.07736e-13, -0.399992, -4.21479e-06, 9.80322e-06, 0, 0, 0, 0.70688, -1.07736e-13, 0.675269, -1.52653e-07, 0.580421, -5.82347e-07, 0.46506, -1.24873e-06, 0.410906, -2.11532e-06, 0.406856, -3.15061e-06, 0.406905, -4.32898e-06, 0.406827, -5.63122e-06, 0.406908, -7.04507e-06, 0.406864, -8.54766e-06, 0.813727, -9.84643e-06, 0.624743, -1.08629e-05, 0.456202, -1.16226e-05, 0.332916, -1.2145e-05, 0.242962, -1.24459e-05, 0.177322, -1.25381e-05, 0.12942, -1.24334e-05, 0.0944585, -1.21432e-05, 0.0689406, -1.17054e-05, 0.0503161, -1.12452e-05, 0.036723, -1.07776e-05, 0.0268021, -1.03027e-05, 0.0195613, -9.82091e-06, 0.0142766, -9.33236e-06, 0.0104196, -8.83723e-06, 0.00760442, -8.33563e-06, 0.00554968, -7.82763e-06, 0.00404989, -7.31327e-06, 0.00295507, -6.79254e-06, 0.00215576, -6.26541e-06, 0.00157202, -5.73179e-06, 0.00114547, -5.19158e-06, 0.000833475, -4.64463e-06, 0.000604825, -4.09077e-06, 0.000436657, -3.5298e-06, 0.000312154, -2.96149e-06, 0.000218866, -2.38558e-06, 0.000147474, -1.8018e-06, 9.08071e-05, -1.20983e-06, 4.32467e-05, -6.09347e-07
-0.399992, -4.21479e-06, 9.80322e-06, 0.00211123, -1.53221e-07, 0.000135502, -1.53221e-07, -2.50784e-05, -4.21479e-06, 9.80322e-06, -0.399967, 0, 0, 0.000135502, -1.53221e-07, 9.88952e-05, -5.84692e-07, 7.2178e-05, -1.25405e-06, 5.26787e-05, -2.12487e-06, 3.84472e-05, -3.16578e-06, 2.80604e-05, -4.3513e-06, 2.04797e-05, -5.66253e-06, 1.4947e-05, -7.08757e-06, 1.09089e-05, -8.60398e-06, 7.96182e-06, -9.9176e-06, 5.81088e-06, -1.09493e-05, 4.24104e-06, -1.17246e-05, 3.0953e-06, -1.22628e-05, 2.2591e-06, -1.25792e-05, 1.64879e-06, -1.26867e-05, 1.20337e-06, -1.25963e-05, 8.78277e-07, -1.23191e-05, 6.41011e-07, -1.1893e-05, 4.67842e-07, -1.14447e-05, 3.41455e-07, -1.09893e-05, 2.49212e-07, -1.05272e-05, 1.81888e-07, -1.00587e-05, 1.32751e-07, -9.58385e-06, 9.68881e-08, -9.103e-06, 7.07131e-08, -8.61625e-06, 5.16086e-08, -8.1237e-06, 3.76644e-08, -7.62541e-06, 2.74861e-08, -7.1214e-06, 2.00561e-08, -6.61167e-06, 1.46314e-08, -6.09616e-06, 1.06697e-08, -5.57479e-06, 7.77481e-09, -5.04744e-06, 5.65727e-09, -4.51398e-06, 4.10537e-09, -3.97424e-06, 2.96395e-09, -3.42801e-06, 2.11889e-09, -2.87506e-06, 1.48569e-09, -2.31515e-06, 1.00106e-09, -1.748e-06, 6.16563e-10, -1.1733e-06, 2.93832e-10, -5.90744e-07
-0.399992, -4.21479e-06, 9.80322e-06, 0.00928377, -5.85453e-07, 0.00138087, -5.85453e-07, -0.00025557, -4.21479e-06, 9.80322e-06, -0.399737, 0, 0, 0.00138087, -5.85453e-07, 0.00100782, -1.25585e-06, 0.000735554, -2.12821e-06, 0.000536839, -3.17132e-06, 0.000391809, -4.35994e-06, 0.000285959, -5.67551e-06, 0.000208705, -7.10659e-06, 0.000152322, -8.63131e-06, 0.000111171, -9.95501e-06, 8.11375e-05, -1.09983e-05, 5.92177e-05, -1.17865e-05, 4.32197e-05, -1.23386e-05, 3.15437e-05, -1.26697e-05, 2.30221e-05, -1.27921e-05, 1.68026e-05, -1.27165e-05, 1.22633e-05, -1.24533e-05, 8.95037e-06, -1.20401e-05, 6.53243e-06, -1.16048e-05, 4.7677e-06, -1.11628e-05, 3.47971e-06, -1.07144e-05, 2.53967e-06, -1.02599e-05, 1.85359e-06, -9.79951e-06, 1.35284e-06, -9.33353e-06, 9.8737e-07, -8.86208e-06, 7.20625e-07, -8.3853e-06, 5.25934e-07, -7.90327e-06, 3.83831e-07, -7.41605e-06, 2.80106e-07, -6.92364e-06, 2.04388e-07, -6.42602e-06, 1.49107e-07, -5.92314e-06, 1.08733e-07, -5.41492e-06, 7.92317e-08, -4.90124e-06, 5.76522e-08, -4.38196e-06, 4.18371e-08, -3.85689e-06, 3.02051e-08, -3.32585e-06, 2.15932e-08, -2.78861e-06, 1.51404e-08, -2.24492e-06, 1.02016e-08, -1.69452e-06, 6.28329e-09, -1.13711e-06, 2.99439e-09, -5.72372e-07
-0.399953, 1.08725e-05, -3.46343e-05, 0.0223314, 5.46555e-06, 0.00454991, 5.46555e-06, -0.000842089, 1.08725e-05, -3.46343e-05, -0.399111, 0, 0, 0.00454991, 5.46555e-06, 0.00332073, 9.3299e-06, 0.00242361, 1.39922e-05, 0.00176886, 1.93348e-05, 0.00129099, 2.52525e-05, 0.00094222, 3.16543e-05, 0.000687672, 3.83848e-05, 0.000501893, 4.40898e-05, 0.000366303, 4.84054e-05, 0.000267344, 5.1457e-05, 0.000195119, 5.33595e-05, 0.000142407, 5.42195e-05, 0.000103935, 5.41368e-05, 7.58565e-05, 5.32055e-05, 5.53636e-05, 5.1515e-05, 4.0407e-05, 4.92592e-05, 2.9491e-05, 4.69743e-05, 2.1524e-05, 4.47217e-05, 1.57093e-05, 4.2501e-05, 1.14655e-05, 4.03115e-05, 8.3681e-06, 3.81527e-05, 6.10747e-06, 3.60237e-05, 4.45755e-06, 3.39238e-05, 3.25333e-06, 3.18522e-05, 2.37442e-06, 2.9808e-05, 1.73293e-06, 2.77902e-05, 1.2647e-06, 2.57981e-05, 9.22936e-07, 2.38305e-05, 6.73449e-07, 2.18864e-05, 4.91299e-07, 1.99648e-05, 3.58271e-07, 1.80647e-05, 2.61065e-07, 1.61849e-05, 1.89961e-07, 1.43244e-05, 1.37851e-07, 1.2482e-05, 9.95244e-08, 1.06566e-05, 7.11487e-08, 8.84718e-06, 4.9887e-08, 7.05256e-06, 3.36138e-08, 5.27163e-06, 2.07031e-08, 3.50328e-06, 9.86635e-09, 1.74645e-06
-0.399099, -2.65699e-05, -7.46886e-05, 0.0381321, 4.35434e-05, 0.00652053, 4.35434e-05, -0.00120681, -2.65699e-05, -7.46886e-05, -0.397893, 0, 0, 0.00652053, 4.35434e-05, 0.00475897, 6.62249e-05, 0.00347331, 9.25166e-05, 0.00253497, 0.000121673, 0.00185013, 0.000152828, 0.00135031, 0.000184627, 0.000985511, 0.000210087, 0.000719268, 0.000227342, 0.000524953, 0.000237129, 0.000383134, 0.000240306, 0.000279628, 0.000237801, 0.000204085, 0.000230569, 0.00014895, 0.000219548, 0.000108711, 0.000205633, 7.93423e-05, 0.000190036, 5.79078e-05, 0.000174986, 4.22639e-05, 0.000160705, 3.08463e-05, 0.000147168, 2.25132e-05, 0.000134352, 1.64313e-05, 0.000122233, 1.19924e-05, 0.000110792, 8.75269e-06, 0.000100006, 6.38816e-06, 8.98576e-05, 4.66239e-06, 8.03271e-05, 3.40281e-06, 7.13975e-05, 2.48348e-06, 6.30526e-05, 1.81246e-06, 5.52771e-05, 1.32267e-06, 4.80566e-05, 9.65128e-07, 4.13778e-05, 7.04085e-07, 3.52284e-05, 5.13441e-07, 2.95971e-05, 3.74134e-07, 2.44737e-05, 2.72235e-07, 1.98488e-05, 1.97556e-07, 1.5714e-05, 1.42629e-07, 1.20621e-05, 1.01964e-07, 8.88651e-06, 7.14936e-08, 6.18198e-06, 4.81724e-08, 3.94403e-06, 2.96699e-08, 2.16923e-06, 1.41396e-08, 8.55228e-07
-0.397157, -9.98116e-05, -0.000204388, 0.0562732, 0.00020512, 0.00688013, 0.00020512, -0.00127336, -9.98116e-05, -0.000204388, -0.395884, 0, 0, 0.00688013, 0.00020512, 0.00502142, 0.0002869, 0.00366485, 0.000377677, 0.00267477, 0.000474665, 0.00195216, 0.000573515, 0.00142477, 0.000652427, 0.00103986, 0.000705545, 0.000758935, 0.000735166, 0.000553903, 0.000744005, 0.000404263, 0.000735026, 0.000295049, 0.000711285, 0.00021534, 0.000675805, 0.000157165, 0.000631467, 0.000114706, 0.0005821, 8.37178e-05, 0.000534572, 6.11013e-05, 0.000489556, 4.45947e-05, 0.000446969, 3.25474e-05, 0.000406733, 2.37548e-05, 0.000368772, 1.73375e-05, 0.000333015, 1.26538e-05, 0.000299392, 9.23538e-06, 0.000267841, 6.74046e-06, 0.000238298, 4.91951e-06, 0.000210706, 3.59047e-06, 0.00018501, 2.62044e-06, 0.00016116, 1.91242e-06, 0.000139107, 1.39561e-06, 0.000118807, 1.01835e-06, 0.000100218, 7.42914e-07, 8.33019e-05, 5.41757e-07, 6.80248e-05, 3.94767e-07, 5.43547e-05, 2.87249e-07, 4.22631e-05, 2.08451e-07, 3.1725e-05, 1.50495e-07, 2.27182e-05, 1.07587e-07, 1.5224e-05, 7.54363e-08, 9.2265e-06, 5.0829e-08, 4.71328e-06, 3.13061e-08, 1.67487e-06, 1.49194e-08, 1.04974e-07
-0.394551, -0.000277419, -0.00022823, 0.0801138, 0.000506697, 0.00898776, 0.000506697, -0.00166344, -0.000277419, -0.00022823, -0.392887, 0, 0, 0.00898776, 0.000506697, 0.00655966, 0.000668379, 0.00478753, 0.000840762, 0.00349415, 0.00101531, 0.00255018, 0.00115277, 0.00186123, 0.00124258, 0.00135841, 0.00128894, 0.000991424, 0.00129701, 0.000723584, 0.00127257, 0.000528103, 0.00122164, 0.000385433, 0.00115023, 0.000281306, 0.00106403, 0.00020531, 0.000970237, 0.000149845, 0.000880548, 0.000109364, 0.00079606, 7.98188e-05, 0.000716595, 5.82557e-05, 0.000641985, 4.25179e-05, 0.000572068, 3.10317e-05, 0.000506691, 2.26485e-05, 0.000445707, 1.65301e-05, 0.000388979, 1.20645e-05, 0.000336375, 8.8053e-06, 0.000287775, 6.42654e-06, 0.00024306, 4.69036e-06, 0.000202125, 3.42317e-06, 0.000164867, 2.49826e-06, 0.000131193, 1.82314e-06, 0.000101016, 1.33031e-06, 7.4256e-05, 9.70496e-07, 5.08414e-05, 7.07717e-07, 3.07056e-05, 5.15699e-07, 1.37898e-05, 3.75243e-07, 4.15047e-08, 2.72307e-07, -1.05847e-05, 1.96597e-07, -1.81279e-05, 1.40545e-07, -2.26205e-05, 9.85452e-08, -2.40881e-05, 6.63998e-08, -2.25503e-05, 4.08963e-08, -1.80196e-05, 1.94897e-08, -1.05033e-05
-0.39127, -0.000507993, -0.000245873, 0.11067, 0.00104836, 0.0138593, 0.00104836, -0.00256506, -0.000507993, -0.000245873, -0.388705, 0, 0, 0.0138593, 0.00104836, 0.0101151, 0.00131954, 0.00738248, 0.00159343, 0.00538806, 0.00180787, 0.00393244, 0.00194607, 0.00287006, 0.00201467, 0.00209469, 0.00202203, 0.0015288, 0.00197759, 0.00111578, 0.00189125, 0.000814347, 0.00177288, 0.000594346, 0.00163193, 0.00043378, 0.00147994, 0.000316592, 0.00133499, 0.000231064, 0.00119873, 0.000168641, 0.00107084, 0.000123082, 0.000951048, 8.98315e-05, 0.000839065, 6.55635e-05, 0.000734633, 4.78516e-05, 0.000637502, 3.49246e-05, 0.000547436, 2.54898e-05, 0.000464211, 1.86038e-05, 0.000387616, 1.3578e-05, 0.000317455, 9.90986e-06, 0.00025354, 7.23264e-06, 0.0001957, 5.27861e-06, 0.000143772, 3.85237e-06, 9.76067e-05, 2.81132e-06, 5.70671e-05, 2.05137e-06, 2.20272e-05, 1.49653e-06, -7.62775e-06, 1.09131e-06, -3.20007e-05, 7.95219e-07, -5.11835e-05, 5.78634e-07, -6.52569e-05, 4.19904e-07, -7.42906e-05, 3.03158e-07, -7.83434e-05, 2.16723e-07, -7.74633e-05, 1.51959e-07, -7.16874e-05, 1.0239e-07, -6.10423e-05, 6.3063e-08, -4.55439e-05, 3.00535e-08, -2.51998e-05
-0.387726, -0.000838465, -5.65688e-05, 0.15122, 0.00170535, 0.0247739, 0.00170535, -0.0045851, -0.000838465, -5.65688e-05, -0.38314, 0, 0, 0.0247739, 0.00170535, 0.0180811, 0.00205826, 0.0131964, 0.00233108, 0.00963129, 0.00250161, 0.00702933, 0.00257865, 0.00513031, 0.00257368, 0.00374432, 0.00249986, 0.00273276, 0.00237115, 0.00199449, 0.00220153, 0.00145567, 0.00200437, 0.00106241, 0.00179535, 0.000775393, 0.00159695, 0.000565917, 0.00141113, 0.000413032, 0.00123741, 0.00030145, 0.00107538, 0.000220013, 0.000924617, 0.000160576, 0.000784729, 0.000117196, 0.000655346, 8.55359e-05, 0.000536116, 6.24285e-05, 0.000426707, 4.55636e-05, 0.000326805, 3.32547e-05, 0.000236116, 2.4271e-05, 0.000154364, 1.77141e-05, 8.12913e-05, 1.29285e-05, 1.66572e-05, 9.43564e-06, -3.97603e-05, 6.88621e-06, -8.8166e-05, 5.02531e-06, -0.000128748, 3.66688e-06, -0.000161677, 2.67508e-06, -0.000187107, 1.95075e-06, -0.000205176, 1.42147e-06, -0.000216007, 1.03432e-06, -0.000219704, 7.50588e-07, -0.000216357, 5.41902e-07, -0.000206041, 3.87398e-07, -0.000188813, 2.7163e-07, -0.000164718, 1.83025e-07, -0.000133784, 1.12727e-07, -9.60227e-05, 5.37215e-08, -5.14371e-05
-0.384876, -0.00110339, 0.000102069, 0.207686, 0.00247794, 0.0479767, 0.00247794, -0.00887943, -0.00110339, 0.000102069, -0.375997, 0, 0, 0.0479767, 0.00247794, 0.0350155, 0.00280452, 0.0255559, 0.003006, 0.0186518, 0.00309292, 0.0136129, 0.00307945, 0.00993527, 0.00298193, 0.00725118, 0.00281777, 0.00529223, 0.00260448, 0.00386249, 0.00235882, 0.00281902, 0.00210009, 0.00205744, 0.00185493, 0.00150161, 0.00162556, 0.00109595, 0.00141142, 0.000799871, 0.00121193, 0.000583784, 0.00102658, 0.000426073, 0.000854847, 0.000310969, 0.000696266, 0.000226961, 0.000550381, 0.000165647, 0.000416763, 0.000120898, 0.000295009, 8.82377e-05, 0.000184737, 6.44005e-05, 8.55918e-05, 4.70027e-05, -2.7614e-06, 3.43049e-05, -8.06338e-05, 2.50372e-05, -0.000148314, 1.82729e-05, -0.000206071, 1.33357e-05, -0.000254148, 9.73193e-06, -0.000292771, 7.10121e-06, -0.000322144, 5.18051e-06, -0.00034245, 3.7778e-06, -0.000353851, 2.7528e-06, -0.000356491, 2.00305e-06, -0.000350493, 1.45358e-06, -0.000335961, 1.04944e-06, -0.000312978, 7.50229e-07, -0.000281611, 5.26035e-07, -0.000241907, 3.54442e-07, -0.000193893, 2.18305e-07, -0.000137579, 1.04036e-07, -7.29617e-05
