pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399992, -3.78628e-06, 9.38073e-06, -1.66058e-05, 1.97276e-13, -1.66059e-05, 1.97276e-13, 7.85509e-06, -3.78628e-06, 9.38073e-06, -0.4, 0, 0, 1e-10, 0, -1.66059e-05, 1.97276e-13, -1.48497e-05, -2.44923e-07, -1.32792e-05, -9.33442e-07, -1.18746e-05, -1.9964e-06, -1.06184e-05, -3.36507e-06, -9.49498e-06, -4.97143e-06, -8.49024e-06, -6.74846e-06, -7.59163e-06, -8.6308e-06, -6.78792e-06, -1.05556e-05, -6.06905e-06, -1.24637e-05, -5.42605e-06, -1.43016e-05, -4.85088e-06, -1.60231e-05, -4.33634e-06, -1.74539e-05, -3.876e-06, -1.82924e-05, -3.46412e-06, -1.86172e-05, -3.09553e-06, -1.85195e-05, -2.76564e-06, -1.80847e-05, -2.47032e-06, -1.73901e-05, -2.20588e-06, -1.65035e-05, -1.96901e-06, -1.54829e-05, -1.75676e-06, -1.43763e-05, -1.56646e-06, -1.32222e-05, -1.39575e-06, -1.20505e-05, -1.24248e-06, -1.08946e-05, -1.10474e-06, -9.82649e-06, -9.80817e-07, -8.84781e-06, -8.69149e-07, -7.94936e-06, -7.68347e-07, -7.12269e-06, -6.77148e-07, -6.35998e-06, -5.94414e-07, -5.65405e-06, -5.19111e-07, -4.99823e-06, -4.50296e-07, -4.38635e-06, -3.87109e-07, -3.81263e-06, -3.28762e-07, -3.27166e-06, -2.74524e-07, -2.75832e-06, -2.23718e-07, -2.26778e-06, -1.75708e-07, -1.7954e-06, -1.29894e-07, -1.33673e-06, -8.57047e-08, -8.87428e-07, -4.25862e-08, -4.43252e-07
-0.399992, -3.78628e-06, 9.38073e-06, 0.00202874, -2.44964e-07, 5.30126e-05, -2.44964e-07, -2.50765e-05, -3.78628e-06, 9.38073e-06, -0.399967, 0, 0, 0.00197572, 0, 5.30126e-05, -2.44964e-07, 4.74061e-05, -9.33609e-07, 4.23922e-05, -1.99678e-06, 3.79082e-05, -3.36577e-06, 3.38981e-05, -4.97255e-06, 3.03117e-05, -6.75015e-06, 2.71041e-05, -8.63325e-06, 2.42354e-05, -1.0559e-05, 2.16697e-05, -1.24685e-05, 1.93748e-05, -1.43081e-05, 1.73221e-05, -1.60319e-05, 1.54859e-05, -1.74656e-05, 1.38433e-05, -1.83075e-05, 1.23737e-05, -1.8636e-05, 1.10588e-05, -1.85427e-05, 9.88213e-06, -1.81127e-05, 8.829e-06, -1.74234e-05, 7.88622e-06, -1.65426e-05, 7.04202e-06, -1.55282e-05, 6.28585e-06, -1.44282e-05, 5.60825e-06, -1.32811e-05, 5.00076e-06, -1.21167e-05, 4.45577e-06, -1.09683e-05, 3.96648e-06, -9.90829e-06, 3.52677e-06, -8.93855e-06, 3.13115e-06, -8.04992e-06, 2.77466e-06, -7.23403e-06, 2.45286e-06, -6.48319e-06, 2.16172e-06, -5.79032e-06, 1.8976e-06, -5.14887e-06, 1.6572e-06, -4.55281e-06, 1.43752e-06, -3.99651e-06, 1.2358e-06, -3.47473e-06, 1.04954e-06, -2.98253e-06, 8.76387e-07, -2.51528e-06, 7.14194e-07, -2.06857e-06, 5.60928e-07, -1.63817e-06, 4.14674e-07, -1.22003e-06, 2.73603e-07, -8.10199e-07, 1.35952e-07, -4.048e-07
-0.399992, -3.78628e-06, 9.38073e-06, 0.00844318, -9.33622e-07, 0.000540279, -9.33622e-07, -0.000255568, -3.78628e-06, 9.38073e-06, -0.399737, 0, 0, 0.0079029, 0, 0.000540279, -9.33622e-07, 0.000483141, -1.99681e-06, 0.000432041, -3.36585e-06, 0.000386343, -4.97271e-06, 0.000345473, -6.75047e-06, 0.000308922, -8.63382e-06, 0.000276233, -1.056e-05, 0.000246996, -1.24702e-05, 0.000220847, -1.43108e-05, 0.000197459, -1.60361e-05, 0.000176538, -1.74717e-05, 0.000157825, -1.83161e-05, 0.000141084, -1.86477e-05, 0.000126107, -1.85579e-05, 0.000112706, -1.8132e-05, 0.000100714, -1.74472e-05, 8.9981e-05, -1.65713e-05, 8.03726e-05, -1.55623e-05, 7.1769e-05, -1.44681e-05, 6.40624e-05, -1.3327e-05, 5.71567e-05, -1.21689e-05, 5.09653e-05, -1.1027e-05, 4.54111e-05, -9.97396e-06, 4.04245e-05, -9.01185e-06, 3.59432e-05, -8.13156e-06, 3.19112e-05, -7.3248e-06, 2.8278e-05, -6.58395e-06, 2.49984e-05, -5.90204e-06, 2.20312e-05, -5.27264e-06, 1.93395e-05, -4.68981e-06, 1.68894e-05, -4.14806e-06, 1.46505e-05, -3.64228e-06, 1.25947e-05, -3.16769e-06, 1.06964e-05, -2.71983e-06, 8.93173e-06, -2.29446e-06, 7.27873e-06, -1.88757e-06, 5.71671e-06, -1.49532e-06, 4.22616e-06, -1.11401e-06, 2.78843e-06, -7.40039e-07, 1.38555e-06, -3.6987e-07
-0.399992, -3.78628e-06, 9.38073e-06, 0.0196445, -1.99659e-06, 0.00186297, -1.99659e-06, -0.000881238, -3.78628e-06, 9.38073e-06, -0.399111, 0, 0, 0.0177815, 0, 0.00186297, -1.99659e-06, 0.00166595, -3.36545e-06, 0.00148975, -4.97212e-06, 0.00133217, -6.74968e-06, 0.00119125, -8.63288e-06, 0.00106521, -1.0559e-05, 0.000952494, -1.24693e-05, 0.000851682, -1.43103e-05, 0.000761515, -1.60363e-05, 0.000680868, -1.74733e-05, 0.000608732, -1.83195e-05, 0.000544205, -1.86535e-05, 0.00048648, -1.85666e-05, 0.000434836, -1.81441e-05, 0.000388628, -1.74632e-05, 0.000347278, -1.65917e-05, 0.000310269, -1.55874e-05, 0.000277138, -1.44982e-05, 0.000247471, -1.33625e-05, 0.000220897, -1.22098e-05, 0.000197085, -1.10736e-05, 0.000175737, -1.00266e-05, 0.000156585, -9.07109e-06, 0.00013939, -8.19793e-06, 0.000123938, -7.39891e-06, 0.000110035, -6.66653e-06, 9.75072e-05, -5.99386e-06, 8.61984e-05, -5.37457e-06, 7.59672e-05, -4.80283e-06, 6.66855e-05, -4.27324e-06, 5.82374e-05, -3.78081e-06, 5.05173e-05, -3.3209e-06, 4.34286e-05, -2.88917e-06, 3.68828e-05, -2.48154e-06, 3.0798e-05, -2.09419e-06, 2.50982e-05, -1.72344e-06, 1.97121e-05, -1.3658e-06, 1.45725e-05, -1.0179e-06, 9.61494e-06, -6.76442e-07, 4.77761e-06, -3.38211e-07
-0.399992, -3.78628e-06, 9.38073e-06, 0.0360502, -3.36503e-06, 0.0044386, -3.36503e-06, -0.00209959, -3.78628e-06, 9.38073e-06, -0.397893, 0, 0, 0.0316116, 0, 0.0044386, -3.36503e-06, 0.00396919, -4.97145e-06, 0.00354939, -6.74871e-06, 0.00317395, -8.6316e-06, 0.00283819, -1.05575e-05, 0.00253791, -1.24676e-05, 0.00226936, -1.43086e-05, 0.00202917, -1.60351e-05, 0.00181434, -1.74728e-05, 0.0016222, -1.83204e-05, 0.00145033, -1.86562e-05, 0.00129659, -1.85717e-05, 0.00115906, -1.81522e-05, 0.00103602, -1.74746e-05, 0.000925923, -1.66069e-05, 0.000827405, -1.56067e-05, 0.000739228, -1.4522e-05, 0.000660292, -1.33909e-05, 0.00058961, -1.2243e-05, 0.000526297, -1.11117e-05, 0.000469564, -1.007e-05, 0.0004187, -9.12e-06, 0.00037307, -8.25288e-06, 0.000332103, -7.46042e-06, 0.000295287, -6.73515e-06, 0.000262162, -6.07023e-06, 0.000232315, -5.45941e-06, 0.000205371, -4.89692e-06, 0.000180995, -4.37746e-06, 0.000158881, -3.89614e-06, 0.000138753, -3.44843e-06, 0.00012036, -3.03009e-06, 0.00010347, -2.63719e-06, 8.78748e-05, -2.26602e-06, 7.33776e-05, -1.91309e-06, 5.97975e-05, -1.57506e-06, 4.6965e-05, -1.24874e-06, 3.47195e-05, -9.31046e-07, 2.2908e-05, -6.18988e-07, 1.13829e-05, -3.09617e-07
-0.4, -2.0686e-08, 1.74846e-07, 0.0580947, -9.81137e-08, 0.00870156, -9.81137e-08, -0.00411609, -2.0686e-08, 1.74846e-07, -0.395884, 0, 0, 0.0493931, 0, 0.00870156, -9.81137e-08, 0.00778131, -1.33487e-07, 0.00695832, -1.71094e-07, 0.00622231, -2.09678e-07, 0.00556408, -2.48033e-07, 0.0049754, -2.85041e-07, 0.00444892, -3.1971e-07, 0.00397804, -3.48476e-07, 0.00355689, -3.65268e-07, 0.0031802, -3.71624e-07, 0.00284327, -3.69372e-07, 0.00254188, -3.6024e-07, 0.00227225, -3.45813e-07, 0.00203104, -3.27496e-07, 0.00181521, -3.06501e-07, 0.00162207, -2.83842e-07, 0.0014492, -2.60338e-07, 0.00129446, -2.36634e-07, 0.00115589, -2.13427e-07, 0.00103177, -1.92132e-07, 0.000920547, -1.7278e-07, 0.000820832, -1.55187e-07, 0.000731377, -1.39187e-07, 0.000651064, -1.24628e-07, 0.000578889, -1.1137e-07, 0.000513951, -9.92897e-08, 0.000455437, -8.82706e-08, 0.000402616, -7.82087e-08, 0.000354828, -6.90083e-08, 0.000311475, -6.0582e-08, 0.000272016, -5.28498e-08, 0.000235956, -4.57382e-08, 0.000202847, -3.91797e-08, 0.000172272, -3.3112e-08, 0.000143852, -2.74774e-08, 0.000117229, -2.22226e-08, 9.20716e-05, -1.72976e-08, 6.80651e-05, -1.26557e-08, 4.49095e-05, -8.25293e-09, 2.23153e-05, -4.04754e-09
-0.399969, -7.72946e-06, 1.81107e-05, 0.086096, -1.29743e-05, 0.01497, -1.29743e-05, -0.00708124, -7.72946e-06, 1.81107e-05, -0.392887, 0, 0, 0.0711261, 0, 0.01497, -1.29743e-05, 0.0133868, -1.65903e-05, 0.0119709, -2.02877e-05, 0.0107047, -2.3954e-05, 0.00957233, -2.74879e-05, 0.00855957, -3.08029e-05, 0.00765382, -3.3566e-05, 0.00684374, -3.51987e-05, 0.0061192, -3.58522e-05, 0.00547115, -3.5702e-05, 0.0048915, -3.49115e-05, 0.00437299, -3.36284e-05, 0.00390914, -3.19822e-05, 0.00349415, -3.00832e-05, 0.00312284, -2.80224e-05, 0.00279057, -2.58727e-05, 0.00249318, -2.36901e-05, 0.00222695, -2.1538e-05, 0.00198857, -1.95579e-05, 0.00177503, -1.77542e-05, 0.00158369, -1.61101e-05, 0.00141214, -1.46099e-05, 0.00125824, -1.32397e-05, 0.00112008, -1.19866e-05, 0.000995909, -1.08386e-05, 0.00088419, -9.78507e-06, 0.000783524, -8.81604e-06, 0.000692652, -7.9224e-06, 0.000610438, -7.09573e-06, 0.000535855, -6.32826e-06, 0.00046797, -5.61276e-06, 0.000405934, -4.94249e-06, 0.000348973, -4.31115e-06, 0.000296374, -3.71279e-06, 0.000247479, -3.14177e-06, 0.000201678, -2.5927e-06, 0.000158398, -2.06042e-06, 0.000117098, -1.53989e-06, 7.72614e-05, -1.02621e-06, 3.83908e-05, -5.14533e-07
-0.399725, 2.25327e-05, -6.7536e-05, 0.120107, 6.33732e-05, 0.0232968, 6.33732e-05, -0.01102, 2.25327e-05, -6.7536e-05, -0.388705, 0, 0, 0.0968105, 0, 0.0232968, 6.33732e-05, 0.020833, 7.75509e-05, 0.0186296, 9.16221e-05, 0.016659, 0.000105191, 0.0148968, 0.000117917, 0.0133207, 0.000128512, 0.0119111, 0.000134755, 0.0106504, 0.000137221, 0.00952289, 0.000136581, 0.00851439, 0.000133465, 0.00761231, 0.000128444, 0.00680538, 0.000122021, 0.00608353, 0.000114625, 0.00543771, 0.000106612, 0.00485987, 9.82686e-05, 0.00434278, 8.98159e-05, 0.00387997, 8.1501e-05, 0.00346566, 7.38606e-05, 0.00309467, 6.69106e-05, 0.00276236, 6.05854e-05, 0.00246459, 5.48253e-05, 0.00219762, 4.95759e-05, 0.00195812, 4.47878e-05, 0.0017431, 4.04157e-05, 0.00154987, 3.64184e-05, 0.00137601, 3.27581e-05, 0.00121935, 2.94002e-05, 0.00107793, 2.63132e-05, 0.000949984, 2.34679e-05, 0.000833915, 2.08373e-05, 0.00072827, 1.83967e-05, 0.000631728, 1.61231e-05, 0.000543083, 1.39949e-05, 0.000461226, 1.19921e-05, 0.000385135, 1.00958e-05, 0.000313858, 8.28798e-06, 0.000246504, 6.55167e-06, 0.000182231, 4.87044e-06, 0.000120237, 3.22839e-06, 5.97449e-05, 1.61002e-06
-0.399388, 2.22191e-05, -7.9457e-05, 0.160794, 9.29321e-05, 0.0343476, 9.29321e-05, -0.0162474, 2.22191e-05, -7.9457e-05, -0.38314, 0, 0, 0.126446, 0, 0.0343476, 9.29321e-05, 0.0307151, 0.000109834, 0.0274665, 0.000126139, 0.0245613, 0.000141429, 0.0219631, 0.000154154, 0.0196394, 0.000161643, 0.0175612, 0.000164582, 0.0157025, 0.000163778, 0.0140401, 0.000159987, 0.0125532, 0.000153898, 0.0112232, 0.000146119, 0.0100335, 0.000137169, 0.00896926, 0.000127481, 0.0080171, 0.000117402, 0.00716516, 0.000107203, 0.00640278, 9.71826e-05, 0.00572044, 8.79825e-05, 0.0051096, 7.96204e-05, 0.00456263, 7.20173e-05, 0.0040727, 6.51013e-05, 0.00363367, 5.88072e-05, 0.00324006, 5.30753e-05, 0.00288696, 4.78515e-05, 0.00256994, 4.30865e-05, 0.00228505, 3.87352e-05, 0.00202872, 3.47564e-05, 0.00179774, 3.11125e-05, 0.00158924, 2.77691e-05, 0.00140061, 2.46946e-05, 0.00122948, 2.18598e-05, 0.00107373, 1.92381e-05, 0.000931389, 1.68045e-05, 0.000800695, 1.4536e-05, 0.00068001, 1.24113e-05, 0.000567824, 1.04102e-05, 0.000462737, 8.51384e-06, 0.000363434, 6.70421e-06, 0.000268673, 4.96422e-06, 0.000177271, 3.27744e-06, 8.8085e-05, 1.62789e-06
-0.398416, 3.35054e-05, -0.000146214, 0.207431, 0.000206576, 0.0473978, 0.000206576, -0.0224206, 3.35054e-05, -0.000146214, -0.375995, 0, 0, 0.160034, 0, 0.0473978, 0.000206576, 0.0423852, 0.000237311, 0.0379023, 0.000266134, 0.0338932, 0.000290113, 0.0303078, 0.000304212, 0.0271013, 0.000309716, 0.0242335, 0.000308144, 0.0216686, 0.000300923, 0.0193746, 0.000289353, 0.0173227, 0.000274584, 0.0154874, 0.000257606, 0.0138457, 0.000239239, 0.0123771, 0.000220147, 0.0110632, 0.000200845, 0.00988753, 0.000181903, 0.00883549, 0.000164522, 0.00789389, 0.000148734, 0.00705097, 0.00013439, 0.00629618, 0.000121354, 0.0056201, 0.000109503, 0.00501426, 9.87238e-05, 0.00447111, 8.89155e-05, 0.00398384, 7.99848e-05, 0.00354638, 7.18471e-05, 0.00315324, 6.44253e-05, 0.00279952, 5.76492e-05, 0.00248079, 5.14546e-05, 0.00219307, 4.57828e-05, 0.00193277, 4.058e-05, 0.00169662, 3.5797e-05, 0.00148168, 3.13884e-05, 0.00128527, 2.73124e-05, 0.00110492, 2.35305e-05, 0.000938376, 2.00068e-05, 0.000783566, 1.6708e-05, 0.000638551, 1.36027e-05, 0.000501518, 1.06616e-05, 0.000370754, 7.85681e-06, 0.000244624, 5.16182e-06, 0.000121553, 2.55109e-06
