time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1640235063.713034630,0.000133585,-4.1853e-06,0.000133317,6.79266e-07,1.22918e-09,-2.86642e-07
1640235063.773271561,0.000133574,-4.18532e-06,0.000133321,6.4217e-07,1.15487e-09,-2.74564e-07
1640235063.833525419,0.000133582,-4.1853e-06,0.000133317,6.27581e-07,1.1217e-09,-2.67353e-07
1640235063.873790264,0.000133558,-4.18535e-06,0.000133328,5.82882e-07,1.03734e-09,-2.55242e-07
1640235063.914047956,0.000133558,-4.18535e-06,0.000133328,5.67454e-07,1.00561e-09,-2.49389e-07
1640235063.967798710,0.000133558,-4.18535e-06,0.000133328,5.4729e-07,9.64322e-10,-2.41766e-07
1640235064.014454842,0.000133583,-4.1853e-06,0.000133317,5.60186e-07,9.82208e-10,-2.41766e-07
1640235064.047401905,0.000133558,-4.18535e-06,0.000133328,5.1833e-07,9.05419e-10,-2.30867e-07
1640235064.115027666,0.000133572,-4.18533e-06,0.000133322,5.11096e-07,8.86138e-10,-2.25578e-07
1640235064.175367355,0.000133558,-4.18535e-06,0.000133328,4.74432e-07,8.16916e-10,-2.14408e-07
1640235064.215580702,0.000133558,-4.18535e-06,0.000133328,4.613e-07,7.90628e-10,-2.09498e-07
1640235064.255823135,0.000133558,-4.18535e-06,0.000133328,4.48437e-07,7.64974e-10,-2.04697e-07
1640235064.307438850,0.000133558,-4.18535e-06,0.000133328,4.32307e-07,7.32949e-10,-1.98688e-07
1640235064.356303692,0.000133579,-4.18531e-06,0.000133318,4.42193e-07,7.45414e-10,-1.98688e-07
1640235064.387439013,0.000133558,-4.18535e-06,0.000133328,4.08111e-07,6.85218e-10,-1.89692e-07
1640235064.456714392,0.000133569,-4.18533e-06,0.000133323,4.01721e-07,6.68702e-10,-1.85356e-07
1640235064.516946077,0.000133558,-4.18535e-06,0.000133328,3.71309e-07,6.13268e-10,-1.76017e-07
1640235064.557103634,0.000133558,-4.18535e-06,0.000133328,3.60475e-07,5.92241e-10,-1.71992e-07
1640235064.607409477,0.000133558,-4.18535e-06,0.000133328,3.47222e-07,5.66632e-10,-1.67071e-07
1640235064.657585382,0.000133575,-4.18532e-06,0.00013332,3.54757e-07,5.75077e-10,-1.67071e-07
1640235064.687491179,0.000133558,-4.18535e-06,0.000133328,3.26837e-07,5.27501e-10,-1.59502e-07
1640235064.727358341,0.000133558,-4.18535e-06,0.000133328,3.17057e-07,5.08827e-10,-1.55866e-07
1640235064.818297863,0.000133558,-4.18535e-06,0.000133328,2.95732e-07,4.68313e-10,-1.47926e-07
1640235064.858526707,0.000133558,-4.18535e-06,0.000133328,2.86639e-07,4.51152e-10,-1.44537e-07
1640235064.908104897,0.000133558,-4.18535e-06,0.000133328,2.75711e-07,4.30622e-10,-1.4046e-07
1640235064.947338820,0.000133558,-4.18535e-06,0.000133328,2.67273e-07,4.14844e-10,-1.37308e-07
1640235064.987394333,0.000133558,-4.18535e-06,0.000133328,2.58855e-07,3.99165e-10,-1.34157e-07
1640235065.059577942,0.000133566,-4.18534e-06,0.000133324,2.53719e-07,3.8656e-10,-1.31091e-07
1640235065.119854450,0.000133558,-4.18535e-06,0.000133328,2.32546e-07,3.50542e-10,-1.24267e-07
1640235065.160063744,0.000133558,-4.18535e-06,0.000133328,2.25016e-07,3.36734e-10,-1.21423e-07
1640235065.200248718,0.000133558,-4.18535e-06,0.000133328,2.17678e-07,3.23331e-10,-1.18645e-07
1640235065.247430801,0.000133558,-4.18535e-06,0.000133328,2.09286e-07,3.08074e-10,-1.15459e-07
1640235065.287458181,0.000133558,-4.18535e-06,0.000133328,2.02351e-07,2.95526e-10,-1.12819e-07
1640235065.361190319,0.000133564,-4.18534e-06,0.000133324,1.97782e-07,2.84558e-10,-1.1024e-07
1640235065.441637039,0.000133564,-4.18534e-06,0.000133324,1.84593e-07,2.60984e-10,-1.05258e-07
1640235065.461755514,0.000133558,-4.18535e-06,0.000133328,1.74188e-07,2.45117e-10,-1.02005e-07
1640235065.501961946,0.000133558,-4.18535e-06,0.000133328,1.68165e-07,2.3445e-10,-9.96699e-08
1640235065.547482252,0.000133558,-4.18535e-06,0.000133328,1.61529e-07,2.22756e-10,-9.70876e-08
1640235065.587387323,0.000133558,-4.18535e-06,0.000133328,1.5587e-07,2.12831e-10,-9.48757e-08
1640235065.627526522,0.000133558,-4.18535e-06,0.000133328,1.50315e-07,2.03139e-10,-9.2695e-08
1640235065.703021526,0.000133563,-4.18535e-06,0.000133325,1.4635e-07,1.93817e-10,-9.05864e-08
1640235065.783316851,0.000133562,-4.18535e-06,0.000133325,1.35866e-07,1.75771e-10,-8.64927e-08
1640235065.803419590,0.000133558,-4.18535e-06,0.000133328,1.27787e-07,1.64267e-10,-8.37437e-08
1640235065.847489834,0.000133558,-4.18535e-06,0.000133328,1.22572e-07,1.55381e-10,-8.1643e-08
1640235065.907490253,0.000133558,-4.18535e-06,0.000133328,1.15713e-07,1.43775e-10,-7.88609e-08
1640235065.967506409,0.000133558,-4.18535e-06,0.000133328,1.09145e-07,1.32739e-10,-7.61735e-08
1640235066.044513464,0.000133561,-4.18535e-06,0.000133325,1.05657e-07,1.24769e-10,-7.44327e-08
1640235066.084720373,0.000133561,-4.18535e-06,0.000133325,1.01508e-07,1.17889e-10,-7.27387e-08
1640235066.104800701,0.000133558,-4.18535e-06,0.000133328,9.51667e-08,1.09534e-10,-7.03709e-08
1640235066.147466421,0.000133558,-4.18535e-06,0.000133328,9.11075e-08,1.02873e-10,-6.86617e-08
1640235066.187466860,0.000133558,-4.18535e-06,0.000133328,8.74147e-08,9.68486e-11,-6.70958e-08
1640235066.265454769,0.000133561,-4.18535e-06,0.000133326,8.42351e-08,8.96891e-11,-6.5563e-08
1640235066.345861435,0.00013356,-4.18535e-06,0.000133326,7.72649e-08,7.85207e-11,-6.26011e-08
1640235066.386071205,0.00013356,-4.18535e-06,0.000133326,7.39479e-08,7.32463e-11,-6.11751e-08
1640235066.426273584,0.00013356,-4.18535e-06,0.000133326,7.07325e-08,6.8164e-11,-5.97821e-08
1640235066.446390629,0.000133558,-4.18535e-06,0.000133328,6.6031e-08,6.26772e-11,-5.77822e-08
1640235066.487477541,0.000133558,-4.18535e-06,0.000133328,6.30187e-08,5.79717e-11,-5.64303e-08
1640235066.547408819,0.000133558,-4.18535e-06,0.000133328,5.87894e-08,5.14231e-11,-5.45108e-08
1640235066.647375584,0.00013356,-4.18535e-06,0.000133326,5.47162e-08,4.33701e-11,-5.26552e-08
1640235066.687605143,0.00013356,-4.18535e-06,0.000133326,5.20989e-08,3.94045e-11,-5.14562e-08
1640235066.727758169,0.00013356,-4.18535e-06,0.000133326,4.95511e-08,3.55859e-11,-5.02775e-08
1640235066.747964859,0.000133558,-4.18535e-06,0.000133328,4.60431e-08,3.21022e-11,-4.85556e-08
1640235066.788153887,0.000133558,-4.18535e-06,0.000133328,4.37331e-08,2.86765e-11,-4.74441e-08
1640235066.847469807,0.000133558,-4.18535e-06,0.000133328,4.04577e-08,2.38696e-11,-4.58466e-08
1640235066.948823452,0.000133559,-4.18535e-06,0.000133326,3.69631e-08,1.71681e-11,-4.42565e-08
1640235066.988972902,0.000133559,-4.18535e-06,0.000133326,3.49198e-08,1.42607e-11,-4.32431e-08
1640235067.029122353,0.000133559,-4.18535e-06,0.000133326,3.29483e-08,1.14787e-11,-4.22539e-08
1640235067.049244404,0.000133558,-4.18535e-06,0.000133328,3.04836e-08,9.60783e-12,-4.08085e-08
1640235067.089470148,0.000133558,-4.18535e-06,0.000133328,2.86969e-08,7.12205e-12,-3.98733e-08
1640235067.147518396,0.000133558,-4.18535e-06,0.000133328,2.62257e-08,3.72785e-12,-3.85586e-08
