time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1639640549.821113110,0.00140804,-0.000520622,3.55986e-05,0.0716371,-0.0318722,0.00479072
1639640549.861573458,0.00145923,-0.000532706,4.93297e-05,0.0724682,-0.031574,0.00465369
1639640549.922346592,0.00296097,-0.00120182,7.85049e-05,0.0737068,-0.0325183,0.00259387
1639640549.983102798,0.00155137,-0.000567522,3.49267e-05,0.0731295,-0.0315858,0.00354304
1639640550.043717861,0.00161643,-0.00059618,3.91776e-05,0.073688,-0.0318897,0.00365939
1639640550.084851980,0.000243274,-1.43202e-06,-2.84347e-05,0.0728791,-0.032018,0.00461202
1639640550.124703646,0.00169187,-0.000640196,4.75904e-05,0.0735196,-0.0324401,0.00666999
1639640550.165089607,0.00170997,-0.000634205,6.49103e-05,0.0741701,-0.0319432,0.00373716
1639640550.205535889,0.00173923,-0.000647248,6.29277e-05,0.0746359,-0.0321876,0.00260003
1639640550.266138792,0.00325392,-0.00134105,0.000133961,0.0755778,-0.0337927,0.00150883
1639640550.347042322,0.00324828,-0.00138624,0.000221633,0.0754638,-0.0350342,0.0045941
1639640550.387480497,0.0018907,-0.000782578,8.83396e-06,0.0735736,-0.0350628,0.00460601
1639640550.427991152,0.00045747,-0.000104918,-1.41493e-05,0.0719036,-0.0347583,0.00463523
1639640550.468530893,0.00194654,-0.000827815,7.46053e-06,0.0732299,-0.0356638,0.00348525
1639640550.508955479,0.00198298,-0.000847098,6.01111e-05,0.0735145,-0.0358153,0.00470656
1639640550.549364328,0.00201409,-0.000871728,1.21785e-05,0.0737529,-0.0363363,0.00453623
1639640550.589726210,0.00169816,-0.000715658,8.31763e-05,0.072786,-0.0357714,0.00350565
1639640550.690883636,0.00319662,-0.001451,0.000119571,0.0738534,-0.0362169,0.00566208
1639640550.731303453,0.00215885,-0.000919799,4.62872e-05,0.0728873,-0.0348099,0.00567663
1639640550.771844149,0.000722472,-0.000229263,6.54498e-07,0.0718,-0.0341059,0.00370113
1639640550.812139273,0.00219606,-0.000931378,9.38126e-05,0.073082,-0.0347316,0.00465111
1639640550.852672338,0.00226958,-0.000981962,2.33322e-05,0.0734514,-0.0355784,0.00363076
1639640550.933561087,0.00169884,-0.000735788,6.07762e-05,0.0728222,-0.0368685,0.00364709
1639640550.994405270,0.00318602,-0.00151436,0.000181198,0.0738129,-0.0382287,0.00465294
1639640551.054986000,0.000956202,-0.000371869,6.84088e-06,0.0724496,-0.0376789,0.00254635
1639640551.075079203,0.00242488,-0.00112299,6.08782e-05,0.0735889,-0.0378692,0.00681864
1639640551.115514517,0.00102409,-0.000401877,2.32333e-05,0.0727688,-0.0373143,0.00469777
1639640551.156000137,0.00250784,-0.00118796,6.63591e-05,0.0731523,-0.038441,0.00361778
1639640551.196567059,0.00252569,-0.0011972,5.91186e-05,0.0725035,-0.0380514,0.00153831
1639640551.287719727,0.00314133,-0.00155829,0.000157814,0.07242,-0.0390825,0.00148033
1639640551.328137875,0.0031164,-0.00155791,9.49202e-05,0.0719494,-0.0391473,0.00258655
1639640551.368523359,0.00313006,-0.00154353,9.66715e-05,0.0724958,-0.0387078,0.0036146
1639640551.409015894,0.00192417,-0.000890621,7.93482e-05,0.0714165,-0.0377249,0.00357469
1639640551.449375629,0.000551074,-0.00016092,-8.53495e-06,0.0697742,-0.0361293,0.00475898
1639640551.489723206,0.00200504,-0.000902354,0.00010689,0.0717029,-0.0365242,0.00368952
1639640551.591043472,0.000661422,-0.000214603,5.48207e-06,0.0712569,-0.0363278,0.00577009
1639640551.631263018,0.00357166,-0.00169527,0.000218419,0.0734995,-0.037429,0.00574371
1639640551.671800137,0.00316569,-0.0015025,0.00017994,0.0731954,-0.0376618,0.00466194
1639640551.712222338,0.00317836,-0.00150253,0.000162571,0.0737779,-0.0377466,0.00770887
1639640551.752763987,0.00225138,-0.00106492,8.63697e-05,0.0726149,-0.0386387,0.0026105
1639640551.833475590,0.00231553,-0.00112247,0.000117331,0.0731654,-0.0397285,0.0015808
1639640551.874114037,0.00237224,-0.00115896,1.46149e-05,0.0734177,-0.0400149,0.00149996
1639640551.934799671,0.000935959,-0.000377124,1.52885e-05,0.0726647,-0.0394195,0.0025428
1639640551.995453835,0.00171153,-0.000775129,4.69199e-05,0.0733138,-0.0385493,0.0034905
1639640552.015743732,0.0032218,-0.00154799,0.000117765,0.0747633,-0.0385562,0.00353251
1639640552.096608162,0.00256687,-0.00117557,9.20135e-05,0.074327,-0.0373755,0.00251678
1639640552.137180805,0.00113035,-0.000432118,1.57781e-05,0.0732414,-0.0354415,0.00370578
1639640552.177448273,0.00260515,-0.00113127,8.85858e-05,0.0735092,-0.0348594,0.00466361
1639640552.217980862,0.00262915,-0.00114579,0.000122495,0.0730706,-0.0348896,0.00253558
1639640552.278325319,0.00118924,-0.000463566,1.45615e-05,0.0714423,-0.0349184,0.000625384
1639640552.339381695,0.00167978,-0.000705711,4.44854e-05,0.0715413,-0.0350997,0.00228179
1639640552.399969339,0.00312806,-0.00143882,0.000156721,0.0726057,-0.036329,0.00341255
1639640552.440412998,0.00279112,-0.00129321,9.17818e-05,0.0727822,-0.0371035,0.00255458
1639640552.480930090,0.00138309,-0.000580396,1.24112e-05,0.0718031,-0.0365251,0.00251058
1639640552.521377087,0.00285926,-0.00131756,0.000114737,0.0730342,-0.0367702,0.0047199
1639640552.561785221,0.00290472,-0.00134433,0.000121493,0.0733987,-0.0370634,0.00264479
1639640552.622339487,0.00149713,-0.000642619,1.88058e-05,0.0721698,-0.0369377,0.00253952
1639640552.703242779,0.00450632,-0.00219942,0.000244851,0.0743827,-0.0385125,0.00478895
1639640552.733577728,0.00242583,-0.00111915,9.38459e-05,0.0726723,-0.0372259,0.00360231
1639640552.774067402,0.00234315,-0.00105321,0.000102599,0.0726344,-0.0362599,0.00467859
1639640552.814518690,0.000944397,-0.000354277,-1.20986e-05,0.0716557,-0.0360437,0.00254092
1639640552.854951143,0.00241327,-0.00107306,7.31678e-05,0.0725804,-0.0357158,0.00262661
1639640552.895574570,0.00244928,-0.00107532,7.73462e-05,0.0722678,-0.0350122,0.00259282
1639640552.956236362,0.00102773,-0.000376855,3.47845e-05,0.0707839,-0.0338207,0.00468394
1639640553.037191629,0.00400611,-0.00176222,0.000244687,0.07353,-0.0341216,0.00461039
1639640553.077711582,0.0031571,-0.00137412,0.00013757,0.0729752,-0.0342842,0.00458006
1639640553.118077278,0.00261791,-0.00112219,9.83535e-05,0.0728998,-0.0343852,0.00350885
1639640553.158481121,0.0011929,-0.000460096,4.00005e-06,0.071845,-0.0347427,0.00448429
1639640553.198981762,0.002698,-0.00120305,0.000129004,0.0728087,-0.0358002,0.00362439
1639640553.259664774,0.0012992,-0.000519996,4.03077e-05,0.0723917,-0.0355792,0.00458424
1639640553.340422630,0.00135644,-0.000550758,3.81503e-05,0.0726344,-0.035862,0.00669713
1639640553.380956650,0.00125963,-0.000649298,2.06778e-05,0.0661128,-0.0411127,0.00575636
1639640553.421339989,0.0030174,-0.00280589,0.000144182,0.0446904,-0.0543032,-0.000760695
1639640553.461796284,0.00300025,-0.00246059,-0.000475698,0.0214665,-0.0720892,0.00601588
1639640553.502345085,0.00640389,-0.00145078,-0.000364523,-0.0138971,-0.0853162,0.00131645
1639640553.563032627,0.0136907,-0.00180168,-0.000513727,-0.0392501,-0.101478,-0.00629094
1639640553.643423080,0.0280783,-0.00185593,-0.000314616,-0.0426325,-0.100342,-0.00196464
1639640553.684226513,0.0265724,-0.00582194,-0.000432915,-0.0444217,-0.100919,-0.00573052
1639640553.724631310,0.0405159,-0.00390933,-0.000457613,-0.0356205,-0.0985265,-0.0107526
1639640553.765090942,0.0431306,-0.00220351,-0.0147851,-0.0309189,-0.0953053,-0.00815255
1639640553.805559158,0.0478662,-0.0041208,-0.0146034,-0.0222722,-0.0910636,-0.00671458
1639640553.846001863,0.0585286,-0.00445101,-0.0143345,-0.0189092,-0.0911033,-0.00694195
1639640553.947301149,0.0934657,-0.00347795,-0.012868,0.0129414,-0.080882,-0.00652998
1639640553.987671852,0.105646,-0.00363585,-0.012269,0.0229052,-0.0772382,-0.00546834
1639640554.028169394,0.106789,-0.00683637,-0.012539,0.0294968,-0.0778758,-0.0167768
1639640554.068649530,0.125605,-0.00541625,-0.0116429,0.0487644,-0.0761687,-0.0157026
1639640554.109071732,0.149422,-0.00293593,-0.00939176,0.0691083,-0.071223,-0.0127755
1639640554.179873943,0.165105,-0.00524176,-0.0089703,0.0922736,-0.0685342,-0.0124804
1639640554.220371008,0.21319,-0.00672813,-0.0470366,0.128545,-0.0691491,-0.00747695
1639640554.280989408,0.237138,-0.00666746,-0.0454141,0.141989,-0.0635478,-0.00290386
1639640554.341605902,0.253491,-0.00867315,-0.044831,0.151654,-0.0584257,-0.00815232
1639640554.364805222,0.267959,-0.00716144,-0.0432418,0.15719,-0.0564351,-0.0121385
1639640554.402292013,0.273881,-0.00950902,-0.0438264,0.161771,-0.0552766,-0.0218179
1639640554.485011816,0.3085,-0.00845632,-0.0395001,0.190759,-0.0485045,-0.0247897
1639640554.523332357,0.315796,-0.0105447,-0.0404825,0.194905,-0.0460475,-0.0269421
1639640554.584768534,0.339627,-0.0101,-0.0372303,0.203465,-0.0436257,-0.0323958
1639640554.644910336,0.35751,-0.0114614,-0.0364999,0.209451,-0.0451862,-0.031456
1639640554.665169716,0.367158,-0.0105032,-0.0345555,0.21359,-0.0419759,-0.0305811
1639640554.705612183,0.383709,-0.00972749,-0.0320323,0.222727,-0.0397198,-0.0306992
1639640554.786562204,0.411625,-0.00998173,-0.0295214,0.235701,-0.040984,-0.0271116
1639640554.826963902,0.425584,-0.0100943,-0.0283283,0.239581,-0.0387198,-0.0280653
1639640554.867502213,0.435289,-0.0119782,-0.0294663,0.241609,-0.0398298,-0.0241055
1639640554.928248405,0.45771,-0.0110908,-0.0263658,0.249762,-0.0391903,-0.0263022
1639640554.988810539,0.47679,-0.01207,-0.0255674,0.259043,-0.0393709,-0.0244125
1639640555.029375553,0.490778,-0.0118751,-0.0247462,0.264137,-0.0353564,-0.0262092
1639640555.089904308,0.512582,-0.0116343,-0.0235106,0.264033,-0.0276213,-0.0241435
1639640555.150567055,0.534998,-0.0106427,-0.0209975,0.276537,-0.0232845,-0.0257061
1639640555.170870066,0.543175,-0.00995361,-0.0196562,0.280314,-0.0198234,-0.0237732
1639640555.211295128,0.556747,-0.00985066,-0.0187876,0.289372,-0.0163483,-0.0227478
