time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1639639845.075332642,0.00143632,-0.000771819,0.000189625,0.0621593,-0.0383556,0.00462495
1639639845.156254053,0.000598834,-0.000263913,0.000123493,0.0611893,-0.0388941,0.00567899
1639639845.196711540,0.00062283,-0.00027912,0.000113004,0.0613654,-0.0389881,0.00358373
1639639845.257427931,0.0019044,-0.00108869,0.000226657,0.0623594,-0.0394704,0.00273364
1639639845.318126678,0.000705032,-0.000328195,0.000110052,0.0611218,-0.0384384,0.00251543
1639639845.337964773,0.0019157,-0.00109392,0.000158639,0.0615185,-0.0388564,0.000554496
1639639845.378820658,0.00195002,-0.0011358,0.000184144,0.0611625,-0.0394335,0.00449277
1639639845.459669352,0.000789954,-0.000376818,0.000144603,0.0606453,-0.0376263,0.0048399
1639639845.500046492,0.000809457,-0.000385364,0.000135801,0.0598257,-0.0367689,0.0036754
1639639845.540628433,0.000852282,-0.000389698,0.00013162,0.0603129,-0.034984,0.00465042
1639639845.601211548,0.00210555,-0.00105408,0.000242928,0.0613946,-0.0331777,0.00479797
1639639845.661889076,0.000917145,-0.000397816,0.000155302,0.0601113,-0.0324611,0.00466059
1639639845.722568989,0.00217589,-0.00110171,0.000263652,0.0610185,-0.0337236,0.00566721
1639639845.763042212,0.00097623,-0.000447977,0.000183278,0.0596344,-0.0337169,0.00675282
1639639845.803531885,0.00100612,-0.000465274,0.000200729,0.0592592,-0.0335228,0.00572545
1639639845.844024181,0.00103586,-0.000488805,0.00016533,0.0593933,-0.0340901,0.00361331
1639639845.884436607,0.00106485,-0.000493561,0.000170331,0.0599154,-0.0335045,0.00674262
1639639845.924772501,0.00108468,-0.000502098,0.000192542,0.0596744,-0.0331907,0.00576549
1639639845.985465050,0.00234491,-0.00122097,0.000263705,0.0609963,-0.034506,0.00478956
1639639846.066399097,0.00118344,-0.000583046,0.000183049,0.0598083,-0.0349414,0.00463276
1639639846.109611034,0.000187892,-2.99068e-06,9.22674e-05,0.0599265,-0.035564,0.00474064
1639639846.147379160,0.00125003,-0.000638761,0.000207091,0.0605337,-0.0363366,0.00470696
1639639846.187760115,0.0012848,-0.00065998,0.000176839,0.0610674,-0.0366447,0.00473228
1639639846.228268623,0.00132145,-0.000679854,0.000179825,0.0612841,-0.0366269,0.00464625
1639639846.268763781,0.00134678,-0.000693945,0.000195432,0.0611649,-0.0364831,0.00253823
1639639846.369773626,0.00263241,-0.00149037,0.000322302,0.0616993,-0.0376727,0.00469385
1639639846.410261393,0.00143538,-0.000762327,0.000167706,0.0607821,-0.0370354,0.0035918
1639639846.450693369,0.000251553,-4.18595e-05,9.61187e-05,0.0596583,-0.0364336,0.00361422
1639639846.491164684,0.00149053,-0.000781899,0.000170478,0.0609891,-0.0364183,0.00353356
1639639846.531633854,0.00151415,-0.000798311,0.000174776,0.0607996,-0.0364397,0.00565223
1639639846.602462053,0.000959549,-0.000460828,0.000154868,0.060668,-0.0359877,0.00363217
1639639846.663095236,0.00224052,-0.00121919,0.000302662,0.0620459,-0.036757,0.00580836
1639639846.703509569,0.00103344,-0.000504079,0.000172223,0.0615977,-0.0365094,0.00382146
1639639846.749604464,0.000187892,-2.99101e-06,9.22675e-05,0.0610896,-0.0371159,0.00371922
1639639846.784510136,0.00108346,-0.00056922,0.000156115,0.0611646,-0.0388279,0.00352318
1639639846.824999094,0.00112082,-0.000589467,0.000175968,0.0610463,-0.0384611,0.00474457
1639639846.905773163,0.00116001,-0.000608404,0.000170826,0.0603322,-0.0375828,0.00592338
1639639846.946181297,0.00119563,-0.000613549,0.000160487,0.061046,-0.0369153,0.00560999
1639639847.006993055,0.00123477,-0.000625572,0.000155837,0.0608991,-0.0361369,0.00455448
1639639847.069673538,0.000187892,-2.99097e-06,9.22674e-05,0.0600459,-0.0360638,0.00354436
1639639847.087834835,0.00128382,-0.000656353,0.000161715,0.0607029,-0.0361643,0.0057277
1639639847.168740034,0.00133205,-0.000690874,0.000181277,0.0601785,-0.0361929,0.00361382
1639639847.209127665,0.00135217,-0.000701812,0.000161675,0.0603947,-0.0362568,0.00352633
1639639847.249661207,0.00138526,-0.000728745,0.000187217,0.0601873,-0.0365236,0.0057933
1639639847.290174484,0.00140898,-0.000749514,0.000147006,0.0603475,-0.0369575,0.00684828
1639639847.350759983,0.00145745,-0.000760517,0.000234529,0.0605384,-0.0360793,0.0057622
1639639847.411438227,0.000299351,-7.03695e-05,9.81386e-05,0.0596414,-0.0360633,0.0027931
1639639847.472132206,0.00155256,-0.000807811,0.000244775,0.0610601,-0.0359383,0.00371856
1639639847.512642145,0.00158756,-0.000826144,0.000156339,0.0613482,-0.0360247,0.00683979
1639639847.553009033,0.0014183,-0.000736688,0.000129189,0.0610545,-0.0364331,0.00344387
1639639847.593387842,0.00141268,-0.0007336,0.000206945,0.0612084,-0.0365295,0.00473913
1639639847.633979559,0.00142963,-0.000743421,0.000169873,0.0616773,-0.0367821,0.00791422
1639639847.674372911,0.000465368,-0.00017395,0.000113324,0.0606341,-0.0373917,0.00483087
1639639847.735041618,0.000512504,-0.000204539,0.000124244,0.0601844,-0.037393,0.0067246
1639639847.816133738,0.00266499,-0.00149073,0.000238017,0.0617774,-0.0369631,0.00252876
1639639847.856097221,0.00177451,-0.000942428,0.000181979,0.0612637,-0.0361672,0.00061429
1639639847.896869421,0.000625844,-0.000262794,0.000124948,0.060734,-0.0360226,0.00561679
1639639847.937289953,0.00186302,-0.000981077,0.000198248,0.0612494,-0.0356608,0.00161159
1639639847.977782965,0.00189933,-0.000977064,0.000162375,0.0611934,-0.0346419,0.00567487
1639639848.078894377,0.00321047,-0.00165187,0.000307238,0.0624264,-0.0336404,0.00472006
1639639848.119367123,0.00266393,-0.00134943,0.000281408,0.0620499,-0.0335538,0.00349191
1639639848.159784079,0.00266206,-0.00135038,0.000261917,0.0620742,-0.0337172,0.00654552
1639639848.190152645,0.00144059,-0.000676917,0.000183776,0.0617779,-0.0331775,0.00561586
1639639848.230531693,0.000248211,-3.51329e-05,9.6637e-05,0.0609973,-0.0325085,0.00455843
1639639848.271023035,0.00150172,-0.000697854,0.000147946,0.0617862,-0.0326142,0.00444533
1639639848.352014780,0.00155353,-0.000767907,0.000197186,0.0613819,-0.0345402,0.00582936
1639639848.392328739,0.00156976,-0.000789205,0.000222694,0.0614059,-0.0351072,0.00171799
1639639848.453111172,0.00267417,-0.00142899,0.000305332,0.0622329,-0.0358987,0.00786423
1639639848.513781548,0.000438318,-0.000147556,0.000109267,0.0608527,-0.035148,0.00447529
1639639848.534008741,0.00168211,-0.00087653,0.000199264,0.0619285,-0.0363279,0.00363035
1639639848.614838600,0.00174818,-0.000945328,0.000234458,0.0624745,-0.0379004,0.00354596
1639639848.655280590,0.00177297,-0.000945871,0.000181086,0.062231,-0.0370512,0.00365739
1639639848.695791960,0.00181469,-0.000975187,0.000161543,0.0626793,-0.0374991,0.00371056
1639639848.736092091,0.00183276,-0.00096577,0.000137629,0.0628854,-0.0367486,0.00159457
1639639848.796870470,0.00314383,-0.001705,0.000303917,0.0637397,-0.0365324,0.00361162
1639639848.857839346,0.0014597,-0.000743223,0.000167002,0.0624926,-0.0363977,0.00359297
1639639848.918173790,0.00226665,-0.00123261,0.000206711,0.0633071,-0.0375626,0.00357927
1639639848.958649635,0.000738923,-0.000331616,0.000136845,0.0621143,-0.0370781,0.00373704
1639639848.999109507,0.0020256,-0.00108097,0.000255582,0.0630526,-0.0369714,0.00478562
1639639849.049743414,0.00269553,-0.00145281,0.000168378,0.0636451,-0.0366739,0.00472295
1639639849.090165854,0.00270134,-0.00143835,0.000242168,0.0634579,-0.0360849,0.00355416
1639639849.130585194,0.00272999,-0.00145708,0.000197051,0.0638036,-0.0364147,0.00255007
1639639849.171044588,0.00273103,-0.00147208,0.000216912,0.0637543,-0.0368694,0.00573393
1639639849.262034178,0.00336931,-0.00177827,0.000370989,0.0640154,-0.0355188,0.004557
1639639849.312592268,0.00286345,-0.00145901,0.000346951,0.0637723,-0.0344596,0.00687846
1639639849.353057623,0.000403259,-0.000115928,0.00010443,0.062357,-0.0326784,0.00366231
