time_stamp [], traj_point [], x_pos [m], y_pos [m], heading [rad], lin_vel [m/s], ang_vel [rad/s]
0.000000000,0,0,0,0,0,0
0.000000000,0,-0.399951,-3.77409e-09,0,0.00197572,0
0.000000000,0,-0.399721,-3.77404e-09,0,0.0079029,0
0.000000000,0,-0.399095,-3.77391e-09,0,0.0177815,0
0.000000000,0,-0.397877,-3.77365e-09,0,0.0316116,0
0.000000000,0,-0.395868,-3.77322e-09,0,0.0493931,0
0.000000000,0,-0.392872,-3.77258e-09,0,0.0711261,0
0.000000000,0,-0.38869,-3.77169e-09,0,0.0968105,0
0.000000000,0,-0.383125,-3.77051e-09,0,0.126446,0
0.000000000,0,-0.375981,-3.76899e-09,0,0.159709,0
0.000000000,0,-0.367196,-3.76711e-09,0,0.19103,0
0.000000000,0,-0.356944,-3.76493e-09,0,0.2184,0
0.000000000,0,-0.345422,-3.76248e-09,0,0.241819,0
0.000000000,0,-0.332828,-3.75979e-09,0,0.261286,0
0.000000000,0,-0.319359,-3.75692e-09,0,0.276802,0
0.000000000,0,-0.305213,-3.75391e-09,0,0.288366,0
0.000000000,0,-0.290588,-3.7508e-09,0,0.295979,0
0.000000000,0,-0.275681,-3.74762e-09,0,0.29964,0
0.000000000,0,-0.260684,-3.74443e-09,0,0.3,0
0.000000000,0,-0.245684,-3.74123e-09,0,0.3,0
0.000000000,0,-0.230684,-3.73804e-09,0,0.3,0
0.000000000,0,-0.215684,-3.73484e-09,0,0.3,0
0.000000000,0,-0.200684,-3.73165e-09,0,0.3,0
0.000000000,0,-0.185684,-3.72845e-09,0,0.3,0
0.000000000,0,-0.170684,-3.72526e-09,0,0.3,0
0.000000000,0,-0.155684,-3.72206e-09,0,0.3,0
0.000000000,0,-0.140684,-3.71887e-09,0,0.3,0
0.000000000,0,-0.125684,-3.71567e-09,0,0.3,0
0.000000000,0,-0.110684,-3.71248e-09,0,0.3,0
0.000000000,0,-0.0956838,-3.70928e-09,0,0.3,0
0.000000000,0,-0.0806838,-3.70609e-09,0,0.3,0
0.000000000,0,-0.0656838,-3.70289e-09,0,0.3,0
0.000000000,0,-0.0506838,-3.6997e-09,0,0.3,0
0.000000000,0,-0.0356838,-3.69651e-09,0,0.3,0
0.000000000,0,-0.0206838,-3.69331e-09,0,0.3,0
0.000000000,0,-0.00568377,-3.69012e-09,0,0.3,0
0.000000000,0,0.00931623,-3.68692e-09,0,0.3,0
0.000000000,0,0.0243162,-3.68373e-09,0,0.3,0
0.000000000,0,0.0393162,-3.68053e-09,0,0.3,0
0.000000000,0,0.0543162,-3.67734e-09,0,0.3,0
0.000000000,0,0.0693162,-3.67414e-09,0,0.3,0
0.000000000,0,0.0843162,-3.67095e-09,0,0.3,0
0.000000000,0,0.0993162,-3.66775e-09,0,0.3,0
0.000000000,0,0.114316,-3.66456e-09,0,0.3,0
