time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1640234647.754970074,0.000102044,-4.46964e-06,-0.000129525,5.74316e-13,-2.22623e-14,1.0185e-12
1640234647.803759336,0.000102044,-4.46964e-06,-0.000129525,5.80076e-13,-2.24658e-14,9.90253e-13
1640234647.843619823,0.000102044,-4.46964e-06,-0.000129525,5.84047e-13,-2.26045e-14,9.67707e-13
1640234647.883621454,0.000102044,-4.46964e-06,-0.000129525,5.87401e-13,-2.27199e-14,9.45556e-13
1640234647.955969810,0.000102044,-4.46964e-06,-0.000129525,6.14859e-13,-2.37569e-14,9.23961e-13
1640234648.036347151,0.000102044,-4.46964e-06,-0.000129525,6.18454e-13,-2.38705e-14,8.82194e-13
1640234648.056416988,0.000102044,-4.46964e-06,-0.000129525,5.95897e-13,-2.29939e-14,8.5575e-13
1640234648.096654654,0.000102044,-4.46964e-06,-0.000129525,5.96627e-13,-2.3011e-14,8.36163e-13
1640234648.143713474,0.000102044,-4.46964e-06,-0.000129525,5.96862e-13,-2.30079e-14,8.13789e-13
1640234648.183706522,0.000102044,-4.46964e-06,-0.000129525,5.96558e-13,-2.29862e-14,7.9521e-13
1640234648.263653994,0.000102044,-4.46964e-06,-0.000129525,5.9472e-13,-2.2897e-14,7.59295e-13
1640234648.337836981,0.000102044,-4.46964e-06,-0.000129525,6.15852e-13,-2.36944e-14,7.41975e-13
1640234648.398122549,0.000102044,-4.46964e-06,-0.000129525,6.16673e-13,-2.37137e-14,7.19055e-13
1640234648.403738022,0.000102044,-4.46964e-06,-0.000129525,5.88209e-13,-2.26179e-14,7.0034e-13
1640234648.443675041,0.000102044,-4.46964e-06,-0.000129525,5.85623e-13,-2.2511e-14,6.84382e-13
1640234648.523658514,0.000102044,-4.46964e-06,-0.000129525,5.79539e-13,-2.22634e-14,6.53466e-13
1640234648.563656330,0.000102044,-4.46964e-06,-0.000129525,5.76136e-13,-2.21261e-14,6.38559e-13
1640234648.639323473,0.000102044,-4.46964e-06,-0.000129525,5.9316e-13,-2.2768e-14,6.23957e-13
1640234648.699549675,0.000102044,-4.46964e-06,-0.000129525,6.0051e-13,-2.30411e-14,6.09743e-13
1640234648.699549675,0.000102044,-4.46964e-06,-0.000129525,5.62806e-13,-2.15942e-14,5.90398e-13
1640234648.743649960,0.000102044,-4.46964e-06,-0.000129525,5.57991e-13,-2.14034e-14,5.75586e-13
1640234648.823781490,0.000102044,-4.46964e-06,-0.000129525,5.48548e-13,-2.1031e-14,5.4954e-13
1640234648.863677502,0.000102044,-4.46964e-06,-0.000129525,5.43642e-13,-2.08381e-14,5.37042e-13
1640234648.903731823,0.000102044,-4.46964e-06,-0.000129525,5.38564e-13,-2.06388e-14,5.24781e-13
1640234648.981141806,0.000102044,-4.46964e-06,-0.000129525,5.51918e-13,-2.11418e-14,5.128e-13
1640234649.041491270,0.000102044,-4.46964e-06,-0.000129525,5.56223e-13,-2.13002e-14,5.01146e-13
1640234649.041491270,0.000102044,-4.46964e-06,-0.000129525,5.20045e-13,-1.99146e-14,4.84694e-13
1640234649.083573341,0.000102044,-4.46964e-06,-0.000129525,5.14137e-13,-1.96842e-14,4.73086e-13
1640234649.163685083,0.000102044,-4.46964e-06,-0.000129525,5.02484e-13,-1.92307e-14,4.51687e-13
1640234649.203641891,0.000102044,-4.46964e-06,-0.000129525,4.96596e-13,-1.90018e-14,4.41406e-13
1640234649.282709122,0.000102044,-4.46964e-06,-0.000129525,5.07354e-13,-1.94067e-14,4.31343e-13
1640234649.323724270,0.000102044,-4.46964e-06,-0.000129525,4.78474e-13,-1.82987e-14,4.11896e-13
1640234649.363108158,0.000102044,-4.46964e-06,-0.000129525,4.94667e-13,-1.89149e-14,4.11896e-13
1640234649.403256416,0.000102044,-4.46964e-06,-0.000129525,4.88228e-13,-1.86655e-14,4.02507e-13
1640234649.463813066,0.000102044,-4.46964e-06,-0.000129525,4.56695e-13,-1.74556e-14,3.79931e-13
1640234649.503700495,0.000102044,-4.46964e-06,-0.000129525,4.5034e-13,-1.721e-14,3.71251e-13
1640234649.584107637,0.000102044,-4.46964e-06,-0.000129525,4.58726e-13,-1.75251e-14,3.62758e-13
1640234649.624266863,0.000102044,-4.46964e-06,-0.000129525,4.3129e-13,-1.64744e-14,3.46341e-13
1640234649.664418936,0.000102044,-4.46964e-06,-0.000129525,4.45344e-13,-1.70088e-14,3.46341e-13
1640234649.744824171,0.000102044,-4.46964e-06,-0.000129525,4.31997e-13,-1.64943e-14,3.30676e-13
1640234649.764937639,0.000102044,-4.46964e-06,-0.000129525,4.08903e-13,-1.56114e-14,3.19353e-13
1640234649.805101871,0.000102044,-4.46964e-06,-0.000129525,4.02532e-13,-1.5366e-14,3.12047e-13
1640234649.843695879,0.000102044,-4.46964e-06,-0.000129525,3.96341e-13,-1.51277e-14,3.05142e-13
1640234649.925601244,0.000102044,-4.46964e-06,-0.000129525,4.01898e-13,-1.53357e-14,2.97895e-13
1640234649.965777636,0.000102044,-4.46964e-06,-0.000129525,3.77138e-13,-1.43889e-14,2.84415e-13
1640234650.046123266,0.000102044,-4.46964e-06,-0.000129525,3.82168e-13,-1.45771e-14,2.77903e-13
1640234650.086289406,0.000102044,-4.46964e-06,-0.000129525,3.75659e-13,-1.43271e-14,2.71544e-13
1640234650.126508236,0.000102044,-4.46964e-06,-0.000129525,3.61743e-13,-1.37946e-14,2.62663e-13
1640234650.163726568,0.000102044,-4.46964e-06,-0.000129525,3.46391e-13,-1.32076e-14,2.53679e-13
1640234650.223663568,0.000102044,-4.46964e-06,-0.000129525,3.37222e-13,-1.28557e-14,2.45019e-13
1640234650.267230272,0.000102044,-4.46964e-06,-0.000129525,3.30635e-13,-1.2603e-14,2.38914e-13
1640234650.347592354,0.000102044,-4.46964e-06,-0.000129525,3.34114e-13,-1.27326e-14,2.33451e-13
1640234650.387805223,0.000102044,-4.46964e-06,-0.000129525,3.27961e-13,-1.24967e-14,2.28105e-13
1640234650.428030968,0.000102044,-4.46964e-06,-0.000129525,3.15909e-13,-1.20361e-14,2.20832e-13
1640234650.463687420,0.000102044,-4.46964e-06,-0.000129525,3.01817e-13,-1.1498e-14,2.13292e-13
1640234650.508412361,0.000102044,-4.46964e-06,-0.000129525,3.04118e-13,-1.15842e-14,2.10828e-13
1640234650.568648815,0.000102044,-4.46964e-06,-0.000129525,3.02435e-13,-1.15182e-14,2.06004e-13
1640234650.649009943,0.000102044,-4.46964e-06,-0.000129525,2.89141e-13,-1.10095e-14,1.96126e-13
1640234650.689410925,0.000102044,-4.46964e-06,-0.000129525,2.83481e-13,-1.07928e-14,1.91638e-13
1640234650.729594946,0.000102044,-4.46964e-06,-0.000129525,2.77775e-13,-1.05744e-14,1.8723e-13
1640234650.769764662,0.000102044,-4.46964e-06,-0.000129525,2.67698e-13,-1.01897e-14,1.81443e-13
1640234650.803892136,0.000102044,-4.46964e-06,-0.000129525,2.55127e-13,-9.71029e-15,1.75238e-13
1640234650.850083351,0.000102044,-4.46964e-06,-0.000129525,2.56877e-13,-9.7757e-15,1.73206e-13
1640234650.890297413,0.000102044,-4.46964e-06,-0.000129525,2.51721e-13,-9.57851e-15,1.69276e-13
1640234650.990801573,0.000102044,-4.46964e-06,-0.000129525,2.42573e-13,-9.228e-15,1.60979e-13
1640234651.030946016,0.000102044,-4.46964e-06,-0.000129525,2.37428e-13,-9.03134e-15,1.5729e-13
1640234651.071111202,0.000102044,-4.46964e-06,-0.000129525,2.32388e-13,-8.83874e-15,1.53696e-13
1640234651.111300707,0.000102044,-4.46964e-06,-0.000129525,2.24102e-13,-8.52268e-15,1.49097e-13
1640234651.143740416,0.000102044,-4.46964e-06,-0.000129525,2.13087e-13,-8.10312e-15,1.43996e-13
1640234651.231842995,0.000102044,-4.46964e-06,-0.000129525,2.09785e-13,-7.97579e-15,1.39081e-13
1640234651.292114735,0.000102044,-4.46964e-06,-0.000129525,2.07724e-13,-7.89623e-15,1.35908e-13
1640234651.332317829,0.000102044,-4.46964e-06,-0.000129525,2.01114e-13,-7.64419e-15,1.32153e-13
1640234651.372518301,0.000102044,-4.46964e-06,-0.000129525,1.96601e-13,-7.4719e-15,1.2913e-13
1640234651.412726402,0.000102044,-4.46964e-06,-0.000129525,1.92157e-13,-7.30227e-15,1.26176e-13
1640234651.453308344,0.000102044,-4.46964e-06,-0.000129525,1.85408e-13,-7.0451e-15,1.22504e-13
1640234651.533602476,0.000102044,-4.46964e-06,-0.000129525,1.76971e-13,-6.72316e-15,1.16958e-13
1640234651.573771238,0.000102044,-4.46964e-06,-0.000129525,1.72872e-13,-6.5668e-15,1.14285e-13
1640234651.623645782,0.000102044,-4.46964e-06,-0.000129525,1.62008e-13,-6.15332e-15,1.09128e-13
1640234651.674221516,0.000102044,-4.46964e-06,-0.000129525,1.57187e-13,-5.96946e-15,1.05985e-13
1640234651.714376926,0.000102044,-4.46964e-06,-0.000129525,1.60857e-13,-6.10824e-15,1.05985e-13
1640234651.754523993,0.000102044,-4.46964e-06,-0.000129525,1.57012e-13,-5.96164e-15,1.03563e-13
1640234651.823687077,0.000102044,-4.46964e-06,-0.000129525,1.43571e-13,-5.45033e-15,9.72276e-14
1640234651.875106573,0.000102044,-4.46964e-06,-0.000129525,1.44328e-13,-5.47838e-15,9.61096e-14
1640234651.915349960,0.000102044,-4.46964e-06,-0.000129525,1.40813e-13,-5.34439e-15,9.39173e-14
1640234651.963797331,0.000102044,-4.46964e-06,-0.000129525,1.31591e-13,-4.99377e-15,8.96653e-14
1640234652.015854597,0.000102044,-4.46964e-06,-0.000129525,1.27338e-13,-4.83176e-15,8.70093e-14
1640234652.096219778,0.000102044,-4.46964e-06,-0.000129525,1.2685e-13,-4.81226e-15,8.50193e-14
1640234652.136408091,0.000102044,-4.46964e-06,-0.000129525,1.2254e-13,-4.64826e-15,8.27155e-14
1640234652.163575172,0.000102044,-4.46964e-06,-0.000129525,1.15848e-13,-4.39412e-15,7.99023e-14
1640234652.216795444,0.000102044,-4.46964e-06,-0.000129525,1.16353e-13,-4.41265e-15,7.89792e-14
1640234652.263628006,0.000102044,-4.46964e-06,-0.000129525,1.08509e-13,-4.11469e-15,7.54148e-14
1640234652.337360859,0.000102044,-4.46964e-06,-0.000129525,1.07519e-13,-4.07633e-15,7.36906e-14
1640234652.357460976,0.000102044,-4.46964e-06,-0.000129525,1.08619e-13,-4.11784e-15,7.36906e-14
1640234652.437958002,0.000102044,-4.46964e-06,-0.000129525,1.01284e-13,-3.83893e-15,6.98016e-14
1640234652.478139639,0.000102044,-4.46964e-06,-0.000129525,9.79045e-14,-3.71044e-15,6.79797e-14
1640234652.503666639,0.000102044,-4.46964e-06,-0.000129525,9.23712e-14,-3.50049e-15,6.5661e-14
1640234652.558528185,0.000102044,-4.46964e-06,-0.000129525,9.268e-14,-3.51167e-15,6.49048e-14
1640234652.603678226,0.000102044,-4.46964e-06,-0.000129525,8.62142e-14,-3.26627e-15,6.19763e-14
1640234652.699147701,0.000102044,-4.46964e-06,-0.000129525,8.60867e-14,-3.26058e-15,6.0563e-14
1640234652.739300251,0.000102044,-4.46964e-06,-0.000129525,8.17371e-14,-3.09548e-15,5.84978e-14
1640234652.763645411,0.000102044,-4.46964e-06,-0.000129525,7.7031e-14,-2.91704e-15,5.65075e-14
1640234652.819708109,0.000102044,-4.46964e-06,-0.000129525,7.72091e-14,-2.92331e-15,5.58563e-14
1640234652.859903574,0.000102044,-4.46964e-06,-0.000129525,7.50171e-14,-2.83998e-15,5.45805e-14
1640234652.900070906,0.000102044,-4.46964e-06,-0.000129525,7.28795e-14,-2.75873e-15,5.33364e-14
1640234652.943720341,0.000102044,-4.46964e-06,-0.000129525,6.76318e-14,-2.55975e-15,5.09311e-14
1640234653.040799141,0.000102044,-4.46964e-06,-0.000129525,6.60081e-14,-2.49756e-15,4.92878e-14
1640234653.081002712,0.000102044,-4.46964e-06,-0.000129525,6.38317e-14,-2.4149e-15,4.80762e-14
1640234653.103698254,0.000102044,-4.46964e-06,-0.000129525,6.00516e-14,-2.27173e-15,4.64403e-14
1640234653.161442518,0.000102044,-4.46964e-06,-0.000129525,6.00988e-14,-2.2731e-15,4.59058e-14
1640234653.201643944,0.000102044,-4.46964e-06,-0.000129525,5.83021e-14,-2.20485e-15,4.48603e-14
1640234653.241849661,0.000102044,-4.46964e-06,-0.000129525,5.65419e-14,-2.138e-15,4.38365e-14
1640234653.323758841,0.000102044,-4.46964e-06,-0.000129525,5.07299e-14,-1.9177e-15,4.09059e-14
1640234653.382537365,0.000102044,-4.46964e-06,-0.000129525,5.19195e-14,-1.96228e-15,4.09059e-14
1640234653.422782660,0.000102044,-4.46964e-06,-0.000129525,4.91373e-14,-1.85686e-15,3.95161e-14
1640234653.443704128,0.000102044,-4.46964e-06,-0.000129525,4.61414e-14,-1.74351e-15,3.81694e-14
1640234653.503134727,0.000102044,-4.46964e-06,-0.000129525,4.6087e-14,-1.74108e-15,3.77302e-14
1640234653.583574057,0.000102044,-4.46964e-06,-0.000129525,4.31988e-14,-1.63148e-15,3.60312e-14
1640234653.623746634,0.000102044,-4.46964e-06,-0.000129525,4.18054e-14,-1.57861e-15,3.52099e-14
1640234653.663945198,0.000102044,-4.46964e-06,-0.000129525,3.85724e-14,-1.45629e-15,3.36192e-14
1640234653.724225760,0.000102044,-4.46964e-06,-0.000129525,3.66756e-14,-1.38434e-15,3.24694e-14
1640234653.764377594,0.000102044,-4.46964e-06,-0.000129525,3.71761e-14,-1.40301e-15,3.24694e-14
1640234653.844744205,0.000102044,-4.46964e-06,-0.000129525,3.47447e-14,-1.3108e-15,3.10125e-14
1640234653.884942532,0.000102044,-4.46964e-06,-0.000129525,3.35259e-14,-1.2646e-15,3.02875e-14
1640234653.925124407,0.000102044,-4.46964e-06,-0.000129525,3.23735e-14,-1.22091e-15,2.9594e-14
1640234653.965283871,0.000102044,-4.46964e-06,-0.000129525,3.1252e-14,-1.17839e-15,2.89167e-14
1640234654.005443335,0.000102044,-4.46964e-06,-0.000129525,3.0161e-14,-1.13704e-15,2.82551e-14
1640234654.065708160,0.000102044,-4.46964e-06,-0.000129525,2.92673e-14,-1.10303e-15,2.76087e-14
1640234654.143716812,0.000102044,-4.46964e-06,-0.000129525,2.5382e-14,-9.56211e-16,2.54886e-14
1640234654.183738232,0.000102044,-4.46964e-06,-0.000129525,2.44598e-14,-9.21279e-16,2.49042e-14
1640234654.226351023,0.000102044,-4.46964e-06,-0.000129525,2.47262e-14,-9.311e-16,2.49042e-14
1640234654.266504049,0.000102044,-4.46964e-06,-0.000129525,2.37394e-14,-8.93739e-16,2.4297e-14
1640234654.306656837,0.000102044,-4.46964e-06,-0.000129525,2.28549e-14,-8.60243e-16,2.37414e-14
1640234654.346854687,0.000102044,-4.46964e-06,-0.000129525,2.19954e-14,-8.27694e-16,2.31984e-14
1640234654.403738976,0.000102044,-4.46964e-06,-0.000129525,1.98496e-14,-7.46679e-16,2.19348e-14
1640234654.483738661,0.000102044,-4.46964e-06,-0.000129525,1.83402e-14,-6.89544e-16,2.09412e-14
1640234654.523781776,0.000102044,-4.46964e-06,-0.000129525,1.76177e-14,-6.62202e-16,2.0461e-14
1640234654.567988396,0.000102044,-4.46964e-06,-0.000129525,1.77536e-14,-6.67105e-16,2.0461e-14
1640234654.608152866,0.000102044,-4.46964e-06,-0.000129525,1.69549e-14,-6.36905e-16,1.9944e-14
