vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,0.00094354,0.00101115,6.24592,6.24645
0,0,0,0,0.000941552,0.00094354,6.24592,6.24645
0,0,0,0,0.000923655,0.000783463,6.24592,6.24645
0,0,0,0,0.000861016,0.000365871,6.24592,6.24645
0,0,0,0,0.000680059,6.28286,6.24592,6.24645
0,0,0,0,0.000260478,6.28247,6.24592,6.24645
0,0,0,0,6.28272,6.28243,6.24592,6.24645
0,0,0,0,6.28247,6.28243,6.24592,6.24645
0,0,0,0,6.28244,6.28245,6.24592,6.24645
0,0,0,0,6.28244,6.2825,6.24592,6.24645
0,0,0,0,6.28245,6.28261,6.24592,6.24645
0,0,0,0,6.28248,6.28284,6.24592,6.24645
0,0,0,0,6.28257,6.28312,6.24592,6.24645
0,0,0,0,6.28279,0.000332066,6.24592,6.24645
0,0,0,0,6.28311,0.000760595,6.24592,6.24645
0,0,0,0,0.000479217,0.000823234,6.24592,6.24645
0,0,0,0,0.000983311,0.000821245,6.24592,6.24645
0,0,0,0,0.000999219,0.000799371,6.24592,6.24645
0,0,0,0,0.000995242,0.00072679,6.24592,6.24645
0,0,0,0,0.000968397,0.000540862,6.24592,6.24645
0,0,0,0,0.00086201,0.000172983,6.24592,6.24645
0,0,0,0,0.000559753,6.28271,6.24592,6.24645
0,0,0,0,6.28307,6.28249,6.24592,6.24645
0,0,0,0,6.28237,6.28245,6.24592,6.24645
0,0,0,0,6.28222,6.28245,6.24592,6.24645
0,0,0,0,6.28221,6.28246,6.24592,6.24645
0,0,0,0,6.28222,6.28248,6.24592,6.24645
0,0,0,0,6.28226,6.28257,6.24592,6.24645
0,0,0,0,6.28238,6.28277,6.24592,6.24645
0,0,0,0,6.28274,6.28308,6.24592,6.24645
0,0,0,0,6.28317,0.000322123,6.24592,6.24645
0,0,0,0,0.000490154,0.000806331,6.24592,6.24645
0,0,0,0,0.000784457,0.000865987,6.24592,6.24645
0,0,0,0,0.000785452,0.000863005,6.24592,6.24645
0,0,0,0,0.00078048,0.000840136,6.24592,6.24645
0,0,0,0,0.000751647,0.000769543,6.24592,6.24645
0,0,0,0,0.00066614,0.000555776,6.24592,6.24645
0,0,0,0,0.000442429,9.94069e-05,6.24592,6.24645
0,0,0,0,6.28311,6.28266,6.24592,6.24645
0,0,0,0,6.2826,6.28245,6.24592,6.24645
0,0,0,0,6.28251,6.28241,6.24592,6.24645
0,0,0,0,6.2825,6.28241,6.24592,6.24645
0,0,0,0,6.2825,6.28241,6.24592,6.24645
0,0,0,0,6.28252,6.28244,6.24592,6.24645
0,0,0,0,6.28257,6.2825,6.24592,6.24645
0,0,0,0,6.28271,6.28264,6.24592,6.24645
0,0,0,0,6.28298,6.28296,6.24592,6.24645
0,0,0,0,0.000126252,0.000101395,6.24592,6.24645
0,0,0,0,0.000642277,0.000627363,6.24592,6.24645
0,0,0,0,0.000816274,0.000826217,6.24592,6.24645
0,0,0,0,0.000816274,0.000826217,6.24592,6.24645
0,0,0,0,0.000809314,0.000813291,6.24592,6.24645
0,0,0,0,0.000778492,0.000768549,6.24592,6.24645
0,0,0,0,0.000678071,0.000629352,6.24592,6.24645
0,0,0,0,0.000412601,0.00031914,6.24592,6.24645
0,0,0,0,6.28301,6.28288,6.24592,6.24645
0,0,0,0,6.28255,6.28255,6.24592,6.24645
0,0,0,0,6.28252,6.28251,6.24592,6.24645
0,0,0,0,6.28252,6.28252,6.24592,6.24645
0,0,0,0,6.28253,6.28252,6.24592,6.24645
0,0,0,0,6.28256,6.28256,6.24592,6.24645
0,0,0,0,6.28267,6.28264,6.24592,6.24645
0,0,0,0,6.28299,6.28282,6.24592,6.24645
0,0,0,0,0.00024457,6.2831,6.24592,6.24645
0,0,0,0,0.000849085,0.000307209,6.24592,6.24645
0,0,0,0,0.000953483,0.000769543,6.24592,6.24645
0,0,0,0,0.000952489,0.000842125,6.24592,6.24645
0,0,0,0,0.000941552,0.000838148,6.24592,6.24645
0,0,0,0,0.000888856,0.000813291,6.24592,6.24645
0,0,0,0,0.000730767,0.000715853,6.24592,6.24645
0,0,0,0,0.000348968,0.000450383,6.24592,6.24645
0,0,0,0,6.28277,6.28306,6.24592,6.24645
0,0,0,0,6.28234,6.28251,6.24592,6.24645
0,0,0,0,6.28221,6.28239,6.24592,6.24645
0,0,0,0,6.28221,6.28238,6.24592,6.24645
0,0,0,0,6.28221,6.28238,6.24592,6.24645
0,0,0,0,6.28225,6.28239,6.24592,6.24645
0,0,0,0,6.28238,6.28244,6.24592,6.24645
0,0,0,0,6.28275,6.28256,6.24592,6.24645
0,0,0,0,2.68253e-05,6.28283,6.24592,6.24645
0,0,0,0,0.00059157,6.28314,6.24592,6.24645
0,0,0,0,0.000863999,0.000432487,6.24592,6.24645
0,0,0,0,0.00086201,0.000877919,6.24592,6.24645
0,0,0,0,0.000850079,0.000900787,6.24592,6.24645
0,0,0,0,0.000786446,0.000897804,6.24592,6.24645
0,0,0,0,0.000592564,0.000873942,6.24592,6.24645
0,0,0,0,9.44356e-05,0.000804343,6.24592,6.24645
0,0,0,0,6.28255,0.000634323,6.24592,6.24645
0,0,0,0,6.28235,0.000218719,6.24592,6.24645
0,0,0,0,6.28233,6.28279,6.24592,6.24645
0,0,0,0,6.28233,6.28257,6.24592,6.24645
0,0,0,0,6.28236,6.28253,6.24592,6.24645
0,0,0,0,6.28246,6.28252,6.24592,6.24645
0,0,0,0,6.28273,6.28253,6.24592,6.24645
0,0,0,0,6.2831,6.28255,6.24592,6.24645
0,0,0,0,0.000369848,6.28261,6.24592,6.24645
0,0,0,0,0.000831188,6.28273,6.24592,6.24645
0,0,0,0,0.000854056,6.28294,6.24592,6.24645
0,0,0,0,0.000849085,3.77623e-05,6.24592,6.24645
0,0,0,0,0.000820251,0.000466292,6.24592,6.24645
0,0,0,0,0.000727784,0.000707899,6.24592,6.24645
0,0,0,0,0.000466292,0.000716847,6.24592,6.24645
0,0,0,0,6.28304,0.000713864,6.24592,6.24645
0,0,0,0,6.28247,0.000687019,6.24592,6.24645
0,0,0,0,6.28234,0.000602506,6.24592,6.24645
0,0,0,0,6.28233,0.000452372,6.24592,6.24645
0,0,0,0,6.28233,6.28314,6.24592,6.24645
0,0,0,0,6.28234,6.28258,6.24592,6.24645
0,0,0,0,6.2824,6.28247,6.24592,6.24645
0,0,0,0,6.28255,6.28247,6.24592,6.24645
0,0,0,0,6.28287,6.28247,6.24592,6.24645
0,0,0,0,3.08024e-05,6.28251,6.24592,6.24645
0,0,0,0,0.000541856,6.28258,6.24592,6.24645
0,0,0,0,0.000837154,6.2828,6.24592,6.24645
0,0,0,0,0.000837154,6.2831,6.24592,6.24645
0,0,0,0,0.000828205,0.000354934,6.24592,6.24645
0,0,0,0,0.000785452,0.000823234,6.24592,6.24645
0,0,0,0,0.000653214,0.000880901,6.24592,6.24645
0,0,0,0,0.000281358,0.000879907,6.24592,6.24645
0,0,0,0,6.28271,0.000859028,6.24592,6.24645
0,0,0,0,6.2824,0.000795394,6.24592,6.24645
0,0,0,0,6.28235,0.000625375,6.24592,6.24645
0,0,0,0,6.28235,0.00024457,6.24592,6.24645
0,0,0,0,6.28236,6.28283,6.24592,6.24645
0,0,0,0,6.28241,6.28256,6.24592,6.24645
0,0,0,0,6.28255,6.28251,6.24592,6.24645
0,0,0,0,6.28287,6.28251,6.24592,6.24645
0,0,0,0,2.78196e-05,6.28252,6.24592,6.24645
0,0,0,0,0.000541856,6.28254,6.24592,6.24645
0,0,0,0,0.00085505,6.28259,6.24592,6.24645
0,0,0,0,0.000856045,6.28272,6.24592,6.24645
0,0,0,0,0.000852068,6.28293,6.24592,6.24645
0,0,0,0,0.000818263,3.47795e-05,6.24592,6.24645
0,0,0,0,0.000704916,0.000535891,6.24592,6.24645
0,0,0,0,0.00039371,0.000786446,6.24592,6.24645
0,0,0,0,6.2829,0.000802354,6.24592,6.24645
0,0,0,0,6.28245,0.000797383,6.24592,6.24645
0,0,0,0,6.28234,0.000760595,6.24592,6.24645
0,0,0,0,6.28233,0.000642277,6.24592,6.24645
0,0,0,0,6.28234,0.000397687,6.24592,6.24645
0,0,0,0,6.28238,6.283,6.24592,6.24645
0,0,0,0,6.28255,6.28253,6.24592,6.24645
0,0,0,0,6.28293,6.28241,6.24592,6.24645
0,0,0,0,0.000194857,6.2824,6.24592,6.24645
0,0,0,0,0.000842125,6.28241,6.24592,6.24645
0,0,0,0,0.000974363,6.28242,6.24592,6.24645
0,0,0,0,0.000972374,6.28248,6.24592,6.24645
0,0,0,0,0.000945529,6.28261,6.24592,6.24645
0,0,0,0,0.000844114,6.28289,6.24592,6.24645
0,0,0,0,0.000562736,6.28318,6.24592,6.24645
0,0,0,0,6.28309,0.000483194,6.24592,6.24645
0,0,0,0,6.28243,0.000902775,6.24592,6.24645
0,0,0,0,6.28229,0.000912718,6.24592,6.24645
0,0,0,0,6.28228,0.000908741,6.24592,6.24645
0,0,0,0,6.28229,0.000870959,6.24592,6.24645
0,0,0,0,6.28233,0.000768549,6.24592,6.24645
0,0,0,0,6.28245,0.00046828,6.24592,6.24645
0,0,0,0,6.28275,6.28312,6.24592,6.24645
0,0,0,0,6.28313,6.28259,6.24592,6.24645
0,0,0,0,0.000463309,6.28248,6.24592,6.24645
0,0,0,0,0.000911724,6.28248,6.24592,6.24645
0,0,0,0,0.000924649,6.28248,6.24592,6.24645
0,0,0,0,0.000918684,6.2825,6.24592,6.24645
0,0,0,0,0.00088289,6.28255,6.24592,6.24645
0,0,0,0,0.000765566,6.28268,6.24592,6.24645
0,0,0,0,0.000455355,6.28291,6.24592,6.24645
0,0,0,0,6.28299,6.28317,6.24592,6.24645
0,0,0,0,6.28246,0.000409618,6.24592,6.24645
0,0,0,0,6.28236,0.000728778,6.24592,6.24645
0,0,0,0,6.28235,0.000758606,6.24592,6.24645
0,0,0,0,6.28229,0.000622392,6.28312,6.24605
0,0,0,0,6.28181,6.28263,6.28187,6.28226
0,0,0,0,6.28192,6.28168,6.28111,6.28203
0,0,0,0,6.2827,6.28207,6.28123,6.28218
0,0,0,0,0.000872947,0.000202811,6.28168,6.2829
0,0,0,0,0.00133528,0.00116228,6.28266,6.24638
0,0,0,0,0.00105092,0.00101513,6.24597,6.24667
0,0,0,0,6.28264,6.28299,6.24604,6.24675
0,0,0,0,6.27994,6.28028,6.24605,6.24679
0,0,0,0,6.27794,6.2785,6.24605,6.24679
0,0,0,0,6.27688,6.27711,6.24605,6.2468
0,0,0,0,6.26647,6.26724,6.24605,6.2468
0,0,0,0,6.25125,6.25176,6.24605,6.2468
0,0,0,0,6.24777,6.24689,6.24608,6.24674
0,0,0,0,6.25204,6.25041,6.2467,6.24669
0,0,0,0,6.25963,6.2574,6.2479,6.24665
0,0,0,0,6.26414,6.26241,6.24916,6.24646
0,0,0,0,6.2658,6.26482,6.25148,6.24601
0,0,0,0,6.26576,6.26538,6.25333,6.28222
0,0,0,0,6.26223,6.2632,6.2549,6.28121
0,0,0,0,6.25391,6.25447,6.25508,6.2808
0,0,0,0,6.28294,6.28254,6.25508,6.28059
0,0,0,0,6.27518,6.27446,6.25448,6.28054
0,0,0,0,6.26243,6.26155,6.25191,6.28067
0,0,0,0,6.24902,6.24787,6.24813,6.28115
0,0,0,0,6.2366,6.2353,6.24733,6.28202
0,0,0,0,6.22698,6.22507,6.24629,6.28296
0,0,0,0,6.22029,6.21803,6.24613,6.2462
0,0,0,0,6.21573,6.2128,6.24613,6.24647
0,0,0,0,6.21209,6.20852,6.24613,6.24657
0,0,0,0,6.20885,6.20515,6.24613,6.24669
0,0,0,0,6.20643,6.20226,6.24613,6.24672
0,0,0,0,6.20375,6.19939,6.24612,6.2467
0,0,0,0,6.20135,6.19688,6.24612,6.24669
0,0,0,0,6.19869,6.19397,6.24609,6.24673
0,0,0,0,6.19632,6.19154,6.24606,6.24677
0,0,0,0,6.19401,6.1886,6.24594,6.24675
0,0,0,0,6.19165,6.18568,6.24592,6.24671
0,0,0,0,6.18929,6.18286,6.28312,6.24675
0,0,0,0,6.18681,6.17996,6.28307,6.24673
0,0,0,0,6.18487,6.17765,6.28291,6.24676
0,0,0,0,6.18316,6.17532,6.28288,6.24676
0,0,0,0,6.18099,6.17336,6.28294,6.24675
0,0,0,0,6.17911,6.17116,6.28293,6.24671
0,0,0,0,6.17775,6.16936,6.28291,6.24662
0,0,0,0,6.17665,6.16795,6.28284,6.24663
0,0,0,0,6.17549,6.16705,6.28285,6.24662
0,0,0,0,6.17386,6.16545,6.28284,6.24651
0,0,0,0,6.17256,6.16363,6.28287,6.2465
0,0,0,0,6.17177,6.16232,6.28289,6.24649
0,0,0,0,6.17081,6.16139,6.28297,6.24646
0,0,0,0,6.16984,6.16082,6.28244,6.24642
0,0,0,0,6.16982,6.16057,6.28212,6.24648
0,0,0,0,6.16955,6.16017,6.28204,6.24652
0,0,0,0,6.16902,6.15923,6.28208,6.24649
0,0,0,0,6.16818,6.15804,6.28209,6.24649
0,0,0,0,6.16755,6.1571,6.28228,6.24649
0,0,0,0,6.16697,6.15651,6.24598,6.24649
0,0,0,0,6.16673,6.15642,6.24595,6.24641
0,0,0,0,6.16675,6.15648,6.24597,6.24637
0,0,0,0,6.16692,6.15673,6.24611,6.24637
0,0,0,0,6.16726,6.15701,6.24611,6.24635
0,0,0,0,6.16794,6.15752,6.24612,6.24633
0,0,0,0,6.16877,6.15836,6.24612,6.24627
0,0,0,0,6.16965,6.15929,6.24612,6.2462
0,0,0,0,6.17039,6.1604,6.24612,6.24622
0,0,0,0,6.1709,6.16132,6.24612,6.2463
0,0,0,0,6.17132,6.16162,6.24612,6.24632
0,0,0,0,6.17173,6.16205,6.24611,6.24632
0,0,0,0,6.17261,6.16354,6.24605,6.24643
0,0,0,0,6.17377,6.16484,6.24601,6.24654
0,0,0,0,6.17416,6.16537,6.24601,6.24668
0,0,0,0,6.17472,6.16594,6.24601,6.24674
0,0,0,0,6.17507,6.16639,6.24601,6.24674
0,0,0,0,6.17583,6.16723,6.24597,6.24672
0,0,0,0,6.1769,6.16848,6.24597,6.24672
0,0,0,0,6.17815,6.16965,6.28314,6.24675
0,0,0,0,6.17931,6.17074,6.28313,6.24675
