time_stamp [], traj_point [], x_pos [m], y_pos [m], heading [rad], lin_vel [m/s], ang_vel [rad/s]
0.000000000,0,0,0,0,0,0
0.000000000,0,-0.399959,3.74474e-06,-1.93141e-07,0.00197572,0
0.000000000,0,-0.399729,3.74469e-06,-1.93141e-07,0.0079029,0
0.000000000,0,-0.399103,3.74457e-06,-1.93141e-07,0.0177815,0
0.000000000,0,-0.397885,3.74433e-06,-1.93141e-07,0.0316116,0
0.000000000,0,-0.395876,3.74395e-06,-1.93141e-07,0.0493931,0
0.000000000,0,-0.39288,3.74337e-06,-1.93141e-07,0.0711261,0
0.000000000,0,-0.388698,3.74256e-06,-1.93141e-07,0.0968105,0
0.000000000,0,-0.383133,3.74149e-06,-1.93141e-07,0.126446,0
0.000000000,0,-0.375989,3.74011e-06,-1.93141e-07,0.159709,0
0.000000000,0,-0.367204,3.73841e-06,-1.93141e-07,0.19103,0
0.000000000,0,-0.356951,3.73643e-06,-1.93141e-07,0.2184,0
0.000000000,0,-0.34543,3.73421e-06,-1.93141e-07,0.241819,0
0.000000000,0,-0.332835,3.73178e-06,-1.93141e-07,0.261286,0
0.000000000,0,-0.319367,3.72918e-06,-1.93141e-07,0.276802,0
0.000000000,0,-0.305221,3.72645e-06,-1.93141e-07,0.288366,0
0.000000000,0,-0.290596,3.72363e-06,-1.93141e-07,0.295979,0
0.000000000,0,-0.275689,3.72075e-06,-1.93141e-07,0.29964,0
0.000000000,0,-0.260692,3.71785e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.245692,3.71496e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.230692,3.71206e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.215692,3.70917e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.200692,3.70627e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.185692,3.70338e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.170692,3.70048e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.155692,3.69759e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.140692,3.69469e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.125692,3.6918e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.110692,3.6889e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0956916,3.68601e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0806916,3.68311e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0656916,3.68022e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0506916,3.67732e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0356916,3.67443e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0206916,3.67153e-06,-1.93141e-07,0.3,0
0.000000000,0,-0.0056916,3.66863e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0093084,3.66574e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0243084,3.66284e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0393084,3.65995e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0543084,3.65705e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0693084,3.65416e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0843084,3.65126e-06,-1.93141e-07,0.3,0
0.000000000,0,0.0993084,3.64837e-06,-1.93141e-07,0.3,0
0.000000000,0,0.114308,3.64547e-06,-1.93141e-07,0.3,0
0.000000000,0,0.129308,3.64258e-06,-1.93141e-07,0.3,0
0.000000000,0,0.144308,3.63968e-06,-1.93141e-07,0.3,0
0.000000000,0,0.159308,3.63679e-06,-1.93141e-07,0.3,0
0.000000000,0,0.174308,3.63389e-06,-1.93141e-07,0.3,0
0.000000000,0,0.189308,3.631e-06,-1.93141e-07,0.3,0
0.000000000,0,0.204308,3.6281e-06,-1.93141e-07,0.3,0
0.000000000,0,0.219308,3.62521e-06,-1.93141e-07,0.3,0
0.000000000,0,0.234308,3.62231e-06,-1.93141e-07,0.3,0
0.000000000,0,0.249308,3.61942e-06,-1.93141e-07,0.3,0
0.000000000,0,0.264308,3.61652e-06,-1.93141e-07,0.3,0
0.000000000,0,0.279308,3.61363e-06,-1.93141e-07,0.3,0
0.000000000,0,0.294308,3.61073e-06,-1.93141e-07,0.3,0
0.000000000,0,0.309308,3.60783e-06,-1.93141e-07,0.3,0
0.000000000,0,0.324308,3.60494e-06,-1.93141e-07,0.3,0
0.000000000,0,0.339308,3.60204e-06,-1.93141e-07,0.3,0
0.000000000,0,0.354308,3.59915e-06,-1.93141e-07,0.3,0
0.000000000,0,0.369308,3.59625e-06,-1.93141e-07,0.3,0
0.000000000,0,0.384308,3.59336e-06,-1.93141e-07,0.3,0
0.000000000,0,0.399308,3.59046e-06,-1.93141e-07,0.3,0
0.000000000,0,0.414308,3.58757e-06,-1.93141e-07,0.3,0
0.000000000,0,0.429308,3.58467e-06,-1.93141e-07,0.3,0
0.000000000,0,0.444308,3.58178e-06,-1.93141e-07,0.3,0
0.000000000,0,0.459308,3.57888e-06,-1.93141e-07,0.3,0
0.000000000,0,0.474308,3.57599e-06,-1.93141e-07,0.3,0
0.000000000,0,0.489308,3.57309e-06,-1.93141e-07,0.3,0
0.000000000,0,0.504308,3.5702e-06,-1.93141e-07,0.3,0
0.000000000,0,0.519308,3.5673e-06,-1.93141e-07,0.3,0
0.000000000,0,0.534308,3.56441e-06,-1.93141e-07,0.3,0
0.000000000,0,0.549308,3.56151e-06,-1.93141e-07,0.3,0
0.000000000,0,0.564308,3.55861e-06,-1.93141e-07,0.3,0
0.000000000,0,0.579308,3.55572e-06,-1.93141e-07,0.3,0
0.000000000,0,0.594308,3.55282e-06,-1.93141e-07,0.3,0
0.000000000,0,0.609308,3.54993e-06,-1.93141e-07,0.3,0
0.000000000,0,0.624308,3.54703e-06,-1.93141e-07,0.3,0
0.000000000,0,0.639308,3.54414e-06,-1.93141e-07,0.3,0
0.000000000,0,0.654308,3.54124e-06,-1.93141e-07,0.3,0
0.000000000,0,0.669308,3.53835e-06,-1.93141e-07,0.3,0
0.000000000,0,0.684308,3.53545e-06,-1.93141e-07,0.3,0
0.000000000,0,0.699308,3.53256e-06,-1.93141e-07,0.3,0
0.000000000,0,0.714308,3.52966e-06,-1.93141e-07,0.3,0
0.000000000,0,0.729308,3.52677e-06,-1.93141e-07,0.3,0
0.000000000,0,0.744308,3.52387e-06,-1.93141e-07,0.3,0
0.000000000,0,0.759308,3.52098e-06,-1.93141e-07,0.3,0
0.000000000,0,0.774308,3.51808e-06,-1.93141e-07,0.3,0
0.000000000,0,0.789308,3.51519e-06,-1.93141e-07,0.3,0
0.000000000,0,0.804308,3.51229e-06,-1.93141e-07,0.3,0
0.000000000,0,0.819308,3.5094e-06,-1.93141e-07,0.3,0
0.000000000,0,0.834308,3.5065e-06,-1.93141e-07,0.3,0
0.000000000,0,0.849308,3.50361e-06,-1.93141e-07,0.3,0
0.000000000,0,0.864308,3.50071e-06,-1.93141e-07,0.3,0
0.000000000,0,0.879308,3.49781e-06,-1.93141e-07,0.3,0
0.000000000,0,0.894308,3.49492e-06,-1.93141e-07,0.3,0
0.000000000,0,0.909308,3.49202e-06,-1.93141e-07,0.3,0
0.000000000,0,0.924308,3.48913e-06,-1.93141e-07,0.3,0
0.000000000,0,0.939308,3.48623e-06,-1.93141e-07,0.3,0
0.000000000,0,0.954308,3.48334e-06,-1.93141e-07,0.3,0
0.000000000,0,0.969308,3.48044e-06,-1.93141e-07,0.3,0
0.000000000,0,0.984308,3.47755e-06,-1.93141e-07,0.3,0
0.000000000,0,0.999308,3.47465e-06,-1.93141e-07,0.3,0
0.000000000,0,1.01431,3.47176e-06,-1.93141e-07,0.3,0
0.000000000,0,1.02931,3.46886e-06,-1.93141e-07,0.3,0
0.000000000,0,1.04431,3.46597e-06,-1.93141e-07,0.3,0
0.000000000,0,1.05931,3.46307e-06,-1.93141e-07,0.3,0
0.000000000,0,1.07431,3.46018e-06,-1.93141e-07,0.3,0
0.000000000,0,1.08931,3.45728e-06,-1.93141e-07,0.3,0
0.000000000,0,1.10431,3.45439e-06,-1.93141e-07,0.3,0
0.000000000,0,1.11931,3.45149e-06,-1.93141e-07,0.3,0
0.000000000,0,1.13431,3.4486e-06,-1.93141e-07,0.3,0
0.000000000,0,1.14931,3.4457e-06,-1.93141e-07,0.3,0
0.000000000,0,1.16431,3.4428e-06,-1.93141e-07,0.3,0
0.000000000,0,1.17931,3.43991e-06,-1.93141e-07,0.3,0
0.000000000,0,1.19431,3.43701e-06,-1.93141e-07,0.3,0
0.000000000,0,1.20931,3.43412e-06,-1.93141e-07,0.3,0
0.000000000,0,1.22431,3.43122e-06,-1.93141e-07,0.3,0
0.000000000,0,1.23931,3.42833e-06,-1.93141e-07,0.3,0
0.000000000,0,1.25431,3.42543e-06,-1.93141e-07,0.3,0
0.000000000,0,1.26931,3.42254e-06,-1.93141e-07,0.3,0
0.000000000,0,1.28431,3.41964e-06,-1.93141e-07,0.3,0
0.000000000,0,1.29931,3.41675e-06,-1.93141e-07,0.3,0
0.000000000,0,1.31431,3.41385e-06,-1.93141e-07,0.3,0
