x_pos [m], y_pos [m], heading [rad]
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
-0.399898,4.73403e-05,-0.000129525
