time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1640148846.014509916,0.000117591,-2.81827e-06,0.000116698,4.16187e-08,-9.43276e-11,-6.81183e-08
1640148846.054447889,0.000117591,-2.81827e-06,0.000116698,3.88388e-08,-9.10859e-11,-6.6565e-08
1640148846.106358051,0.000117593,-2.81827e-06,0.000116694,3.76734e-08,-9.25132e-11,-6.6565e-08
1640148846.146603823,0.000117592,-2.81827e-06,0.000116695,3.44382e-08,-8.80245e-11,-6.45992e-08
1640148846.234931231,0.000117591,-2.81827e-06,0.000116698,2.75019e-08,-7.74973e-11,-5.99849e-08
1640148846.274913788,0.000117591,-2.81827e-06,0.000116698,2.52409e-08,-7.4698e-11,-5.86127e-08
1640148846.314899921,0.000117591,-2.81827e-06,0.000116698,2.30684e-08,-7.19815e-11,-5.72749e-08
1640148846.354833603,0.000117591,-2.81827e-06,0.000116698,2.09827e-08,-6.93437e-11,-5.59694e-08
1640148846.407948017,0.000117592,-2.81827e-06,0.000116695,1.95798e-08,-7.02341e-11,-5.59694e-08
1640148846.448218107,0.000117591,-2.81827e-06,0.000116698,1.64211e-08,-6.34658e-11,-5.30358e-08
1640148846.534788847,0.000117591,-2.81827e-06,0.000116698,1.25634e-08,-5.83527e-11,-5.04527e-08
1640148846.574916840,0.000117591,-2.81827e-06,0.000116698,1.08888e-08,-5.60819e-11,-4.92943e-08
1640148846.614877701,0.000117591,-2.81827e-06,0.000116698,9.2916e-09,-5.38917e-11,-4.81704e-08
1640148846.654876709,0.000117591,-2.81827e-06,0.000116698,7.76013e-09,-5.17629e-11,-4.70712e-08
1640148846.709577322,0.000117591,-2.81827e-06,0.000116695,6.21223e-09,-5.22376e-11,-4.70712e-08
1640148846.749748707,0.000117591,-2.81827e-06,0.000116696,4.62728e-09,-4.92501e-11,-4.5608e-08
1640148846.834594250,0.000117591,-2.81827e-06,0.000116698,1.65623e-09,-4.29488e-11,-4.24379e-08
1640148846.874532461,0.000117591,-2.81827e-06,0.000116698,4.60955e-10,-4.11412e-11,-4.14679e-08
1640148846.914521217,0.000117591,-2.81827e-06,0.000116698,-6.80983e-10,-3.93913e-11,-4.05223e-08
1640148846.954578161,0.000117591,-2.81827e-06,0.000116698,-1.77161e-09,-3.76917e-11,-3.95967e-08
1640148846.994547367,0.000117591,-2.81827e-06,0.000116698,-2.80841e-09,-3.60477e-11,-3.86943e-08
1640148847.034922838,0.000117591,-2.81827e-06,0.000116698,-3.80526e-09,-3.44384e-11,-3.78035e-08
1640148847.134902954,0.000117591,-2.81827e-06,0.000116698,-6.06606e-09,-3.06676e-11,-3.56851e-08
1640148847.174935818,0.000117591,-2.81827e-06,0.000116698,-6.89219e-09,-2.92402e-11,-3.48707e-08
1640148847.214676380,0.000117591,-2.81827e-06,0.000116698,-7.6687e-09,-2.78643e-11,-3.40773e-08
1640148847.254679203,0.000117591,-2.81827e-06,0.000116698,-8.41032e-09,-2.6528e-11,-3.33005e-08
1640148847.294615746,0.000117591,-2.81827e-06,0.000116698,-9.11073e-09,-2.52368e-11,-3.25426e-08
1640148847.334852219,0.000117591,-2.81827e-06,0.000116698,-9.77739e-09,-2.39782e-11,-3.17964e-08
